dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c5,diag_c6,diag_c7,diag_c8,diag_c9,final_c5,final_c6,final_c7,final_c8,final_c9
yahoo-a3,gru,reservoir,12,12,336,B1,50.0,,,0.5,,,,0.0062710957348098,0.0215287536896203,-0.0062710957348098,0.944690816661919,0.9505762666448504,0.9802682431078412,5,10,10,0.9593,0.9727,0.9647,0.9377,0.889,0.9668,0.9792,0.9711,0.9468,0.889,0.000160539251119,0.0002425335326291,0.000110242797975,0.0001322907346541,79.4,55,5,79.4,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,12,12,336,B1,100.0,,,0.5,,,,0.0079468019431956,0.0246171793693339,-0.0079468019431956,0.9487184906631492,0.9553219311857142,0.9843727634479402,5,10,10,0.9593,0.9726,0.9727,0.9418,0.8971,0.9685,0.9844,0.9784,0.9482,0.8971,0.0001560741589287,0.0002357879263373,0.0001071766412034,0.0001286112851339,77.2,53,5,77.2,r-reservoir_sl12_st12_sp336_bu100_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,12,12,336,B1,250.0,,,0.5,,,,0.007219667339233,0.0228763778545129,-0.007219667339233,0.9467039395383756,0.9524678795694428,0.9811038189573732,5,10,10,0.9593,0.9736,0.9669,0.9408,0.8928,0.9694,0.9811,0.9739,0.9451,0.8928,0.0001652844137883,0.0002497022534064,0.0001135013295162,0.0001362009238901,81.7,56,5,81.7,r-reservoir_sl12_st12_sp336_bu250_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,12,12,336,B1,500.0,,,0.5,,,,0.0057446657671833,0.0235355360752163,-0.0057446657671833,0.9472005417412334,0.9512989348020738,0.9806260914374052,5,10,10,0.9593,0.9753,0.9689,0.9401,0.8924,0.968,0.9806,0.9726,0.9429,0.8924,0.0001678830924351,0.0002536281887025,0.0001152858543972,0.0001383423343052,83.0,57,5,83.0,r-reservoir_sl12_st12_sp336_bu500_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,12,12,336,B1,1000.0,,,0.5,,,,0.007536052521709,0.0241011200194354,-0.007536052521709,0.94784180609874,0.953714859179453,0.9827391858234804,5,10,10,0.9593,0.9722,0.9693,0.9425,0.8959,0.9691,0.9827,0.9759,0.9448,0.8959,0.0001600511501247,0.0002417961375209,0.000109907657523,0.0001318884799978,79.1,54,5,79.1,r-reservoir_sl12_st12_sp336_bu1000_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,12,12,336,B1,50.0,,,,,,,0.0039472786343189,0.0210938372861253,-0.0039472786343189,0.944719357036316,0.946205211076397,0.9814545103203458,5,10,10,0.9593,0.9715,0.9651,0.9379,0.8898,0.9608,0.9794,0.9713,0.9298,0.8898,0.0001259502403087,0.0001902784303815,8.6490451909938e-05,0.0001037879784715,62.3,56,5,62.3,r-reservoir_sl12_st12_sp336_bu50,,,,,,,,,,
yahoo-a3,gru,reservoir,12,12,336,B1,50.0,,,0.3,,,,0.0058986695612282,0.0209822831462622,-0.0058986695612282,0.9449017381860408,0.951274372604228,0.981044773982995,5,10,10,0.9593,0.9725,0.964,0.9349,0.8937,0.9662,0.981,0.9727,0.9428,0.8937,0.000135926869974,0.0002053505527415,9.334143038075936e-05,0.0001120091223608,67.2,53,5,67.2,r-reservoir_sl12_st12_sp336_bu50_re0.3,,,,,,,,,,
yahoo-a3,gru,ewc,12,12,336,B1,,,,,1000.0,,,0.0054162205596599,0.0143202155770128,-0.0054162205596599,0.9384676049406396,0.9451874548828264,0.9801752025421544,5,10,10,0.9593,0.9655,0.9562,0.9248,0.8865,0.9585,0.9802,0.9693,0.9315,0.8865,0.0001306874123025,0.0001974350793027,8.974348784540781e-05,0.0001076915914573,64.6,52,5,64.6,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,,,
yahoo-a3,gru,ewc,12,12,336,B1,,,,,100.0,,,0.0061077105018667,0.0194226747992925,-0.0061077105018667,0.9434300357925436,0.9499430349196544,0.9824171223268732,5,10,10,0.9593,0.9691,0.9616,0.9335,0.8935,0.9623,0.9824,0.9734,0.9381,0.8935,0.0001306994148511,0.0001974532120677,8.975174970950726e-05,0.0001077014623582,64.6,52,5,64.6,r-ewc_sl12_st12_sp336_la100,,,,,,,,,,
yahoo-a3,gru,ewc,12,12,336,B1,,,,,500.0,,,0.0061089508140276,0.0165067297385531,-0.0061089508140276,0.9404258255176068,0.9475241498273128,0.9809821505253212,5,10,10,0.9593,0.9668,0.9581,0.9286,0.8893,0.9599,0.981,0.9708,0.9367,0.8893,0.0001306029592113,0.0001973074923955,8.968549739672905e-05,0.0001076219949987,64.6,52,5,64.6,r-ewc_sl12_st12_sp336_la500,,,,,,,,,,
yahoo-a3,gru,ewc,12,12,336,B1,,,,,5000.0,,,0.0017598130271621,0.0096715897618002,-0.0017598130271621,0.933314385125839,0.9358917076594208,0.9722989608084508,5,10,10,0.9593,0.9629,0.9504,0.9201,0.8738,0.9524,0.9723,0.9578,0.9231,0.8738,0.0001291756372356,0.0001951511758649,8.870531753313523e-05,0.0001064458583318,63.9,51,5,63.9,r-ewc_sl12_st12_sp336_la5000,,,,,,,,,,
yahoo-a3,gru,ewc,12,12,336,B1,,,,,10000.0,,,0.0003234051071188,0.0079654765009692,-0.0003234051071188,0.9304844193016292,0.9311302470078486,0.9677041882568492,5,10,10,0.9593,0.9625,0.9478,0.9163,0.8665,0.9511,0.9677,0.953,0.9174,0.8665,0.0001292419091595,0.000195251295703,8.87508471619286e-05,0.000106500448541,63.9,51,5,63.9,r-ewc_sl12_st12_sp336_la10000,,,,,,,,,,
yahoo-a3,gru,lwf,12,12,336,B1,,,,,,1.0,2.0,0.0071209749445374,0.0175914957020834,-0.0071209749445374,0.9427887106491776,0.9488931617846132,0.981483138186711,5,10,10,0.9593,0.964,0.9615,0.9369,0.8922,0.962,0.9815,0.9725,0.9364,0.8922,0.0001242489047347,0.000187708149755,8.532213836766054e-05,0.0001023860113873,61.4,51,5,61.4,r-lwf_sl12_st12_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a3,gru,lwf,12,12,336,B1,,,,,,0.1,2.0,0.0063809039103118,0.020041130517175,-0.0063809039103118,0.944745436398083,0.9513807807789711,0.9828214909392804,5,10,10,0.9593,0.9696,0.9635,0.9354,0.8959,0.964,0.9828,0.9745,0.9396,0.8959,0.0001282025232567,0.0001936810508376,8.803707708591699e-05,0.0001056439737517,63.4,53,5,63.4,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,,,
yahoo-a3,gru,lwf,12,12,336,B1,,,,,,0.5,2.0,0.0066380458764012,0.0214638074649855,-0.0066380458764012,0.9457922285710464,0.95106739338339,0.9828429618390542,5,10,10,0.9593,0.9686,0.9668,0.9382,0.896,0.9639,0.9822,0.9747,0.9386,0.896,4.694023565932582e-07,0.0001974586383707,8.975418767464969e-05,0.000107704450696,64.6,55,5,64.6,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,,,
yahoo-a3,gru,lwf,12,12,336,B1,,,,,,2.0,2.0,0.0065302006441288,0.0176918628398447,-0.0065302006441288,0.9418602852158958,0.94767440859325,0.980071426526581,5,10,10,0.9593,0.9653,0.9614,0.9346,0.8886,0.9625,0.9801,0.9703,0.937,0.8886,0.0001262605740947,0.0001907472649431,8.670357042897699e-05,0.0001040436945141,62.4,52,5,62.4,r-lwf_sl12_st12_sp336_al2.0_te2.0,,,,,,,,,,
yahoo-a3,gru,lwf,12,12,336,B1,,,,,,1.0,1.0,0.0059953464173772,0.0131087334718969,-0.0059953464173772,0.9384709262061368,0.9449287556452683,0.9773088374223468,5,10,10,0.9593,0.9639,0.9562,0.9293,0.8835,0.9618,0.9773,0.9664,0.9357,0.8835,0.0001247379399633,0.0001884469562508,8.565796076436525e-05,0.0001027889954865,61.7,51,5,61.7,r-lwf_sl12_st12_sp336_al1.0_te1.0,,,,,,,,,,
yahoo-a3,gru,lwf,12,12,336,B1,,,,,,1.0,5.0,0.0062865177276487,0.0197400758290112,-0.0062865177276487,0.9447100830526818,0.9512430595665612,0.9827427643067762,5,10,10,0.9593,0.9695,0.9639,0.9351,0.8957,0.9638,0.9827,0.9744,0.9395,0.8957,0.0001280189945024,0.0001934037860764,8.791106718773437e-05,0.0001054927188887,63.3,53,5,63.3,r-lwf_sl12_st12_sp336_al1.0_te5.0,,,,,,,,,,
yahoo-a3,gru,naive,6,6,336,B2,,,,,,,,0.000573878937102,0.0031310700014764,-0.000573878937102,0.9835562414730742,0.9841964510479786,0.9957760268918916,5,10,10,0.9901,0.9953,0.9938,0.9733,0.9653,0.9912,0.9951,0.9936,0.9758,0.9653,9.712131887844652e-05,0.0001467253422262,6.669354965431719e-05,8.003179257192337e-05,48.0,35,5,48.0,r-naive_sl6_st6_sp336,,,,,,,,,,
yahoo-a3,gru,cumulative,6,6,336,B2,,,,,,,,0.0020423379088257,0.0032302416988259,-0.0020423379088257,0.98245226416785,0.9845010825122272,0.9957760268918916,5,10,10,0.9901,0.994,0.9876,0.9712,0.9693,0.9917,0.9921,0.9903,0.9791,0.9693,1.4667274300806302e-06,0.0006169930703089,0.000280452059261,0.0003365410110478,201.9,77,5,201.9,r-cumulative_sl6_st6_sp336,,,,,,,,,,
yahoo-a3,gru,experts,6,6,336,B2,,,,,,,,-0.0007713974691253,-0.0014369782044884,0.0007713974691253,0.9808343963644258,0.9789609969814504,0.9964736559582952,5,10,10,0.9901,0.9925,0.9926,0.975,0.954,0.9881,0.9964,0.9917,0.9647,0.954,0.0001521810431321,0.0002299064293171,0.0001045031999425,0.0001254032293745,75.2,71,5,75.3,r-experts_sl6_st6_sp336,,,,,,,,,,
yahoo-a3,gru,random-buffer,6,6,336,B2,50.0,,,0.5,,,,0.0006905337409074,0.0047519723392328,-0.0006905337409074,0.9843871685217016,0.9851528374132906,0.9957760268918916,5,10,10,0.9901,0.9945,0.9928,0.9754,0.9691,0.9906,0.995,0.9937,0.9773,0.9691,0.0001350740059664,0.0002040620945037,9.275575005837406e-05,0.0001113063444453,66.8,35,5,66.8,r-random-buffer_sl6_st6_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,6,6,336,B2,50.0,,,0.5,,,,-0.0011765499807249,-0.0039261973798942,0.0011765499807249,0.9766177485537098,0.9758953896919956,0.9957760268918916,5,10,10,0.9901,0.9877,0.9887,0.9643,0.9522,0.9863,0.99,0.9858,0.9652,0.9522,5.397716244696029e-07,0.0002270601510662,0.0001032093925931,0.000123850758473,74.3,40,5,74.3,r-reservoir_sl6_st6_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,ewc,6,6,336,B2,,,,,1000.0,,,0.0003603008466437,0.002515303457498,-0.0003603008466437,0.9830925044451868,0.9834446851787136,0.9957760268918916,5,10,10,0.9901,0.9954,0.9936,0.9733,0.963,0.9909,0.9948,0.9933,0.9752,0.963,0.0001108279532186,0.0001674325426387,7.610590763765181e-05,9.132663500107204e-05,54.8,35,5,54.8,r-ewc_sl6_st6_sp336_la1000.0,,,,,,,,,,
yahoo-a3,gru,lwf,6,6,336,B2,,,,,,1.0,2.0,0.0004121301894154,0.0042206440441627,-0.0004121301894154,0.98418883844134,0.9846165270918796,0.9957760268918916,5,10,10,0.9901,0.9956,0.9936,0.974,0.9676,0.9911,0.9952,0.9939,0.9752,0.9676,0.0001039087140094,0.0001569793511804,7.135447187594966e-05,8.562487930447485e-05,51.4,35,5,51.4,r-lwf_sl6_st6_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a3,gru,naive,8,8,336,B2,,,,,,,,-0.0007483185453497,-0.0124289068769673,0.0007483185453497,0.9770591662917976,0.9769298134571812,0.9946821256038648,5,10,10,0.9898,0.9946,0.9923,0.9716,0.9369,0.9874,0.9939,0.9918,0.9746,0.9369,0.00010674821755,0.0001612691109732,7.330436319462024e-05,8.796474777860567e-05,52.8,43,5,52.8,r-naive_sl8_st8_sp336,,,,,,,,,,
yahoo-a3,gru,cumulative,8,8,336,B2,,,,,,,,-0.0001240131185282,-0.0109607197566872,0.0001240131185282,0.9805060146878216,0.9810190648731574,0.9950415458937198,5,10,10,0.9898,0.9945,0.992,0.9705,0.9557,0.9879,0.9948,0.9929,0.9738,0.9557,0.0003496568137911,0.0005282415463226,0.0002401103513923,0.0002881311949303,172.9,74,5,172.9,r-cumulative_sl8_st8_sp336,,,,,,,,,,
yahoo-a3,gru,experts,8,8,336,B2,,,,,,,,-0.0013652782050798,-0.0110336600494351,0.0013652782050798,0.9788711125470642,0.9767931133962908,0.9946821256038648,5,10,10,0.9898,0.9935,0.9912,0.9732,0.9467,0.9859,0.9941,0.9923,0.965,0.9467,0.0001632412949312,0.0002466156261141,0.0001120982961813,0.0001345173299328,80.7,83,5,80.7,r-experts_sl8_st8_sp336,,,,,,,,,,
yahoo-a3,gru,random-buffer,8,8,336,B2,50.0,,,0.5,,,,-0.0009689724496218,-0.0083280192200834,0.0009689724496218,0.9787780454189868,0.9781141735055496,0.9946821256038648,5,10,10,0.9898,0.9942,0.9922,0.9719,0.9458,0.9866,0.9941,0.9922,0.9718,0.9458,5.088333881047443e-07,0.0002140456829018,9.729374658393984e-05,0.0001167519363178,70.1,43,5,70.1,r-random-buffer_sl8_st8_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,8,8,336,B2,50.0,,,0.5,,,,-0.0015737888844682,-0.0108149547437496,0.0015737888844682,0.9782454794019062,0.9766605132832056,0.9946821256038648,5,10,10,0.9898,0.994,0.9922,0.972,0.9432,0.9862,0.9927,0.9912,0.9701,0.9432,5.186405217678917e-07,0.0002181711484693,9.916894097113984e-05,0.0001190022074982,71.4,44,5,71.4,r-reservoir_sl8_st8_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,ewc,8,8,336,B2,,,,,1000.0,,,-0.0006039649190125,-0.0119811453794453,0.0006039649190125,0.9785387118319976,0.9787146410503595,0.9947961352657004,5,10,10,0.9898,0.9948,0.9925,0.9735,0.942,0.9879,0.9942,0.9924,0.977,0.942,0.0001195946819667,0.0001806768157871,8.212602905178857e-05,9.855078673533474e-05,59.1,43,5,59.1,r-ewc_sl8_st8_sp336_la1000.0,,,,,,,,,,
yahoo-a3,gru,lwf,8,8,336,B2,,,,,,1.0,2.0,-0.0008654981984382,-0.0136348486092023,0.0008654981984382,0.972648480316163,0.9717961804763025,0.9946821256038648,5,10,10,0.9898,0.9945,0.9903,0.9726,0.916,0.9872,0.9934,0.9893,0.973,0.916,0.0001127942992608,0.0001704031859465,7.745619143307623e-05,9.294699451342848e-05,55.8,43,5,55.8,r-lwf_sl8_st8_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a3,gru,naive,10,10,336,B2,,,,,,,,0.0015646973476333,0.0154164136750637,-0.0015646973476333,0.9841597832660698,0.9863580359392328,0.9959312192030098,5,10,10,0.9892,0.9943,0.9944,0.9751,0.9678,0.9909,0.9959,0.9955,0.9817,0.9678,0.0001134903552168,0.0001714547475349,7.793418628474077e-05,9.352056125023712e-05,56.1,48,5,56.1,r-naive_sl10_st10_sp336,,,,,,,,,,
yahoo-a3,gru,cumulative,10,10,336,B2,,,,,,,,0.0012964872261696,0.0204145670378784,-0.0012964872261696,0.9856213939214266,0.9867894418990206,0.9958717395385492,5,10,10,0.9892,0.9941,0.9949,0.9819,0.968,0.9928,0.9951,0.9941,0.984,0.968,0.0004869400489781,0.0007356412181696,0.000334383130673,0.0004012580874965,240.8,107,5,240.8,r-cumulative_sl10_st10_sp336,,,,,,,,,,
yahoo-a3,gru,experts,10,10,336,B2,,,,,,,,0.0008252760747338,0.0093543861398707,-0.0008252760747338,0.9800009347176604,0.98116926912476,0.9946914399469144,5,10,10,0.9892,0.9939,0.9916,0.9694,0.9558,0.9897,0.9943,0.9932,0.9728,0.9558,0.0001785046613709,0.0002696746484817,0.0001225796745941,0.0001470949738876,88.3,98,5,88.3,r-experts_sl10_st10_sp336,,,,,,,,,,
yahoo-a3,gru,random-buffer,10,10,336,B2,50.0,,,0.5,,,,0.0011180571462996,0.020928939180629,-0.0011180571462996,0.9869827639885016,0.9877515838893496,0.996193301474538,5,10,10,0.9892,0.9952,0.9954,0.983,0.9721,0.9918,0.9958,0.9953,0.9837,0.9721,0.0001776953944593,0.0002684520542467,0.0001220239739004,0.0001464280803462,87.9,57,5,87.9,r-random-buffer_sl10_st10_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,10,10,336,B2,50.0,,,0.5,,,,0.0011970917189115,0.0230117368085433,-0.0011970917189115,0.9854013489569138,0.9861550250314632,0.9966096591257604,5,10,10,0.9892,0.9959,0.9954,0.9791,0.9674,0.9919,0.9962,0.9952,0.9801,0.9674,0.0001933093168034,0.0002920406764554,0.000132746101736,0.0001592945747193,95.6,63,5,95.6,r-reservoir_sl10_st10_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,ewc,10,10,336,B2,,,,,1000.0,,,0.0016658386314913,0.0107748508636969,-0.0016658386314913,0.982236917404933,0.9843942981232112,0.9958048249160314,5,10,10,0.9892,0.9937,0.9933,0.9722,0.9628,0.9906,0.9958,0.9951,0.9776,0.9628,0.0001199596800124,0.0001812282339906,8.23766949644778e-05,9.885153902616976e-05,59.3,44,5,59.3,r-ewc_sl10_st10_sp336_la1000.0,,,,,,,,,,
yahoo-a3,gru,lwf,10,10,336,B2,,,,,,1.0,2.0,0.0013604629067459,0.0122237337845024,-0.0013604629067459,0.9830865763415076,0.9848054245599942,0.9960204386997004,5,10,10,0.9892,0.9936,0.9935,0.9753,0.9637,0.99,0.996,0.9952,0.979,0.9637,0.0001117801624858,0.0001688710860214,7.675978796453112e-05,9.211129805694024e-05,55.3,42,5,55.3,r-lwf_sl10_st10_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a3,gru,naive,16,16,336,B2,,,,,,,,0.0013990589245699,0.0112215902643123,-0.0013990589245699,0.9563499174622724,0.9596200830151508,0.987120441812708,5,10,10,0.9708,0.9776,0.9783,0.9322,0.9228,0.9679,0.9871,0.9843,0.9359,0.9228,0.0001356888898563,0.0002049910259702,9.317801527730708e-05,0.0001118130106929,67.1,62,5,67.1,r-naive_sl16_st16_sp336,,,,,,,,,,
yahoo-a3,gru,cumulative,16,16,336,B2,,,,,,,,0.0010314578082993,0.0110843464207156,-0.0010314578082993,0.9581082290184036,0.9611070944409332,0.9904616171886942,5,10,10,0.9708,0.9776,0.9832,0.9434,0.9156,0.9686,0.9905,0.9864,0.9445,0.9156,0.0004520428963174,0.0006829205928116,0.0003104191859395,0.0003725014068721,223.5,117,5,223.5,r-cumulative_sl16_st16_sp336,,,,,,,,,,
yahoo-a3,gru,experts,16,16,336,B2,,,,,,,,-0.0038920926528808,0.0034942663815861,0.0038920926528808,0.9488914496642286,0.9430362363196674,0.98340710170066,5,10,10,0.9708,0.9782,0.9744,0.9363,0.8848,0.959,0.9762,0.9677,0.9275,0.8848,0.0002144369790053,0.0003239591419665,0.0001472545537049,0.0001767045882615,106.0,131,5,106.0,r-experts_sl16_st16_sp336,,,,,,,,,,
yahoo-a3,gru,random-buffer,16,16,336,B2,50.0,,,0.5,,,,0.0040591604727647,0.0104319614679783,-0.0040591604727647,0.9588216530009246,0.9647493208505354,0.9881671551328828,5,10,10,0.9708,0.9784,0.9737,0.9426,0.9286,0.974,0.9882,0.9867,0.9462,0.9286,0.0001743186693033,0.0002633506907166,0.0001197051564807,0.0001436455342359,86.2,59,5,86.2,r-random-buffer_sl16_st16_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,reservoir,16,16,336,B2,50.0,,,0.5,,,,0.0015011538347165,0.0101219953255835,-0.0015011538347165,0.95463591684288,0.9579457120795614,0.984927328189485,5,10,10,0.9708,0.9779,0.9761,0.9402,0.9082,0.9722,0.9849,0.9824,0.9419,0.9082,0.0001836172782004,0.0002773984980201,0.0001260905758678,0.0001513079221523,90.8,63,5,90.8,r-reservoir_sl16_st16_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a3,gru,ewc,16,16,336,B2,,,,,1000.0,,,-0.0001738571919305,0.0007719457732692,0.0001738571919305,0.9482286446334984,0.9498793099938592,0.981837031720398,5,10,10,0.9708,0.974,0.9671,0.9289,0.9004,0.9641,0.9818,0.9747,0.9285,0.9004,0.0001349501628282,0.0002038749993628,9.26707042238882e-05,0.0001112042951389,66.7,53,5,66.7,r-ewc_sl16_st16_sp336_la1000.0,,,,,,,,,,
yahoo-a3,gru,lwf,16,16,336,B2,,,,,,1.0,2.0,0.0015499950104267,0.003225129815718,-0.0015499950104267,0.951522861238967,0.9560855730626752,0.9857480843484792,5,10,10,0.9708,0.9749,0.9681,0.9296,0.9142,0.9666,0.9857,0.9809,0.933,0.9142,0.0001347870193227,0.0002036285314714,9.255868883079124e-05,0.0001110698426406,66.6,55,5,66.7,r-lwf_sl16_st16_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a3,gru,naive,24,24,336,B2,,,,,,,,0.0062748385550231,0.005331265059045,-0.0062748385550231,0.8878832930395625,0.8923154465929534,0.933482022152194,5,10,10,0.9257,0.9153,0.9119,0.8564,0.8302,0.9335,0.9251,0.9173,0.8555,0.8302,5.601052401373455e-07,0.0002356136830341,0.0001070974379642,0.0001285162450699,77.1,69,5,77.1,r-naive_sl24_st24_sp336,,,,,,,,,,
yahoo-a3,gru,cumulative,24,24,336,B2,,,,,,,,0.0023614974312463,0.0017243505826973,-0.0023614974312463,0.8861265991768766,0.8893825382659599,0.9286919437658728,5,10,10,0.9257,0.9193,0.9091,0.8524,0.8241,0.9281,0.9168,0.9121,0.8658,0.8241,0.0005912340596947,0.0008932026536119,0.0004060022003476,0.0004872004532643,292.3,165,5,292.3,r-cumulative_sl24_st24_sp336,,,,,,,,,,
