dataset,model,regime,seq_len,stride,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id
smd,gru,naive,24,12,B1,,,,,,,,-0.0177174207745046,0.1066683478665924,0.0177174207745046,0.7709610495693433,0.7643251588442095,0.8572008979541246,5,10,10,0.7996,0.7011,0.6973,0.8572,0.7996,0.7713,0.7004,0.7044,0.8459,0.7996,0.000523597181327,0.0007910207203328,0.0003595557917245,0.0004314649286082,258.9,135,5,258.9,r-naive_sl24_st12
smd,gru,cumulative,24,12,B1,,,,,,,,-0.0179748594210937,0.1352492432807353,0.0179748594210937,0.764053684801465,0.7350167178050994,0.8781111941364089,5,10,10,0.7996,0.6944,0.695,0.8781,0.7532,0.7796,0.7129,0.5746,0.8549,0.7532,4.912760000307979e-06,0.0020665999790529,0.0009393660377323,0.0011272339413206,676.3,139,5,676.4,r-cumulative_sl24_st12
smd,gru,experts,24,12,B1,,,,,,,,-0.0519998785879491,0.1110850044087163,0.0519998785879491,0.7576793170804501,0.7300530226427885,0.8458481776310771,5,10,10,0.7996,0.6989,0.7148,0.8458,0.7293,0.6994,0.7256,0.7623,0.7338,0.7293,0.0005510015012139,0.0008324216018315,0.000378374396066,0.0004540472057655,272.4,152,5,272.4,r-experts_sl24_st12
smd,gru,random-buffer,24,12,B1,500.0,,,0.5,,,,-0.0271358438375003,0.1474722950908072,0.0271358438375003,0.7801164936224454,0.7669432391079523,0.874537189740521,5,10,10,0.7996,0.6999,0.7031,0.8745,0.8234,0.749,0.6263,0.7822,0.8538,0.8234,0.0011110909265495,0.0016785727204394,0.0007629899248849,0.0009155827955544,549.4,149,5,549.4,r-random-buffer_sl24_st12_bu500_re0.5
smd,gru,random-buffer,24,12,B1,100.0,,,0.5,,,,-0.0284317578971475,0.1177175794014476,0.0284317578971475,0.7724348270230299,0.7612213178436439,0.8797476016043755,5,10,10,0.7996,0.7041,0.6882,0.8753,0.7951,0.751,0.6599,0.7204,0.8797,0.7951,0.0016652164800489,0.0025157139620576,0.0011435104428227,0.0013722035192349,823.3,222,5,823.3,r-random-buffer_sl24_st12_bu100_re0.5
smd,gru,random-buffer,24,12,B1,250.0,,,0.5,,,,-0.0278804982722116,0.1360043479878709,0.0278804982722116,0.7687159780199515,0.7570752386262749,0.8741254812936493,5,10,10,0.7996,0.6949,0.6921,0.8741,0.7828,0.7409,0.6495,0.7709,0.8412,0.7828,0.0010931163811061,0.0016514178036609,0.0007506467283088,0.000900771075352,540.5,141,5,540.5,r-random-buffer_sl24_st12_bu250_re0.5
smd,gru,random-buffer,24,12,B1,1000.0,,,0.5,,,,-0.0113622173290239,0.1382809782606498,0.0113622173290239,0.7773206521372452,0.7660518663074477,0.8813489193007574,5,10,10,0.7996,0.6926,0.7022,0.8813,0.8108,0.7783,0.6653,0.6977,0.8782,0.8108,0.000931602937545,0.0014074125167239,0.0006397345903361,0.0007676779263877,460.6,138,5,460.6,r-random-buffer_sl24_st12_bu1000_re0.5
smd,gru,random-buffer,24,12,B1,2000.0,,,0.5,,,,-0.0116260572168872,0.1175749543689827,0.0116260572168872,0.7791275956495394,0.772883013972551,0.8922857444213904,5,10,10,0.7996,0.7021,0.688,0.8904,0.8157,0.7838,0.7029,0.6698,0.8923,0.8157,3.0823157298029782e-06,0.0012966059042668,0.0005893677164916,0.0007072381877751,424.3,137,5,424.4,r-random-buffer_sl24_st12_bu2000_re0.5
smd,gru,random-buffer,24,12,B1,4000.0,,,0.5,,,,-0.0242954423759052,0.1066780202418524,0.0242954423759052,0.7727904153363616,0.751444295733626,0.8778138560588142,5,10,10,0.7996,0.7026,0.689,0.8778,0.7949,0.7448,0.6573,0.6843,0.8759,0.7949,0.0008850708549558,0.0013371145036693,0.0006077809886612,0.0007293335150081,437.6,135,5,444.9,r-random-buffer_sl24_st12_bu4000_re0.5
smd,gru,random-buffer,24,12,B1,500.0,,,0.3,,,,-0.0201665268255426,0.1290604895368375,0.0201665268255426,0.777833821995612,0.7711478831240047,0.8767091340893225,5,10,10,0.7996,0.6945,0.6927,0.8767,0.8257,0.7562,0.6263,0.776,0.8716,0.8257,2.801332377016374e-06,0.0011784075410358,0.0005356410476314,0.0006427664934044,385.7,163,5,385.7,r-random-buffer_sl24_st12_bu500_re0.3
smd,gru,random-buffer,24,12,B1,500.0,,,0.7,,,,-0.0299491411440285,0.1378265294387219,0.0299491411440285,0.7727197131907331,0.7538617106433664,0.8914150074533714,5,10,10,0.7996,0.6976,0.694,0.8914,0.781,0.7377,0.6386,0.7505,0.8614,0.781,7.866390913288616e-06,0.0033090733713035,0.0015041278240154,0.0018049455472881,1083.0,222,5,1082.9,r-random-buffer_sl24_st12_bu500_re0.7
smd,gru,reservoir,24,12,B1,500.0,,,0.5,,,,-0.0084459693373137,0.1098849561337991,0.0084459693373137,0.7699916154474835,0.7622022557003583,0.8907519584428056,5,10,10,0.7996,0.6993,0.6932,0.889,0.7688,0.7865,0.6888,0.6762,0.8908,0.7688,3.0699860107575965e-06,0.0012914192887759,0.0005870102040514,0.0007044090847244,422.6,139,5,422.7,r-reservoir_sl24_st12_bu500_re0.5
smd,gru,reservoir,24,12,B1,100.0,,,0.5,,,,-0.012157606265045,0.1425296449414439,0.012157606265045,0.7824713328498887,0.770286283507004,0.8968286311245343,5,10,10,0.7996,0.7083,0.6955,0.8968,0.8121,0.7895,0.6768,0.6764,0.8966,0.8121,0.0010594641192747,0.0016005778882756,0.0007275370727978,0.0008730408154777,523.8,171,5,523.8,r-reservoir_sl24_st12_bu100_re0.5
smd,gru,reservoir,24,12,B1,250.0,,,0.5,,,,0.0004322167937624,0.1399606319070321,-0.0004322167937624,0.7850108718114639,0.7792479509840662,0.8886573473635371,5,10,10,0.7996,0.7078,0.6977,0.8887,0.8313,0.8092,0.7099,0.6575,0.8883,0.8313,0.0010054034672977,0.0015189061425261,0.0006904143119774,0.0008284918305487,497.1,142,5,497.1,r-reservoir_sl24_st12_bu250_re0.5
smd,gru,reservoir,24,12,B1,1000.0,,,0.5,,,,-0.0118331648254328,0.1161730922273941,0.0118331648254328,0.7780188416536122,0.7670319128495666,0.8867240318529445,5,10,10,0.7996,0.6967,0.6879,0.8817,0.8242,0.8004,0.6859,0.638,0.8867,0.8242,0.0010743646404504,0.0016230887447395,0.0007377697082792,0.0008853190364603,531.2,140,5,531.3,r-reservoir_sl24_st12_bu1000_re0.5
smd,gru,reservoir,24,12,B1,2000.0,,,0.5,,,,-0.0088646561411282,0.1293911862994591,0.0088646561411282,0.7826820953928811,0.7721370181522702,0.8923767279203969,5,10,10,0.7996,0.702,0.6924,0.8878,0.8315,0.7983,0.6877,0.6508,0.8924,0.8315,0.0010998824623563,0.0016616396128212,0.0007552925789974,0.0009063470338238,543.8,141,5,543.8,r-reservoir_sl24_st12_bu2000_re0.5
smd,gru,reservoir,24,12,B1,4000.0,,,0.5,,,,-0.0058597585974326,0.1219726728060855,0.0058597585974326,0.7804446200595982,0.7750988427044007,0.8787818106805725,5,10,10,0.7996,0.7059,0.6856,0.8788,0.8323,0.7985,0.7024,0.6651,0.8771,0.8323,0.0011230244843513,0.0016966012580731,0.0007711847138319,0.0009254165442412,555.3,142,5,555.2,r-reservoir_sl24_st12_bu4000_re0.5
smd,gru,reservoir,24,12,B1,500.0,,,0.3,,,,-0.015776140360346,0.1114107882256608,0.015776140360346,0.777148550091401,0.7640337320348691,0.8923202554037721,5,10,10,0.7996,0.7025,0.6917,0.8923,0.7997,0.7798,0.6936,0.6669,0.8802,0.7997,0.0007557332614584,0.0011417186535329,0.0005189649660327,0.0006227536875001,373.7,132,5,373.7,r-reservoir_sl24_st12_bu500_re0.3
smd,gru,reservoir,24,12,B1,500.0,,,0.7,,,,-0.0183416219171744,0.0950694136377057,0.0183416219171744,0.766547371118131,0.7508301945935438,0.8878428881793271,5,10,10,0.7996,0.6928,0.7008,0.8847,0.7549,0.7737,0.6851,0.6527,0.8878,0.7549,0.0018882984350666,0.0028527334400924,0.0012967005373838,0.0015560329027085,933.6,179,5,933.6,r-reservoir_sl24_st12_bu500_re0.7
smd,gru,ewc,24,12,B1,,,,,1000.0,,,-0.0148554081792874,0.1065133475566181,0.0148554081792874,0.7711418851981178,0.7652651947454817,0.859060877627156,5,10,10,0.7996,0.7004,0.7005,0.8591,0.7961,0.7721,0.6957,0.7214,0.841,0.7961,0.0005403809331628,0.0008163766541317,0.0003710811887162,0.0004452954654154,267.2,137,5,267.2,r-ewc_sl24_st12_la1000
smd,gru,ewc,24,12,B1,,,,,100.0,,,-0.0172055175605294,0.106631052991182,0.0172055175605294,0.7709650112025879,0.7647631231662997,0.8573850692194291,5,10,10,0.7996,0.701,0.6975,0.8574,0.7994,0.7718,0.7,0.7068,0.8459,0.7994,1.945977116728746e-06,0.0008185940832479,0.0003720891115152,0.0004465049717326,267.9,138,5,267.9,r-ewc_sl24_st12_la100
smd,gru,ewc,24,12,B1,,,,,500.0,,,-0.0161000947598334,0.1067116504854015,0.0161000947598334,0.771281836993613,0.765386788457229,0.8583064962212881,5,10,10,0.7996,0.7007,0.6998,0.8583,0.798,0.7727,0.698,0.7141,0.8441,0.798,0.0005511478689039,0.0008326427257789,0.0003784748877909,0.0004541678379879,272.5,140,5,272.5,r-ewc_sl24_st12_la500
smd,gru,ewc,24,12,B1,,,,,5000.0,,,-0.0067798020243184,0.1094593634949904,0.0067798020243184,0.7676912661865651,0.7654599918467981,0.8574520843543396,5,10,10,0.7996,0.7018,0.6973,0.8575,0.7823,0.7242,0.7099,0.7767,0.8342,0.7823,1.6924631816188256e-06,0.0007119509960718,0.0003236148825264,0.0003883361135454,233.0,116,5,233.0,r-ewc_sl24_st12_la5000
smd,gru,ewc,24,12,B1,,,,,10000.0,,,-0.0211372496282951,0.1104723973275388,0.0211372496282951,0.7688882357583453,0.7506268031361812,0.8640729946873048,5,10,10,0.7996,0.701,0.6991,0.8641,0.7806,0.6856,0.7152,0.7329,0.8388,0.7806,1.6462768931548636e-06,0.0006925222874099,0.0003147836417813,0.0003777386456285,226.6,111,5,226.7,r-ewc_sl24_st12_la10000
smd,gru,lwf,24,12,B1,,,,,,1.0,2.0,-0.0185834535028329,0.1192563649680819,0.0185834535028329,0.7652653205946948,0.7471575249658171,0.871453993179494,5,10,10,0.7996,0.6801,0.695,0.8715,0.7802,0.7194,0.6744,0.7494,0.8125,0.7802,0.0004564779478404,0.0006896208153787,0.0003134647873896,0.0003761560279891,225.7,98,5,225.8,r-lwf_sl24_st12_al1.0_te2.0
smd,gru,lwf,24,12,B1,,,,,,0.5,2.0,-0.0065825035931957,0.10933564686824,0.0065825035931957,0.7650499018592379,0.7635769198009912,0.8641441370760642,5,10,10,0.7996,0.6915,0.6907,0.8641,0.7793,0.7411,0.6634,0.776,0.8581,0.7793,0.0004679887582414,0.0007070106903815,0.0003213692838545,0.0003856414065269,231.4,106,5,231.4,r-lwf_sl24_st12_al0.5_te2.0
smd,gru,lwf,24,12,B1,,,,,,2.0,2.0,-0.0015819134292074,0.1124352868089372,0.0015819134292074,0.7553916899307818,0.7532564433650701,0.8596764388768552,5,10,10,0.7996,0.6574,0.6886,0.8597,0.7717,0.7567,0.7088,0.7433,0.7858,0.7717,0.0004463041301785,0.0006742507926544,0.0003064784103622,0.0003677723822921,220.7,91,5,220.7,r-lwf_sl24_st12_al2.0_te2.0
smd,gru,lwf,24,12,B1,,,,,,1.0,1.0,0.0181136491727895,0.0978744572956119,-0.0181136491727895,0.742407629373588,0.7592420965035321,0.822794143607457,5,10,10,0.7996,0.6301,0.6826,0.8228,0.7769,0.7658,0.7121,0.7433,0.7982,0.7769,0.0004383692593933,0.000662263243011,0.0003010294804401,0.0003612337625709,216.7,93,5,216.8,r-lwf_sl24_st12_al1.0_te1.0
smd,gru,lwf,24,12,B1,,,,,,1.0,4.0,-0.0075592002740459,0.1130871731519829,0.0075592002740459,0.7714714794077675,0.7707986874232254,0.8627160044686203,5,10,10,0.7996,0.6996,0.6957,0.8627,0.7997,0.7556,0.6906,0.7547,0.8534,0.7997,0.0005771869664056,0.0008719811072622,0.0003963560651082,0.0004756250421539,285.4,133,5,285.4,r-lwf_sl24_st12_al1.0_te4.0
smd,gru,naive,6,6,B2,,,,,,,,-0.0491548331669381,0.0833721782253527,0.0491548331669381,0.7776928056683066,0.7476902974823028,0.8874264033692197,5,10,10,0.784,0.7175,0.6817,0.8874,0.8178,0.7171,0.658,0.7274,0.8181,0.8178,0.0003218849379886,0.0004862853823368,0.0002210393390042,0.0002652460433325,159.1,114,5,159.2,r-naive_sl6_st6
smd,gru,cumulative,6,6,B2,,,,,,,,0.0009923798439593,0.0758511312733469,-0.0009923798439593,0.7568265306408113,0.758277196652253,0.8786642353336993,5,10,10,0.784,0.7297,0.6815,0.8749,0.714,0.7893,0.6904,0.719,0.8787,0.714,0.0010981753339173,0.0016590605806651,0.000754120169274,0.000904940411391,543.0,162,5,543.0,r-cumulative_sl6_st6
smd,gru,experts,6,6,B2,,,,,,,,-0.0664943889301393,0.065261588564311,0.0664943889301393,0.7667092748910921,0.6952704211459755,0.8602668444332057,5,10,10,0.784,0.7311,0.6986,0.8603,0.7596,0.6825,0.7007,0.6347,0.6989,0.7596,0.0004076483876816,0.0006158519044147,0.0002799334005213,0.0003359185038933,201.6,155,5,201.5,r-experts_sl6_st6
smd,gru,random-buffer,6,6,B2,500.0,,,0.5,,,,-0.0335698473864816,0.0830270338058349,0.0335698473864816,0.7756125539784215,0.7638924857912064,0.8929992319359092,5,10,10,0.784,0.7101,0.6784,0.893,0.8125,0.753,0.6429,0.7426,0.8686,0.8125,0.0007418222485971,0.0011207026897223,0.0005094114864594,0.0006112912032629,366.8,173,5,366.8,r-random-buffer_sl6_st6_bu500_re0.5
smd,gru,reservoir,6,6,B2,500.0,,,0.5,,,,-0.0069281306098418,0.0847514897660734,0.0069281306098418,0.7718844506591921,0.7628583998711551,0.9030320045492616,5,10,10,0.784,0.7285,0.6699,0.889,0.788,0.7904,0.6938,0.6391,0.903,0.788,0.0005853189561811,0.0008842664530191,0.0004019402237835,0.0004823262292356,289.4,135,5,289.4,r-reservoir_sl6_st6_bu500_re0.5
smd,gru,ewc,6,6,B2,,,,,1000.0,,,-0.0491565082811905,0.0814170815367127,0.0491565082811905,0.7771598000244261,0.7472100710753745,0.8862824508511816,5,10,10,0.784,0.7161,0.6797,0.8863,0.8197,0.7323,0.6518,0.7162,0.8159,0.8197,0.0003557918728749,0.0005375100432298,0.0002443233037089,0.0002931867395209,175.9,114,5,175.9,r-ewc_sl6_st6_la1000
smd,gru,lwf,6,6,B2,,,,,,1.0,2.0,-0.009680330502158,0.0814934840764923,0.009680330502158,0.7653349086392581,0.7612089594408313,0.8748844389206919,5,10,10,0.784,0.6904,0.6755,0.8749,0.8019,0.7392,0.6908,0.7571,0.8171,0.8019,0.0003486711698955,0.0005267524918126,0.0002394335072312,0.0002873189845813,172.4,110,5,172.4,r-lwf_sl6_st6_al1.0_te2.0
smd,gru,naive,8,8,B2,,,,,,,,-0.029924577136427,0.0650151738857905,0.029924577136427,0.7690793712532916,0.7608625909893398,0.8672876683545656,5,10,10,0.7837,0.7164,0.6818,0.8673,0.7962,0.731,0.6903,0.7509,0.8359,0.7962,1.0645059300002387e-06,0.0004477947085756,0.0002035435362861,0.0002442511722895,146.6,117,5,146.6,r-naive_sl8_st8
smd,gru,cumulative,8,8,B2,,,,,,,,-0.0123175987564357,0.0817635906504951,0.0123175987564357,0.7633124981889343,0.7546613552246997,0.8849816112990514,5,10,10,0.7837,0.7256,0.7102,0.885,0.7121,0.7919,0.6909,0.7078,0.8706,0.7121,3.915007260381859e-06,0.0016468856450936,0.0007485860956535,0.00089829954944,539.0,165,5,539.0,r-cumulative_sl8_st8
smd,gru,experts,8,8,B2,,,,,,,,-0.0545084607561792,0.0583844720829316,0.0545084607561792,0.7589495261564669,0.7046765438502918,0.8603786102510697,5,10,10,0.7837,0.7147,0.6905,0.8604,0.7455,0.7004,0.722,0.636,0.7196,0.7455,0.000335108929643,0.0005062634337419,0.0002301203278371,0.0002761431059047,165.7,137,5,165.7,r-experts_sl8_st8
smd,gru,random-buffer,8,8,B2,500.0,,,0.5,,,,-0.0447778368058622,0.0669967382693433,0.0447778368058622,0.7770922374581293,0.7497098842792635,0.884030106190996,5,10,10,0.7837,0.7041,0.6925,0.884,0.8212,0.7261,0.6846,0.6761,0.8406,0.8212,0.0005528695782145,0.0008352437858831,0.000379657142824,0.0004555866430591,273.4,134,5,273.4,r-random-buffer_sl8_st8_bu500_re0.5
smd,gru,reservoir,8,8,B2,500.0,,,0.5,,,,0.0016508251227122,0.0868692873890067,-0.0016508251227122,0.7757859901492903,0.7733396711976835,0.9030677001562736,5,10,10,0.7837,0.7179,0.6908,0.8919,0.7946,0.7778,0.7075,0.6838,0.9031,0.7946,1.9735233855851755e-06,0.0008301816874944,0.0003773562188105,0.0004528254686839,271.7,133,5,271.7,r-reservoir_sl8_st8_bu500_re0.5
smd,gru,ewc,8,8,B2,,,,,1000.0,,,-0.0325270333297753,0.0652428187267685,0.0325270333297753,0.7688492244318419,0.7588119228485063,0.8671437986682947,5,10,10,0.7837,0.7162,0.6809,0.8671,0.7962,0.7333,0.6916,0.7447,0.8284,0.7962,1.1989760356254717e-06,0.0005043608582453,0.0002292554598385,0.0002751053984067,165.1,117,5,165.1,r-ewc_sl8_st8_la1000
smd,gru,lwf,8,8,B2,,,,,,1.0,2.0,-0.0385548980956687,0.0740724522419912,0.0385548980956687,0.7679494740394186,0.7381597801971292,0.8625338454424138,5,10,10,0.7837,0.7024,0.684,0.8625,0.8072,0.7263,0.681,0.6753,0.8009,0.8072,0.0003088531878126,0.0004665977583788,0.0002120904310173,0.0002545073273614,152.7,101,5,152.7,r-lwf_sl8_st8_al1.0_te2.0
smd,gru,naive,10,10,B2,,,,,,,,-0.0375995496706459,0.0559477030362982,0.0375995496706459,0.7704054236183133,0.7489218810279235,0.8684720478018033,5,10,10,0.8075,0.682,0.6871,0.8685,0.807,0.7514,0.688,0.6982,0.8,0.807,8.990868971466264e-07,0.0003782095935265,0.0001719139181116,0.0002062956754149,123.8,96,5,123.8,r-naive_sl10_st10
smd,gru,cumulative,10,10,B2,,,,,,,,-0.0074403414404136,0.0479354667491312,0.0074403414404136,0.7646198749471692,0.7614732187370131,0.8892897683871615,5,10,10,0.8075,0.6918,0.7028,0.8893,0.7317,0.7985,0.6936,0.6989,0.8846,0.7317,0.0008609161761674,0.0013006229943641,0.0005911936278345,0.0007094293665296,425.7,141,5,425.7,r-cumulative_sl10_st10
smd,gru,experts,10,10,B2,,,,,,,,-0.0689621240654981,0.0381378826830782,0.0689621240654981,0.7586947321686137,0.6941068878088744,0.8550491442297224,5,10,10,0.8075,0.7034,0.6973,0.855,0.7303,0.6576,0.698,0.6949,0.6897,0.7303,1.277062610734285e-06,0.0005372087308208,0.0002441863608223,0.0002930223699985,175.8,159,5,175.8,r-experts_sl10_st10
smd,gru,random-buffer,10,10,B2,500.0,,,0.5,,,,-0.0290792815724869,0.0296481346504571,0.0290792815724869,0.7678466157911308,0.7632307416865783,0.8714327699873734,5,10,10,0.8075,0.6892,0.6936,0.8714,0.7775,0.7666,0.6768,0.7336,0.8617,0.7775,0.0005091260845679,0.0007691586137543,0.0003496183503477,0.0004195402634066,251.7,134,5,251.7,r-random-buffer_sl10_st10_bu500_re0.5
smd,gru,reservoir,10,10,B2,500.0,,,0.5,,,,0.0018876546219177,0.0573222227762699,-0.0018876546219177,0.7742663595109829,0.7811944717111086,0.8994385219557288,5,10,10,0.8075,0.6906,0.6976,0.8882,0.7876,0.7928,0.7076,0.7186,0.8994,0.7876,0.0004769122014818,0.0007204917188354,0.0003274970002892,0.0003929947185462,235.8,124,5,235.8,r-reservoir_sl10_st10_bu500_re0.5
smd,gru,ewc,10,10,B2,,,,,1000.0,,,-0.038323436467222,0.0549187019350097,0.038323436467222,0.7684522683304411,0.7475613413746034,0.8674346700667493,5,10,10,0.8075,0.6814,0.6848,0.8674,0.8011,0.7441,0.6882,0.7061,0.7982,0.8011,0.0002743894128868,0.0004145318553537,0.0001884240638917,0.0002261077914619,135.7,98,5,135.7,r-ewc_sl10_st10_la1000
smd,gru,lwf,10,10,B2,,,,,,1.0,2.0,-0.040613797910996,0.0625389797782648,0.040613797910996,0.7626898683292264,0.7339600304753848,0.8657764376185868,5,10,10,0.8075,0.6808,0.6888,0.8658,0.7706,0.7325,0.6423,0.706,0.8185,0.7706,1.0284964578623297e-06,0.0004326469760666,0.0001966582064833,0.0002359887695832,141.6,100,5,141.6,r-lwf_sl10_st10_al1.0_te2.0
smd,gru,naive,12,12,B2,,,,,,,,-0.0224231952273292,0.1243743164162638,0.0224231952273292,0.771891340995867,0.7614002432994388,0.8625754236032412,5,10,10,0.7967,0.6985,0.689,0.8626,0.8126,0.716,0.6607,0.7752,0.8425,0.8126,1.0878203032031558e-06,0.0004576021250116,0.000208001451332,0.0002496006736795,149.8,134,5,149.8,r-naive_sl12_st12
smd,gru,cumulative,12,12,B2,,,,,,,,0.0017085847775159,0.1182332524049565,-0.0017085847775159,0.7499904671202506,0.759586063127224,0.8858042952401127,5,10,10,0.7967,0.6846,0.6956,0.8621,0.711,0.7983,0.6873,0.7156,0.8858,0.711,4.0669929074926335e-06,0.0017108198765878,0.0007776472076987,0.0009331726688891,559.9,191,5,559.9,r-cumulative_sl12_st12
smd,gru,experts,12,12,B2,,,,,,,,-0.0503050435328177,0.0956662782436606,0.0503050435328177,0.7611303276459652,0.7099900946002761,0.8529406713425731,5,10,10,0.7967,0.6898,0.7105,0.8529,0.7556,0.6664,0.7015,0.7246,0.7018,0.7556,0.0003305641016898,0.0004993973672129,0.0002269993476278,0.0002723980195851,163.4,150,5,163.4,r-experts_sl12_st12
smd,gru,random-buffer,12,12,B2,500.0,,,0.5,,,,-0.0100828860181917,0.1005723047616907,0.0100828860181917,0.7710952536466684,0.7668203613286315,0.8778196709970683,5,10,10,0.7967,0.7026,0.6862,0.8678,0.8021,0.7553,0.6404,0.7585,0.8778,0.8021,0.0004838405550584,0.0007309586797593,0.0003322547279524,0.0003987039518069,239.2,131,5,239.2,r-random-buffer_sl12_st12_bu500_re0.5
smd,gru,reservoir,12,12,B2,500.0,,,0.5,,,,-0.012201500933865,0.1067383678690994,0.012201500933865,0.7765746190001712,0.7641049931952619,0.8891523067938486,5,10,10,0.7967,0.7111,0.7,0.8804,0.7947,0.7891,0.6879,0.6598,0.8892,0.7947,0.0004538233227167,0.0006856103593404,0.0003116417894107,0.0003739685699297,224.4,122,5,224.4,r-reservoir_sl12_st12_bu500_re0.5
smd,gru,ewc,12,12,B2,,,,,1000.0,,,-0.0204694995690553,0.1226498622814575,0.0204694995690553,0.7712044873868484,0.7615098367711852,0.8634604004084261,5,10,10,0.7967,0.695,0.6902,0.8635,0.8107,0.7202,0.6618,0.7796,0.8353,0.8107,1.206955991461871e-06,0.0005077177037991,0.000230781349422,0.0002769363543771,166.2,137,5,166.2,r-ewc_sl12_st12_la1000
smd,gru,lwf,12,12,B2,,,,,,1.0,2.0,-0.0188278102021067,0.1130849127528433,0.0188278102021067,0.7665680944752131,0.7575866685294268,0.8629915730401655,5,10,10,0.7967,0.6871,0.6801,0.863,0.806,0.7389,0.6904,0.6924,0.8602,0.806,0.000358734645215,0.0005419558156275,0.0002463441333338,0.0002956116822936,177.4,138,5,177.4,r-lwf_sl12_st12_al1.0_te2.0
smd,gru,naive,16,16,B2,,,,,,,,-0.035337643909686,0.1060453187455954,0.035337643909686,0.7677388492672209,0.7377054723102768,0.8663566467668168,5,10,10,0.7992,0.7136,0.6857,0.8664,0.7738,0.7396,0.6313,0.7237,0.8201,0.7738,8.21047853782021e-07,0.0003453817156386,0.0001569920943881,0.0001883896212504,113.0,97,5,113.0,r-naive_sl16_st16
smd,gru,cumulative,16,16,B2,,,,,,,,-0.0023413245836504,0.1177380519433673,0.0023413245836504,0.7568984386282126,0.7545089914641052,0.8889476752054495,5,10,10,0.7992,0.6897,0.7081,0.8684,0.7189,0.7943,0.6677,0.7026,0.8889,0.7189,2.9585674854375993e-06,0.0012445500091697,0.0005657059094396,0.00067884409973,407.3,150,5,407.3,r-cumulative_sl16_st16
smd,gru,experts,16,16,B2,,,,,,,,-0.0510755357908481,0.0886568628274592,0.0510755357908481,0.760653207615811,0.7235627295388705,0.8541480372239675,5,10,10,0.7992,0.6991,0.7035,0.8541,0.7473,0.7169,0.7071,0.7319,0.7145,0.7473,0.0003109331297513,0.0004697400158798,0.0002135187549788,0.000256221260901,153.7,149,5,153.7,r-experts_sl16_st16
smd,gru,random-buffer,16,16,B2,500.0,,,0.5,,,,-0.0219891320627778,0.1227596727133973,0.0219891320627778,0.7769911908502469,0.7662743216569231,0.8786847634151886,5,10,10,0.7992,0.7034,0.6978,0.8787,0.8059,0.7652,0.6454,0.76,0.8549,0.8059,1.3894980749060584e-06,0.0005845057955843,0.0002656851060759,0.0003188206895083,191.3,111,5,191.3,r-random-buffer_sl16_st16_bu500_re0.5
smd,gru,reservoir,16,16,B2,500.0,,,0.5,,,,-0.0090758647944987,0.1252893665903057,0.0090758647944987,0.7778674189252499,0.7708403284467931,0.8832957907704087,5,10,10,0.7992,0.7178,0.7005,0.8734,0.7984,0.7939,0.6891,0.6895,0.8833,0.7984,0.0003831480171549,0.0005788381437728,0.0002631088627288,0.0003157292810439,189.4,110,5,189.4,r-reservoir_sl16_st16_bu500_re0.5
smd,gru,ewc,16,16,B2,,,,,1000.0,,,-0.0363146087840621,0.1047028594189289,0.0363146087840621,0.76732390956664,0.7348813571836692,0.866616537046464,5,10,10,0.7992,0.7132,0.6871,0.8666,0.7704,0.7334,0.6405,0.7248,0.8053,0.7704,8.290754977464307e-07,0.0003487586216645,0.0001585270437483,0.0001902315779162,114.1,89,5,114.1,r-ewc_sl16_st16_la1000
smd,gru,lwf,16,16,B2,,,,,,1.0,2.0,-0.0220685560402074,0.1044610474320024,0.0220685560402074,0.7658036107135379,0.7430343018905469,0.873881208708788,5,10,10,0.7992,0.6782,0.6897,0.8739,0.788,0.7314,0.6372,0.7325,0.8261,0.788,9.699581487051245e-07,0.0004080222705099,0.0001854651474549,0.000222557123055,133.5,103,5,133.5,r-lwf_sl16_st16_al1.0_te2.0
smd,gru,naive,48,48,B2,,,,,,,,-0.0248108187917786,0.0906171566560707,0.0248108187917786,0.7709984096076632,0.7584472370274205,0.8868106891218863,5,10,10,0.774,0.6914,0.7031,0.8868,0.7997,0.7402,0.7106,0.6683,0.8734,0.7997,9.769188551152577e-07,0.000410950358941,0.0001867960951937,0.0002241542637472,134.5,138,5,134.5,r-naive_sl48_st48
smd,gru,cumulative,48,48,B2,,,,,,,,0.0076723161186771,0.083671149631042,-0.0076723161186771,0.7582862466569229,0.7598090942162229,0.8764544169163695,5,10,10,0.774,0.7102,0.7031,0.8738,0.7304,0.8077,0.684,0.7006,0.8765,0.7304,0.0011223120523259,0.0016955249564542,0.0007706950083303,0.0009248299481238,554.9,222,5,555.0,r-cumulative_sl48_st48
