dataset,model,regime,seq_len,stride,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id
smd,tcn,strb,24,12,B1,500.0,0.1,0.9,0.5,,,,-0.005881432147486998,0.04798363804812862,0.005881432147486998,0.7765132891320816,0.7662488502427867,0.8944418099318248,5,10,10,0.7971,0.703,0.6943,0.8944,0.7938,0.7809,0.6173,0.7681,0.8711,0.7938,0.0006367493449252388,0.0019923993270229,0.0009056384468767,0.0010867608801461,652.1,181,5,338.5,r-strb_sl24_st12_bu500_no0.1_re0.9_re0.5
smd,tcn,strb,24,12,B1,500.0,0.35,0.9,0.5,,,,-0.006696600584771906,0.04789913926840052,0.006696600584771906,0.776412216823253,0.7661880826948344,0.8955449821526564,5,10,10,0.7971,0.703,0.694,0.8955,0.7925,0.7855,0.6163,0.7673,0.8693,0.7925,0.001153052852862,0.0017419664023804,0.0007918049175893,0.000950161484791,570.1,177,5,289.8,r-strb_sl24_st12_bu500_no0.35_re0.9_re0.5
smd,tcn,strb,24,12,B1,500.0,0.5,0.9,0.5,,,,-0.017854785589351517,0.04618207856529184,0.017854785589351517,0.7749357462959026,0.7565226507185507,0.8946389904310835,5,10,10,0.7971,0.703,0.6935,0.8946,0.7864,0.7694,0.6681,0.6795,0.8792,0.7864,0.0005867473846136,0.0008864244411213,0.0004029213443851,0.0004835030967361,290.1,188,5,290.1,r-strb_sl24_st12_bu500_no0.5_re0.9_re0.5
smd,tcn,strb,24,12,B1,500.0,0.2,0.3,0.5,,,,-0.04824192843091797,0.04079360411101708,0.04824192843091797,0.7862105487914637,0.7420269132917237,0.9011091910876177,5,10,10,0.7971,0.703,0.7059,0.9011,0.824,0.7315,0.646,0.6626,0.8461,0.824,0.0013523800695303,0.0020430985782856,0.0009286837089095,0.0011144148693761,668.7,188,5,668.7,r-strb_sl24_st12_bu500_no0.2_re0.3_re0.5
smd,tcn,strb,24,12,B1,500.0,0.2,0.5,0.5,,,,-0.05589459279692695,0.04045974056935035,0.05589459279692695,0.7871370747154757,0.7360718510064729,0.900308539000983,5,10,10,0.7971,0.703,0.7074,0.9003,0.8278,0.7239,0.6309,0.6449,0.8528,0.8278,0.0013593520031391,0.0020536313774337,0.0009334720923636,0.00112015928507,672.1,188,5,672.1,r-strb_sl24_st12_bu500_no0.2_re0.5_re0.5
smd,tcn,strb,24,12,B1,500.0,0.2,0.7,0.5,,,,-0.022500161744751713,0.04792971428528503,0.022500161744751713,0.7854643186315414,0.757455689768121,0.9055238164806135,5,10,10,0.7971,0.703,0.7054,0.9055,0.8163,0.726,0.6249,0.7426,0.8773,0.8163,0.0025194388876394,0.0038062243931186,0.0017301087897708999,0.0020761156033475,1245.7,191,5,670.6,r-strb_sl24_st12_bu500_no0.2_re0.7_re0.5
smd,tcn,strb,24,12,B1,500.0,0.2,0.95,0.5,,,,-0.023408647121785354,0.04816825342944753,0.023408647121785354,0.774501416941534,0.7493911151396653,0.8972123088643993,5,10,10,0.7971,0.703,0.6928,0.8972,0.7824,0.7704,0.5982,0.7144,0.8816,0.7824,0.0006951853783515,0.0010502463694606,0.0004773863044573,0.0005728600650032,343.7,178,5,343.7,r-strb_sl24_st12_bu500_no0.2_re0.95_re0.5
smd,tcn,strb,24,12,B1,500.0,0.2,0.9,0.3,,,,-0.02567583653836264,0.02339566296052086,0.02567583653836264,0.7755272435194618,0.7563887169284248,0.8998278735002863,5,10,10,0.7971,0.6928,0.6936,0.8998,0.7943,0.7468,0.6185,0.7529,0.8695,0.7943,0.0010172558675591,0.0015368120719825,0.0006985561067742001,0.0008382559652082,503.0,167,5,282.7,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.3
smd,tcn,strb,24,12,B1,500.0,0.2,0.9,0.7,,,,-0.04694306455318052,0.0425856138106934,0.04694306455318052,0.7809586965562765,0.7393756577478038,0.8908402454332356,5,10,10,0.7971,0.7168,0.6888,0.8908,0.8112,0.757,0.6137,0.6556,0.8594,0.8112,0.0009461106594240319,0.0032226417198858,0.0014648416648133,0.0017578000550724,1054.7,195,5,589.1,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.7
smd,tcn,strb,24,12,B1,500.0,0.2,0.9,0.9,,,,-0.03723273198713706,-0.03788408178478124,0.03723273198713706,0.7353689048297373,0.706264352688361,0.8459084501422353,5,10,10,0.7971,0.6827,0.6239,0.8459,0.7272,0.774,0.6056,0.6087,0.8159,0.7272,0.0035465220668245,0.0053578830062945,0.0024354085429461,0.0029224744633484,1753.5,240,5,1753.5,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.9
smd,tcn,gdumb,24,12,B1,500.0,,,0.5,,,,-0.02553852343539679,0.019584635950366403,0.02553852343539679,0.7810467870199977,0.7723566290772734,0.9089224315202714,5,10,10,0.7971,0.6887,0.7023,0.9089,0.8082,0.7651,0.6693,0.7506,0.8685,0.8082,0.0007570240824232,0.0011436687521313,0.000519853366782,0.0006238153853492,374.3,186,5,374.3,r-gdumb_sl24_st12_bu500_re0.5
smd,tcn,gdumb,24,12,B1,100.0,,,0.5,,,,-0.023751275420235918,-0.0017263391131048245,0.023751275420235918,0.769501856225149,0.7505630865480788,0.9006138232593172,5,10,10,0.7971,0.6804,0.6814,0.9006,0.788,0.7641,0.5872,0.7512,0.8624,0.788,0.0005832667384019,0.0008811660795948,0.0004005324495943,0.0004806336300005,288.4,142,5,288.4,r-gdumb_sl24_st12_bu100_re0.5
smd,tcn,gdumb,24,12,B1,250.0,,,0.5,,,,-0.018603198041168702,0.013759338048738745,0.018603198041168702,0.7799614900609873,0.7628522053927858,0.8977650552578437,5,10,10,0.7971,0.6895,0.6948,0.8978,0.8207,0.7741,0.6161,0.776,0.8273,0.8207,0.0006368332565261,0.0009620913161382,0.0004373152412053,0.0005247760749328,314.9,177,5,314.9,r-gdumb_sl24_st12_bu250_re0.5
smd,tcn,gdumb,24,12,B1,1000.0,,,0.5,,,,-0.031646689300126776,0.027757317244784897,0.031646689300126776,0.7830111592614287,0.767584149081319,0.9064921010663098,5,10,10,0.7971,0.6911,0.7034,0.9065,0.8169,0.7758,0.6201,0.736,0.8891,0.8169,0.000683443123581,0.0010325068415216,0.0004693224017993,0.0005631844397222,337.9,192,5,337.9,r-gdumb_sl24_st12_bu1000_re0.5
smd,tcn,gdumb,24,12,B1,2000.0,,,0.5,,,,-0.013643521258738777,0.04510823460898953,0.013643521258738777,0.780303553094692,0.767030770096693,0.9088405220295637,5,10,10,0.7971,0.7112,0.7004,0.9088,0.784,0.7948,0.6919,0.6797,0.8846,0.784,0.00066471146683,0.0010042081242163,0.0004564593643532,0.0005477487598631,328.7,184,5,328.7,r-gdumb_sl24_st12_bu2000_re0.5
smd,tcn,gdumb,24,12,B1,4000.0,,,0.5,,,,-0.0022004391985463003,0.04099313190785926,0.0022004391985463003,0.7801922868185793,0.7746866492290647,0.9044775278790183,5,10,10,0.7971,0.701,0.6934,0.9045,0.8049,0.7914,0.6706,0.7178,0.8888,0.8049,0.0006929577095799,0.0010468809346965,0.0004758561289972,0.0005710248056993,342.6,179,5,342.6,r-gdumb_sl24_st12_bu4000_re0.5
smd,tcn,gdumb,24,12,B1,500.0,,,0.3,,,,-0.03854629664945906,-0.00028194153514887743,0.03854629664945906,0.7691395169717742,0.7444688272088278,0.9002393195987809,5,10,10,0.7971,0.6855,0.6954,0.9002,0.7674,0.7638,0.5586,0.769,0.8634,0.7674,0.0005095731398467,0.0007698339993394,0.0003499253828097,0.0004199086165296,251.9,178,5,252.0,r-gdumb_sl24_st12_bu500_re0.3
smd,tcn,gdumb,24,12,B1,500.0,,,0.7,,,,-0.028302869014276866,0.024335561832782338,0.028302869014276866,0.772630306742266,0.7555556933762781,0.9100838775362753,5,10,10,0.7971,0.6756,0.6986,0.9101,0.7818,0.7645,0.6095,0.7517,0.8704,0.7818,0.0008920014118539,0.0013475847932457,0.0006125400758109,0.0007350447174347,441.0,185,5,441.0,r-gdumb_sl24_st12_bu500_re0.7
smd,tcn,derpp,24,12,B1,500.0,,,0.5,,0.5,0.5,-0.010515325608722047,0.04949568150381539,0.010515325608722047,0.7855307266760675,0.7740396199995809,0.8999789699377267,5,10,10,0.7971,0.6928,0.6908,0.8971,0.8499,0.7875,0.6715,0.6612,0.9,0.8499,2.636024386548538e-06,0.0011088691370396,0.0005040327189813,0.0006048364180582,362.9,152,5,362.9,r-derpp_sl24_st12_bu500_re0.5_al0.5_te0.5
smd,tcn,derpp,24,12,B1,100.0,,,0.5,,0.5,0.5,-0.003223461517534909,0.012501328660971167,0.003223461517534909,0.773296233932745,0.7664243893151912,0.885901848267035,5,10,10,0.7971,0.6948,0.683,0.8859,0.8057,0.8122,0.6705,0.6611,0.8826,0.8057,0.0009218390414587,0.0013926617801063,0.0006330296074667,0.0007596321726396,455.8,188,5,455.8,r-derpp_sl24_st12_bu100_re0.5_al0.5_te0.5
smd,tcn,derpp,24,12,B1,250.0,,,0.5,,0.5,0.5,-0.008285487238787803,0.03032423451765053,0.008285487238787803,0.7767652731225156,0.7641318738966837,0.8923628342749034,5,10,10,0.7971,0.6874,0.6931,0.8905,0.8157,0.7574,0.6833,0.6718,0.8924,0.8157,0.0009145268148507,0.0013816148857285,0.0006280083519083,0.0007536065338202,452.2,186,5,452.2,r-derpp_sl24_st12_bu250_re0.5_al0.5_te0.5
smd,tcn,derpp,24,12,B1,1000.0,,,0.5,,0.5,0.5,-0.003272913226340901,0.038700833344450694,0.003272913226340901,0.7747955653535324,0.7669333581891575,0.874229011536172,5,10,10,0.7971,0.6905,0.6801,0.8707,0.8356,0.7948,0.671,0.659,0.8742,0.8356,3.3822804144489987e-06,0.001422788948211,0.0006467238336258,0.0007760651145852,465.6,188,5,465.7,r-derpp_sl24_st12_bu1000_re0.5_al0.5_te0.5
smd,tcn,derpp,24,12,B1,2000.0,,,0.5,,0.5,0.5,-0.016227509889484293,0.043381304836199466,0.016227509889484293,0.7726811738884487,0.7537089234566263,0.9047378018106441,5,10,10,0.7971,0.6818,0.6961,0.9047,0.7836,0.7777,0.6505,0.6571,0.8997,0.7836,0.0009201389348517,0.001390093356133,0.0006318621762698,0.0007582311798632,454.9,183,5,455.0,r-derpp_sl24_st12_bu2000_re0.5_al0.5_te0.5
smd,tcn,derpp,24,12,B1,4000.0,,,0.5,,0.5,0.5,-0.0038433492166134566,0.04757460267256429,0.0038433492166134566,0.7778986455899665,0.7712479165667735,0.9016064494470067,5,10,10,0.7971,0.6898,0.6946,0.9016,0.8063,0.7948,0.6611,0.6954,0.8988,0.8063,3.412430258350922e-06,0.0014354717714656,0.0006524890538195,0.0007829827176461,469.8,185,5,469.8,r-derpp_sl24_st12_bu4000_re0.5_al0.5_te0.5
smd,tcn,derpp,24,12,B1,500.0,,,0.3,,0.5,0.5,-0.015278638091295826,0.04354493336048697,0.015278638091295826,0.7767511789718016,0.7557841581285331,0.8891807945820484,5,10,10,0.7971,0.685,0.6969,0.8892,0.8155,0.7816,0.6545,0.6386,0.8887,0.8155,0.0006597544945829,0.0009967194136247,0.0004530555006388,0.0005436639129859,326.2,172,5,326.2,r-derpp_sl24_st12_bu500_re0.3_al0.5_te0.5
smd,tcn,derpp,24,12,B1,500.0,,,0.7,,0.5,0.5,-0.010039938181640107,0.04232752310932277,0.010039938181640107,0.7828213521042005,0.7724186298784664,0.8950086636359353,5,10,10,0.7971,0.6929,0.7027,0.895,0.8264,0.7711,0.681,0.6897,0.8939,0.8264,0.001445928111074,0.0021844256171748,0.0009929230919644,0.0011915025252103,714.9,182,5,714.9,r-derpp_sl24_st12_bu500_re0.7_al0.5_te0.5
smd,tcn,derpp,24,12,B1,500.0,,,0.5,,0.1,0.5,-0.0026029230070655275,0.04062501758989397,0.0026029230070655275,0.7760379481237553,0.7702878000431155,0.8896658713219509,5,10,10,0.7971,0.6866,0.6776,0.8897,0.8292,0.7783,0.6853,0.6719,0.8867,0.8292,3.3499273805263697e-06,0.001409179331779,0.0006405376490748,0.0007686416827041,461.2,189,5,461.2,r-derpp_sl24_st12_bu500_re0.5_al0.1_te0.5
smd,tcn,derpp,24,12,B1,500.0,,,0.5,,1.0,0.5,-0.005368628365618344,0.04961436995943171,0.005368628365618344,0.7838921498748509,0.7774211684129038,0.902325370548015,5,10,10,0.7971,0.6916,0.7051,0.8968,0.8289,0.79,0.6754,0.6904,0.9023,0.8289,0.0008567181664258,0.0012942808809835,0.0005883109454272,0.0007059699355562,423.6,176,5,423.6,r-derpp_sl24_st12_bu500_re0.5_al1.0_te0.5
smd,tcn,derpp,24,12,B1,500.0,,,0.5,,0.5,0.1,-0.007288080121112761,0.05479885482558464,0.007288080121112761,0.7830233422333739,0.7774111921356,0.8959865983145106,5,10,10,0.7971,0.6997,0.6716,0.896,0.8508,0.7948,0.671,0.675,0.8955,0.8508,0.0009694914869665,0.0014646523734775,0.0006657528434045,0.000798899530073,479.3,173,5,479.4,r-derpp_sl24_st12_bu500_re0.5_al0.5_te0.1
smd,tcn,derpp,24,12,B1,500.0,,,0.5,,0.5,1.0,-0.011736143188180125,0.05964234555016532,0.011736143188180125,0.7839680760724912,0.7726881932099063,0.8964372884846638,5,10,10,0.7971,0.6992,0.703,0.8946,0.826,0.7822,0.6772,0.6816,0.8964,0.826,3.1279663938014663e-06,0.0013158092973202,0.000598096618227,0.0007177126790932,430.6,180,5,430.6,r-derpp_sl24_st12_bu500_re0.5_al0.5_te1.0
smd,tcn,strb,6,6,B2,500.0,0.2,0.9,0.5,,,,-0.023672330513252394,-0.005639078851609336,0.023672330513252394,0.7585879798770694,0.7352177304039809,0.9054745328504441,5,10,10,0.7828,0.6683,0.6832,0.9055,0.7532,0.7477,0.6677,0.6206,0.887,0.7532,0.0008941707822511222,0.0026197739003465,0.0011908123020819,0.0014289615982646,857.4,162,5,440.6,r-strb_sl6_st6_bu500_no0.2_re0.9_re0.5
smd,tcn,gdumb,6,6,B2,500.0,,,0.5,,,,-0.02482707691019258,0.02725011694692685,0.02482707691019258,0.7613215348273487,0.7369103632039601,0.8883677823708457,5,10,10,0.7828,0.6714,0.7012,0.8884,0.7629,0.7531,0.5831,0.765,0.8205,0.7629,0.0003242673751001,0.0004898846322702,0.0002226753792835,0.0002672092529867,160.3,68,5,160.3,r-gdumb_sl6_st6_bu500_re0.5
smd,tcn,derpp,6,6,B2,500.0,,,0.5,,0.5,0.5,0.0007487640033144061,0.010844162547114377,-0.0007487640033144061,0.7584617216647455,0.7584273669713344,0.9061970132345886,5,10,10,0.7828,0.678,0.6549,0.8921,0.7846,0.7843,0.6681,0.6488,0.9062,0.7846,0.0006921382799431,0.0010456429871967,0.0004752933564266,0.0005703496307701,342.2,102,5,342.2,r-derpp_sl6_st6_bu500_re0.5_al0.5_te0.5
smd,tcn,strb,8,8,B2,500.0,0.2,0.9,0.5,,,,-0.047839865049473906,0.01434729646601406,0.047839865049473906,0.7628264789917335,0.724292274619845,0.8939300169314235,5,10,10,0.793,0.6792,0.6845,0.8939,0.7635,0.7165,0.6443,0.6097,0.8874,0.7635,0.0012206225686832001,0.0018440468703196,0.0008382051956632,0.0010058416746563,603.5,113,5,305.5,r-strb_sl8_st8_bu500_no0.2_re0.9_re0.5
smd,tcn,gdumb,8,8,B2,500.0,,,0.5,,,,-0.030412840238063666,0.00524176911746026,0.030412840238063666,0.7738627847209603,0.7548724439005583,0.911347793582804,5,10,10,0.793,0.6776,0.6996,0.9113,0.7877,0.7776,0.6125,0.7584,0.8381,0.7877,0.000388969881734,0.0005876334843079,0.0002671068190978,0.0003205266652101,192.3,107,5,192.3,r-gdumb_sl8_st8_bu500_re0.5
smd,tcn,derpp,8,8,B2,500.0,,,0.5,,0.5,0.5,-0.0066988688826037255,0.024518693457010677,0.0066988688826037255,0.7676407687974315,0.7643912158024431,0.910060725968157,5,10,10,0.793,0.678,0.6889,0.8966,0.7817,0.7612,0.6616,0.7073,0.9101,0.7817,0.0005932171925675,0.0008961986575048,0.0004073639832721,0.0004888346742326,293.3,105,5,293.3,r-derpp_sl8_st8_bu500_re0.5_al0.5_te0.5
smd,tcn,strb,10,10,B2,500.0,0.2,0.9,0.5,,,,-0.03963190089891584,0.021706997413862006,0.03963190089891584,0.7644421101359431,0.7266058117358505,0.9003253923268305,5,10,10,0.7877,0.6781,0.6726,0.9003,0.7835,0.7406,0.5725,0.7196,0.8168,0.7835,0.000749730785971,0.0011326504563517,0.0005148425512745,0.0006178079050770001,370.7,115,5,186.0,r-strb_sl10_st10_bu500_no0.2_re0.9_re0.5
smd,tcn,gdumb,10,10,B2,500.0,,,0.5,,,,-0.026563085906668817,0.029881679594533618,0.026563085906668817,0.767846831122809,0.7552713278859924,0.9043836583974763,5,10,10,0.7877,0.674,0.6887,0.9044,0.7845,0.7731,0.6033,0.7741,0.8414,0.7845,0.0003217604359651,0.0004860972917896,0.0002209538476884,0.0002651434441011,159.1,107,5,159.1,r-gdumb_sl10_st10_bu500_re0.5
smd,tcn,derpp,10,10,B2,500.0,,,0.5,,0.5,0.5,-0.005330311748585848,0.03806872469102248,0.005330311748585848,0.7746391185021376,0.7690595130956391,0.8989382159871282,5,10,10,0.7877,0.6975,0.6915,0.8958,0.8007,0.7888,0.6672,0.6896,0.8989,0.8007,0.0005367421553401,0.0008108793963979,0.0003685824339711,0.0004422969624268,265.4,120,5,265.4,r-derpp_sl10_st10_bu500_re0.5_al0.5_te0.5
smd,tcn,strb,12,12,B2,500.0,0.2,0.9,0.5,,,,-0.02606610046537322,-0.01472658073887514,0.02606610046537322,0.7620903279323512,0.7386283355709459,0.8978447253211682,5,10,10,0.7955,0.6861,0.6993,0.8978,0.7317,0.7515,0.61,0.7491,0.8509,0.7317,0.0009264706918345,0.0013996590129932,0.0006362101579886,0.0007634488550044,458.1,135,5,232.5,r-strb_sl12_st12_bu500_no0.2_re0.9_re0.5
smd,tcn,gdumb,12,12,B2,500.0,,,0.5,,,,-0.030544650589631694,0.009095033307454226,0.030544650589631694,0.7730183421589062,0.75438394199226,0.9075170393783345,5,10,10,0.7955,0.6781,0.6859,0.9075,0.798,0.7744,0.6276,0.6925,0.8794,0.798,0.0003051987373209,0.0004610768232717,0.0002095809391751,0.0002514958840965,150.9,115,5,150.9,r-gdumb_sl12_st12_bu500_re0.5
smd,tcn,derpp,12,12,B2,500.0,,,0.5,,0.5,0.5,-0.006251034051634896,-0.010135917935463933,0.006251034051634896,0.7647292321739714,0.7607114237699009,0.8980724951002654,5,10,10,0.7955,0.6705,0.6897,0.8897,0.7782,0.7719,0.6531,0.7023,0.8981,0.7782,1.8221129163116473e-06,0.0007664894101168,0.0003484051140038,0.000418084296113,250.9,126,5,250.9,r-derpp_sl12_st12_bu500_re0.5_al0.5_te0.5
smd,tcn,strb,16,16,B2,500.0,0.2,0.9,0.5,,,,-0.015012303583747033,0.026142860498036158,0.015012303583747033,0.7675669640714651,0.7545435207300976,0.903310434753544,5,10,10,0.8047,0.6793,0.6764,0.9033,0.7742,0.7543,0.6166,0.7448,0.8829,0.7742,0.000320831567907633,0.0009691212673032001,0.0004405107902219,0.0005286104770811,317.2,130,5,159.1,r-strb_sl16_st16_bu500_no0.2_re0.9_re0.5
smd,tcn,gdumb,16,16,B2,500.0,,,0.5,,,,-0.04035417426833506,0.026449121041703272,0.04035417426833506,0.7831708210695172,0.7623014473183328,0.9034108189906274,5,10,10,0.8047,0.6758,0.7101,0.9034,0.8219,0.7714,0.6619,0.6817,0.8746,0.8219,0.0002826272787744,0.0004269771526945,0.0001940810414393,0.0002328961112552,139.7,134,5,139.7,r-gdumb_sl16_st16_bu500_re0.5
smd,tcn,derpp,16,16,B2,500.0,,,0.5,,0.5,0.5,-0.009128816657977856,0.0192355340032228,0.009128816657977856,0.768607658669403,0.7585206013824898,0.8984689156880685,5,10,10,0.8047,0.6729,0.69,0.8954,0.7801,0.7748,0.6614,0.6779,0.8985,0.7801,0.0004448796694032,0.0006720987986621,0.0003055001824104,0.0003665986162517,220.0,141,5,220.0,r-derpp_sl16_st16_bu500_re0.5_al0.5_te0.5
smd,tcn,strb,48,48,B2,500.0,0.2,0.9,0.5,,,,-0.011445482441907073,0.042402195181117264,0.011445482441907073,0.7743553018653444,0.7661045537473072,0.8997174553487091,5,10,10,0.8072,0.6665,0.692,0.8997,0.8064,0.7663,0.6404,0.7208,0.8967,0.8064,0.00047972292609859996,0.0007247380010736,0.0003294272911423,0.00039531070993109997,237.2,165,5,114.5,r-strb_sl48_st48_bu500_no0.2_re0.9_re0.5
smd,tcn,gdumb,48,48,B2,500.0,,,0.5,,,,-0.01396639281719494,0.02794697034680771,0.01396639281719494,0.7682494355941878,0.75848019772975,0.8979738604557369,5,10,10,0.8072,0.6756,0.6826,0.8913,0.7845,0.7664,0.6564,0.687,0.898,0.7845,0.0002106018471658,0.0003181652437974,0.0001446209348382,0.0001735443089591,104.1,151,5,104.1,r-gdumb_sl48_st48_bu500_re0.5
smd,tcn,derpp,48,48,B2,500.0,,,0.5,,0.5,0.5,-0.007875042540069821,0.032573378928604034,0.007875042540069821,0.7678800447631131,0.7579766619637043,0.8732680788444673,5,10,10,0.8072,0.6689,0.6707,0.8733,0.8193,0.7886,0.6613,0.6522,0.8685,0.8193,1.1041462162572283e-06,0.000464469778138,0.0002111231891787,0.0002533465889592,152.0,147,5,152.0,r-derpp_sl48_st48_bu500_re0.5_al0.5_te0.5
smd,tcn,strb,8,4,B3,500.0,0.2,0.9,0.5,,,,-0.04583231100170918,0.03131375643757951,0.04583231100170918,0.7675415134651109,0.7407202029889954,0.9001131219155573,5,10,10,0.7907,0.6838,0.6761,0.9001,0.787,0.7602,0.6073,0.674,0.8752,0.787,0.0013415534333444665,0.0040391545295792,0.0018360008001248999,0.0022031537294542,1321.9,165,5,660.9,r-strb_sl8_st4_bu500_no0.2_re0.9_re0.5
smd,tcn,strb,12,6,B3,500.0,0.2,0.9,0.5,,,,-0.041082492675019545,-0.016911559423197185,0.041082492675019545,0.769594201320413,0.732606339192217,0.8969937266877435,5,10,10,0.7961,0.6878,0.6991,0.897,0.7679,0.7396,0.5895,0.7211,0.8449,0.7679,0.0019106050372436,0.0028864329807917997,0.001312018178294,0.0015744148024978,944.7,182,5,473.1,r-strb_sl12_st6_bu500_no0.2_re0.9_re0.5
smd,tcn,strb,48,24,B3,500.0,0.2,0.9,0.5,,,,-0.02115015667305714,-0.000913182151170755,0.02115015667305714,0.7651469077903924,0.7506553103276026,0.8934501602873799,5,10,10,0.8119,0.6901,0.6936,0.8935,0.7367,0.7928,0.6587,0.6754,0.8897,0.7367,0.0005538578292818046,0.0016493479159235,0.0007497055256415,0.000899642390282,539.8,226,5,272.8,r-strb_sl48_st24_bu500_no0.2_re0.9_re0.5
smd,tcn,strb,6,6,B4,100.0,0.05,0.9,0.5,,,,-0.06462192416779781,0.004413305668837519,0.06462192416779781,0.7672757553901572,0.7010548651219362,0.906992231734734,5,10,10,0.7828,0.678,0.6911,0.907,0.7776,0.7523,0.5624,0.602,0.8111,0.7776,0.0013525605904877,0.0020433712990391,0.0009288073255776001,0.0011145639734613001,668.7,166,5,335.0,r-strb_sl6_st6_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,8,8,B4,100.0,0.05,0.9,0.5,,,,-0.03511976988887194,0.00844579519142864,0.03511976988887194,0.7663556216447379,0.7521100293230651,0.9019794385189743,5,10,10,0.793,0.6719,0.6885,0.902,0.7764,0.7287,0.6352,0.7238,0.8964,0.7764,0.0008872585603129,0.001340419563989,0.0006092830752351,0.0007311364887536999,438.7,118,5,217.5,r-strb_sl8_st8_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,10,10,B4,100.0,0.05,0.9,0.5,,,,-0.04214981669768343,-0.005811788354400582,0.04214981669768343,0.761448270554175,0.7295042736693155,0.8983845591635818,5,10,10,0.7877,0.6779,0.668,0.8984,0.7752,0.7215,0.621,0.6923,0.8375,0.7752,0.0010081217318386,0.0015230127413617999,0.0006922802230918,0.0008307325182698,498.4,170,5,246.1,r-strb_sl10_st10_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,12,12,B4,100.0,0.05,0.9,0.5,,,,-0.02631154081565341,-0.002011425167829084,0.02631154081565341,0.7652810970609263,0.7306767560094422,0.8961379111217467,5,10,10,0.7955,0.6836,0.6825,0.8961,0.7686,0.7438,0.5652,0.7599,0.8158,0.7686,0.0007078154038348,0.0010693270906942,0.00048605898159750005,0.0005832681090965,350.0,131,5,173.7,r-strb_sl12_st12_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,16,16,B4,100.0,0.05,0.9,0.5,,,,-0.03620978766195471,-0.0030854299172236588,0.03620978766195471,0.7630053276260479,0.7228311644654475,0.8900481410907961,5,10,10,0.8047,0.6763,0.7037,0.89,0.7404,0.7789,0.5853,0.7118,0.7977,0.7404,0.0006702629709593,0.0010125950196236,0.0004602716004598,0.0005523234191637,331.4,155,5,160.5,r-strb_sl16_st16_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,24,24,B4,100.0,0.05,0.9,0.5,,,,-0.060467092223035625,0.0022403498236149176,0.060467092223035625,0.7637670906614589,0.7093260737726501,0.9063962140868128,5,10,10,0.8011,0.6836,0.6866,0.9064,0.7412,0.7523,0.6229,0.5482,0.882,0.7412,0.00023544134919181316,0.0007093665452799,0.00032244010555559997,0.0003869264397241,232.2,123,5,116.2,r-strb_sl24_st24_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,48,48,B4,100.0,0.05,0.9,0.5,,,,-0.01446224012929347,-0.015339140488358915,0.01446224012929347,0.7703951178037025,0.7525466015920805,0.8930493558769161,5,10,10,0.8072,0.6742,0.6938,0.893,0.7838,0.8048,0.6731,0.6217,0.8793,0.7838,1.8943755400786013e-06,0.0007968873812682,0.00036222250793089997,0.0004346648733371,260.8,191,5,126.7,r-strb_sl48_st48_bu100_no0.05_re0.9_re0.5
smd,tcn,strb,6,6,B4,100.0,0.2,0.9,0.5,,,,-0.06507335007125432,0.006651369217433978,0.06507335007125432,0.7672148120219079,0.699403347022636,0.9072337680420696,5,10,10,0.7828,0.678,0.6909,0.9072,0.7772,0.752,0.5589,0.6023,0.8067,0.7772,0.0006883596689128741,0.0020904755324565,0.0009502184522538,0.0011402570802027,684.2,169,5,339.1,r-strb_sl6_st6_bu100_no0.2_re0.9_re0.5
smd,tcn,strb,8,8,B4,100.0,0.2,0.9,0.5,,,,-0.03845505585576986,0.0071291176262861635,0.03845505585576986,0.7665355891548795,0.7478110646611394,0.9016282027253214,5,10,10,0.793,0.6719,0.6902,0.9016,0.7759,0.7255,0.6286,0.7122,0.8968,0.7759,0.00043348802905031206,0.0013026915861999,0.0005921340825850001,0.0007105575036147999,426.3,118,5,213.6,r-strb_sl8_st8_bu100_no0.2_re0.9_re0.5
smd,tcn,strb,10,10,B4,100.0,0.2,0.9,0.5,,,,-0.04328132883542117,-0.006171564585232936,0.04328132883542117,0.7620350113661871,0.728923292454227,0.9012151170593081,5,10,10,0.7877,0.6779,0.6686,0.9012,0.7747,0.7203,0.6141,0.6907,0.8448,0.7747,0.0009804809726521998,0.0014812546608717,0.0006732992695579,0.0008079553913138,484.8,172,5,242.9,r-strb_sl10_st10_bu100_no0.2_re0.9_re0.5
