timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-05-04T23:24:08,smd-lstm-gdumb,631d2943-4a97-4a70-ae6b-70656996c2ce,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,771.6757527501322,0.0015607488644047553,2.022544908068563e-06,5.0,0.0,6.0,0.0010717711259300505,0,0.0012861191282747314,0.002357890254204783,Poland,POL,mazovia,,,macOS-14.3.1-arm64-arm-64bit,3.11.4,2.8.2,8,Apple M1 Pro,,,21.0405,52.1991,16.0,machine,N,1.0
