model,regime,run_id,n_concepts,fwt_lopez_paz
gru,cumulative,r-cumulative_sl10_st10_sp168,8,0.29476570236797744
gru,cumulative,r-cumulative_sl10_st10_sp336,4,0.23154033962304332
gru,cumulative,r-cumulative_sl12_st12_sp168,8,0.2939811702558239
gru,cumulative,r-cumulative_sl12_st12_sp336,4,0.20467634308570104
gru,cumulative,r-cumulative_sl12_st6_sp336,4,0.18582244963418282
gru,cumulative,r-cumulative_sl16_st16_sp168,8,0.3053108498560464
gru,cumulative,r-cumulative_sl16_st16_sp336,4,0.18747950840256764
gru,cumulative,r-cumulative_sl24_st12_sp336,4,0.21714294092586608
gru,cumulative,r-cumulative_sl24_st24_sp168,8,0.3058649131537408
gru,cumulative,r-cumulative_sl24_st24_sp336,4,0.23623063177954132
gru,cumulative,r-cumulative_sl6_st6_sp168,8,0.30424602472887674
gru,cumulative,r-cumulative_sl6_st6_sp336,4,0.2521706348024275
gru,cumulative,r-cumulative_sl8_st4_sp168,8,0.2964464409238203
gru,cumulative,r-cumulative_sl8_st4_sp336,4,0.20745053469363683
gru,cumulative,r-cumulative_sl8_st8_sp168,8,0.3069557068771959
gru,cumulative,r-cumulative_sl8_st8_sp336,4,0.23168684661374814
lstm,cumulative,r-cumulative_sl10_st10_sp336,4,0.19720306936147988
lstm,cumulative,r-cumulative_sl12_st12_sp168,8,0.28625326535114254
lstm,cumulative,r-cumulative_sl12_st12_sp336,4,0.19795110894808512
lstm,cumulative,r-cumulative_sl12_st6_sp336,4,0.17009418233570392
lstm,cumulative,r-cumulative_sl16_st16_sp336,4,0.19335043214756323
lstm,cumulative,r-cumulative_sl24_st12_sp336,4,0.22120284494484085
lstm,cumulative,r-cumulative_sl24_st24_sp336,4,0.23854909658584722
lstm,cumulative,r-cumulative_sl6_st6_sp336,4,0.24275711718560097
lstm,cumulative,r-cumulative_sl8_st4_sp336,4,0.201003453182196
lstm,cumulative,r-cumulative_sl8_st8_sp336,4,0.18121329711236198
tcn,cumulative,r-cumulative_sl10_st10_sp336,4,0.24855571513085786
tcn,cumulative,r-cumulative_sl12_st12_sp168,8,0.2530932607353144
tcn,cumulative,r-cumulative_sl12_st12_sp336,4,0.19879865349185946
tcn,cumulative,r-cumulative_sl12_st6_sp336,4,0.20504740766610127
tcn,cumulative,r-cumulative_sl16_st16_sp336,4,0.23955416499253634
tcn,cumulative,r-cumulative_sl24_st12_sp336,4,0.2270677109167701
tcn,cumulative,r-cumulative_sl24_st24_sp336,4,0.219318051934835
tcn,cumulative,r-cumulative_sl6_st6_sp336,4,0.2868868642669087
tcn,cumulative,r-cumulative_sl8_st4_sp336,4,0.23158198800684796
tcn,cumulative,r-cumulative_sl8_st8_sp336,4,0.18747170309836944
vgru,cumulative,r-cumulative_sl10_st10_sp336,4,0.38014985150566855
vgru,cumulative,r-cumulative_sl12_st12_sp168,8,0.45955432440251603
vgru,cumulative,r-cumulative_sl12_st12_sp336,4,0.37771104609660355
vgru,cumulative,r-cumulative_sl12_st6_sp336,4,0.3800162519580316
vgru,cumulative,r-cumulative_sl16_st16_sp336,4,0.3852770722713736
vgru,cumulative,r-cumulative_sl24_st12_sp336,4,0.3926731491136328
vgru,cumulative,r-cumulative_sl24_st24_sp336,4,0.3901693400257497
vgru,cumulative,r-cumulative_sl6_st6_sp336,4,0.381843590769869
vgru,cumulative,r-cumulative_sl8_st4_sp336,4,0.38204268265058916
vgru,cumulative,r-cumulative_sl8_st8_sp336,4,0.3828160005799431
vgru-kl,cumulative,r-cumulative_sl10_st10_sp336,4,0.38297140147247494
vgru-kl,cumulative,r-cumulative_sl12_st12_sp168,8,0.4251427328579326
vgru-kl,cumulative,r-cumulative_sl12_st12_sp336,4,0.3741361048297566
vgru-kl,cumulative,r-cumulative_sl12_st6_sp336,4,0.3597754432612514
vgru-kl,cumulative,r-cumulative_sl16_st16_sp336,4,0.3836904879359646
vgru-kl,cumulative,r-cumulative_sl24_st12_sp336,4,0.3889575324175864
vgru-kl,cumulative,r-cumulative_sl24_st24_sp336,4,0.3918725251396779
vgru-kl,cumulative,r-cumulative_sl6_st6_sp336,4,0.3587484790240449
vgru-kl,cumulative,r-cumulative_sl8_st4_sp336,4,0.36467367415900265
vgru-kl,cumulative,r-cumulative_sl8_st8_sp336,4,0.36991059935359577
vlstm,cumulative,r-cumulative_sl10_st10_sp336,4,0.38037348489273404
vlstm,cumulative,r-cumulative_sl12_st12_sp168,8,0.4626866047371944
vlstm,cumulative,r-cumulative_sl12_st12_sp336,4,0.37926186196753386
vlstm,cumulative,r-cumulative_sl12_st6_sp336,4,0.3785807722910061
vlstm,cumulative,r-cumulative_sl16_st16_sp336,4,0.38707855546440806
vlstm,cumulative,r-cumulative_sl24_st12_sp336,4,0.39352591459928526
vlstm,cumulative,r-cumulative_sl24_st24_sp336,4,0.3948247661147506
vlstm,cumulative,r-cumulative_sl6_st6_sp336,4,0.3819707008642246
vlstm,cumulative,r-cumulative_sl8_st4_sp336,4,0.38368102009380617
vlstm,cumulative,r-cumulative_sl8_st8_sp336,4,0.3829889166230271
vlstm-kl,cumulative,r-cumulative_sl10_st10_sp336,4,0.3679804118759307
vlstm-kl,cumulative,r-cumulative_sl12_st12_sp168,8,0.41736155057640106
vlstm-kl,cumulative,r-cumulative_sl12_st12_sp336,4,0.38214673754909456
vlstm-kl,cumulative,r-cumulative_sl12_st6_sp336,4,0.372384012980478
vlstm-kl,cumulative,r-cumulative_sl16_st16_sp336,4,0.38675992574463836
vlstm-kl,cumulative,r-cumulative_sl24_st12_sp336,4,0.3972579744716871
vlstm-kl,cumulative,r-cumulative_sl24_st24_sp336,4,0.38602658649432176
vlstm-kl,cumulative,r-cumulative_sl6_st6_sp336,4,0.35952329592151683
vlstm-kl,cumulative,r-cumulative_sl8_st4_sp336,4,0.3663661547576172
vlstm-kl,cumulative,r-cumulative_sl8_st8_sp336,4,0.37170119393833306
vtcn,cumulative,r-cumulative_sl10_st10_sp336,4,0.381598535317263
vtcn,cumulative,r-cumulative_sl12_st12_sp168,8,0.4598090067952807
vtcn,cumulative,r-cumulative_sl12_st12_sp336,4,0.3734776109793175
vtcn,cumulative,r-cumulative_sl12_st6_sp336,4,0.3799342210612389
vtcn,cumulative,r-cumulative_sl16_st16_sp336,4,0.38775593949262604
vtcn,cumulative,r-cumulative_sl24_st12_sp336,4,0.3918277415215323
vtcn,cumulative,r-cumulative_sl24_st24_sp336,4,0.3900162499898759
vtcn,cumulative,r-cumulative_sl6_st6_sp336,4,0.3815003938716817
vtcn,cumulative,r-cumulative_sl8_st4_sp336,4,0.38147195213234286
vtcn,cumulative,r-cumulative_sl8_st8_sp336,4,0.38341886170609935
vtcn-kl,cumulative,r-cumulative_sl10_st10_sp336,4,0.3791362857229032
vtcn-kl,cumulative,r-cumulative_sl12_st12_sp168,8,0.4078015618245807
vtcn-kl,cumulative,r-cumulative_sl12_st12_sp336,4,0.3678334640769963
vtcn-kl,cumulative,r-cumulative_sl12_st6_sp336,4,0.3717697809650102
vtcn-kl,cumulative,r-cumulative_sl16_st16_sp336,4,0.3768426268271232
vtcn-kl,cumulative,r-cumulative_sl24_st12_sp336,4,0.38391841908603314
vtcn-kl,cumulative,r-cumulative_sl24_st24_sp336,4,0.39361627971190066
vtcn-kl,cumulative,r-cumulative_sl6_st6_sp336,4,0.36909221080922644
vtcn-kl,cumulative,r-cumulative_sl8_st4_sp336,4,0.34921039011244864
vtcn-kl,cumulative,r-cumulative_sl8_st8_sp336,4,0.3267892722815698
gru,derpp,r-derpp_sl10_st10_sp168_bu50_re0.5_al0.5_te0.5,8,0.31689142045046703
gru,derpp,r-derpp_sl10_st10_sp336_bu50_re0.5_al0.5_te0.5,4,0.23748294920532662
gru,derpp,r-derpp_sl12_st12_sp168_bu1000_re0.5_al0.5_te0.5,8,0.31805809825785986
