dataset,model,regime,seq_len,stride,split_size,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,block,seed,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,final_c0,final_c1,final_c2,final_c3,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id
yahoo-a1,tcn,random-buffer,24,12,336,50.0,,,0.5,,,,MULTISEED,123,-0.19838333190572474,-0.09377455990948265,0.19838333190572474,0.7546603915849539,0.6029574482681398,0.8967706760109919,4,6,6,0.8274,0.8692,0.6256,0.6964,0.3582,0.8426,0.5145,0.6964,4.215331971262091e-05,6.368282815997696e-05,2.894684704887267e-05,3.473598111110429e-05,20.8,102,4,20.9,r-random-buffer_sl24_st12_sp336_bu50_re0.5_seed123
yahoo-a1,tcn,random-buffer,24,12,336,50.0,,,0.5,,,,MULTISEED,7,-0.258151892249386,-0.13247039365924723,0.258151892249386,0.7094318017937908,0.5066939987426404,0.9110826562876204,4,6,6,0.8061,0.8939,0.4974,0.6403,0.262,0.7598,0.3647,0.6403,3.388908230408545e-05,5.119769023136339e-05,2.3271779051154023e-05,2.792591118020937e-05,16.8,75,4,16.8,r-random-buffer_sl24_st12_sp336_bu50_re0.5_seed7
yahoo-a1,tcn,reservoir,6,6,336,50.0,,,0.5,,,,MULTISEED,123,-0.2403492469281799,-0.11543842675697102,0.2403492469281799,0.7573479438030785,0.5673095050965653,0.9442701867288251,4,6,6,0.9443,0.8712,0.6032,0.6107,0.2814,0.8374,0.5398,0.6107,4.8054087854354506e-05,7.259737169163095e-05,3.299891446820564e-05,3.959845722342531e-05,23.8,49,4,23.8,r-reservoir_sl6_st6_sp336_bu50_re0.5_seed123
yahoo-a1,tcn,reservoir,6,6,336,50.0,,,0.5,,,,MULTISEED,7,-0.15812669347593503,-0.08677229884261678,0.15812669347593503,0.7279027275296958,0.6132273389927304,0.8680804888955135,4,6,6,0.8236,0.8498,0.6687,0.5695,0.4108,0.8407,0.6319,0.5695,4.138583645741569e-05,6.252335828690169e-05,2.841981203722147e-05,3.410354624968022e-05,20.5,42,4,20.5,r-reservoir_sl6_st6_sp336_bu50_re0.5_seed7
yahoo-a1,tcn,strb,6,6,336,250.0,0.05,0.9,0.5,,,,MULTISEED,123,-0.1499742326221102,-0.06627139532011535,0.1499742326221102,0.8105354099608091,0.6464330915722978,0.9442701867288251,4,6,6,0.9443,0.8602,0.8314,0.6063,0.4796,0.8414,0.6585,0.6063,4.237866932417369e-05,6.402327348400529e-05,2.910159369154523e-05,3.4921679792460055e-05,21.0,51,4,21.0,r-strb_sl6_st6_sp336_bu250_no0.05_re0.9_re0.5_seed123
yahoo-a1,tcn,strb,6,6,336,250.0,0.05,0.9,0.5,,,,MULTISEED,7,-0.1989985872566461,-0.07874232451729836,0.1989985872566461,0.7140090359428682,0.5560843047751318,0.8680804888955135,4,6,6,0.8236,0.8443,0.5704,0.6178,0.2596,0.8184,0.5286,0.6178,3.566904962868282e-05,5.3886763216255026e-05,2.449409050815221e-05,2.939267270810281e-05,17.6,38,4,17.7,r-strb_sl6_st6_sp336_bu250_no0.05_re0.9_re0.5_seed7
yahoo-a1,vgru,cumulative,24,12,336,,,,,,,,MULTISEED,123,-0.011351042824650862,-0.015688658925536503,0.011351042824650862,0.912832420687922,0.9012127322559816,0.9843653766125676,4,6,6,0.9844,0.9294,0.9448,0.7927,0.9527,0.9207,0.9388,0.7927,0.0002303592464566,0.0003480135943543,0.0001581883897008,0.0001898252046535,113.9,51,4,113.9,r-cumulative_sl24_st12_sp336_seed123
yahoo-a1,vgru,cumulative,24,12,336,,,,,,,,MULTISEED,7,-0.010355073565736764,-0.013326179969437838,0.010355073565736764,0.9154611609782841,0.9061042445986001,0.986475239284228,4,6,6,0.9865,0.9288,0.9447,0.8019,0.9605,0.9212,0.9408,0.8019,0.0002410214475848,0.0003641214389294,0.0001655101342036,0.0001986113047258,119.2,51,4,119.2,r-cumulative_sl24_st12_sp336_seed7
yahoo-a1,vgru,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,123,-0.005739412423883779,-0.009026444772833486,0.005739412423883779,0.9160443994495207,0.9092775683726814,0.9848439450686642,4,6,6,0.9845,0.9264,0.9488,0.8044,0.9652,0.923,0.9444,0.8044,0.0001502622181641,0.0002270075781343,0.0001031855822333,0.0001238219959009,74.3,46,4,74.3,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed123
yahoo-a1,vgru,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,7,-0.00448261584656016,-0.0044559820446721425,0.00448261584656016,0.9172954669122348,0.9108568880430485,0.9884852267998335,4,6,6,0.9869,0.9275,0.9503,0.8045,0.9708,0.9228,0.9453,0.8045,0.0001231527243751,0.0001860521030676,8.456939473463636e-05,0.000101482708333,60.9,36,4,60.9,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed7
yahoo-a1,vgru,ewc,24,24,336,,,,,1000.0,,,MULTISEED,123,-0.0352964324337228,-0.029286784999097964,0.0352964324337228,0.9023791662934944,0.8705807254211625,0.9845443196004994,4,6,6,0.9845,0.9253,0.9353,0.7644,0.8931,0.9032,0.9217,0.7644,7.346832098373076e-05,0.0001109917437655,5.0450945429555654e-05,6.054079833595703e-05,36.3,41,4,36.3,r-ewc_sl24_st24_sp336_la1000_seed123
yahoo-a1,vgru,ewc,24,24,336,,,,,1000.0,,,MULTISEED,7,-0.03183450875402368,-0.02309850396856511,0.03183450875402368,0.9039672442641291,0.8755963707332299,0.9868539325842696,4,6,6,0.9869,0.9267,0.9363,0.7661,0.9068,0.904,0.9255,0.7661,7.552783133149039e-05,0.0001141031343858,5.18652169557754e-05,6.223791743007799e-05,37.3,42,4,37.4,r-ewc_sl24_st24_sp336_la1000_seed7
yahoo-a1,vgru,experts,24,24,336,,,,,,,,MULTISEED,123,-0.034337693495884815,-0.028549029002754373,0.034337693495884815,0.9033372541264214,0.8706192259613839,0.9845443196004994,4,6,6,0.9845,0.924,0.9388,0.766,0.8926,0.9026,0.9213,0.766,7.623550634585075e-05,0.0001151722493841,5.235117181631115e-05,6.282107756783565e-05,37.7,50,4,37.7,r-experts_sl24_st24_sp336_seed123
yahoo-a1,vgru,experts,24,24,336,,,,,,,,MULTISEED,7,-0.04442276717315521,-0.024029243589758626,0.04442276717315521,0.9006000091196652,0.8514179140392721,0.9868539325842696,4,6,6,0.9869,0.9274,0.9358,0.7523,0.8612,0.8888,0.9034,0.7523,7.159920188187855e-05,0.0001081679853667,4.9167413076955005e-05,5.900057228980586e-05,35.4,44,4,35.4,r-experts_sl24_st24_sp336_seed7
yahoo-a1,vgru,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.014065982106955735,-0.016159992683193052,0.014065982106955735,0.9119648133939644,0.8993940962622834,0.9845443196004994,4,6,6,0.9845,0.9265,0.9459,0.7909,0.9478,0.9169,0.942,0.7909,9.798096645693474e-05,0.0001480240486956,6.728385411034752e-05,8.074019458532956e-05,48.4,45,4,48.5,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vgru,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.013149739800987567,-0.013272585494858213,0.013149739800987567,0.9125227645156222,0.9003425064534256,0.9868539325842696,4,6,6,0.9869,0.9287,0.946,0.7886,0.953,0.9176,0.9422,0.7886,0.0001036390996513,0.0001565720332051,7.116930341451532e-05,8.540272979065776e-05,51.2,49,4,51.3,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vgru,lwf,24,12,336,,,,,,1.0,2.0,MULTISEED,123,-0.028657823477680422,-0.025270297295986306,0.028657823477680422,0.905829038657221,0.8795878788073147,0.9843653766125676,4,6,6,0.9844,0.9295,0.9339,0.7756,0.912,0.908,0.9228,0.7756,9.37257709637904e-05,0.0001415955423473,6.436180838952875e-05,7.72337339577886e-05,46.3,34,4,46.4,r-lwf_sl24_st12_sp336_al1.0_te2.0_seed123
yahoo-a1,vgru,lwf,24,12,336,,,,,,1.0,2.0,MULTISEED,7,-0.028872793880493408,-0.024021214869073826,0.028872793880493408,0.9061023156644086,0.8784585540932999,0.986475239284228,4,6,6,0.9865,0.9283,0.9349,0.7747,0.9112,0.9063,0.9216,0.7747,0.000114448575889,0.0001729023726051,7.859217760463556e-05,9.431019500053178e-05,56.6,46,4,56.6,r-lwf_sl24_st12_sp336_al1.0_te2.0_seed7
yahoo-a1,vgru,naive,24,12,336,,,,,,,,MULTISEED,123,-0.03883162742592348,-0.02872025639800202,0.03883162742592348,0.9026434434086273,0.8706846835973838,0.9843653766125676,4,6,6,0.9844,0.9257,0.9275,0.773,0.8913,0.9012,0.9171,0.773,0.0001049492453386,0.0001585513264905,7.206898350527303e-05,8.648234298530346e-05,51.9,44,4,51.9,r-naive_sl24_st12_sp336_seed123
yahoo-a1,vgru,naive,24,12,336,,,,,,,,MULTISEED,7,-0.037295323291507365,-0.02792139587558377,0.037295323291507365,0.9025259151511235,0.8705386488676279,0.986475239284228,4,6,6,0.9865,0.9268,0.9259,0.7709,0.8949,0.9008,0.9156,0.7709,9.288273776759292e-05,0.0001403219359378,6.378290156394036e-05,7.653903437390304e-05,45.9,34,4,45.9,r-naive_sl24_st12_sp336_seed7
yahoo-a1,vgru,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.0284752412261966,-0.021346022959023492,0.0284752412261966,0.9066915960555668,0.8760887165582733,0.9845443196004994,4,6,6,0.9845,0.9265,0.9425,0.7732,0.9054,0.9025,0.9233,0.7732,0.0001138594032843,0.0001720122842801,7.818759455888841e-05,9.382468972122298e-05,56.3,56,4,56.3,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vgru,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.02456728287643341,-0.016476115230435573,0.02456728287643341,0.9087101785220206,0.880951249320215,0.9868539325842696,4,6,6,0.9869,0.9287,0.9448,0.7746,0.916,0.9058,0.9274,0.7746,0.0001069143451621,0.0001615200870824,7.341842222247376e-05,8.810166485995676e-05,52.9,51,4,52.9,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vgru,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.015493874767467072,-0.015747393071789535,0.015493874767467072,0.9114809337419372,0.8951388602373973,0.9845443196004994,4,6,6,0.9845,0.9286,0.9454,0.7874,0.9412,0.9152,0.9368,0.7874,9.760626638086668e-05,0.0001474579732188,6.702654988492011e-05,8.043142333393915e-05,48.3,45,4,48.3,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vgru,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.014132246821898306,-0.01240045221886312,0.014132246821898306,0.9129194598280291,0.8986240781878314,0.9868539325842696,4,6,6,0.9869,0.9291,0.9459,0.7898,0.9487,0.9163,0.9397,0.7898,9.6377462302535e-05,0.0001456015661909,6.6182735011292e-05,7.941883117969459e-05,47.7,42,4,47.7,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vgru,strb,12,12,336,50.0,0.2,0.9,0.9,,,,MULTISEED,123,0.0029521714167959345,0.0015848941180104565,-0.0029521714167959345,0.9133501955237595,0.9152028570876745,0.9896317277742425,4,6,6,0.9842,0.911,0.957,0.8012,0.9896,0.9126,0.9573,0.8012,0.0004020212844855,0.0006073507982546,0.0002760692007529,0.0003312815975017,198.8,49,4,198.8,r-strb_sl12_st12_sp336_bu50_no0.2_re0.9_re0.9_seed123
yahoo-a1,vgru,strb,12,12,336,50.0,0.2,0.9,0.9,,,,MULTISEED,7,-0.0016425621717436334,-0.007906119342350637,0.0016425621717436334,0.9101242124550586,0.9091508926342078,0.9845695994794333,4,6,6,0.9846,0.919,0.95,0.7868,0.982,0.9179,0.9498,0.7868,0.0003773588127968,0.0005700921444343,0.0002591333781847,0.0003109587662496,186.6,49,4,186.6,r-strb_sl12_st12_sp336_bu50_no0.2_re0.9_re0.9_seed7
yahoo-a1,vgru-kl,cumulative,10,10,336,,,,,,,,MULTISEED,123,-0.10497570768799425,-0.03622506745939532,0.10497570768799425,0.8586126396686377,0.7435186874312157,0.9630552318920421,4,6,6,0.9631,0.9163,0.8745,0.6806,0.6097,0.8997,0.7841,0.6806,8.640313550559182e-05,0.0001305329228729,5.933329884363855e-05,7.119962402929862e-05,42.7,26,4,42.7,r-cumulative_sl10_st10_sp336_seed123
yahoo-a1,vgru-kl,cumulative,10,10,336,,,,,,,,MULTISEED,7,-0.07522552435224046,-0.00835234387268293,0.07522552435224046,0.8936659785931269,0.8047643604184576,0.9578728238030002,4,6,6,0.9579,0.9311,0.9194,0.7663,0.719,0.9164,0.8173,0.7663,9.082853406250412e-05,0.0001372185622902,6.23722197908339e-05,7.484634249936789e-05,44.9,27,4,44.9,r-cumulative_sl10_st10_sp336_seed7
yahoo-a1,vgru-kl,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,123,-0.060351153827187344,-0.016589028042713283,0.060351153827187344,0.9016484035849125,0.8327613179925617,0.9868248023304204,4,6,6,0.9838,0.9283,0.9086,0.7859,0.7749,0.9271,0.8432,0.7859,0.000107622985232,0.0001625906600315,7.390504496417837e-05,8.868561506737024e-05,53.2,29,4,53.2,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed123
yahoo-a1,vgru-kl,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,7,-0.06407105024869847,-0.0223889841424796,0.06407105024869847,0.9027408147515046,0.8162499318011098,0.990253849354973,4,6,6,0.9891,0.9285,0.9237,0.7697,0.7716,0.9349,0.7888,0.7697,0.0001223471228772,0.0001848350463303,8.401619334472343e-05,0.0001008188529855,60.5,29,4,60.5,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed7
yahoo-a1,vgru-kl,ewc,24,24,336,,,,,1000.0,,,MULTISEED,123,-0.26966597430384504,-0.14289425867581176,0.26966597430384504,0.7966952616292332,0.6230085411201555,0.9722014148980441,4,6,6,0.9722,0.8855,0.5852,0.7439,0.3887,0.8385,0.521,0.7439,0.0001197924995332,0.0001809756672697,8.22618782416814e-05,9.871378902811556e-05,59.2,87,4,984.1,r-ewc_sl24_st24_sp336_la1000_seed123
yahoo-a1,vgru-kl,ewc,24,24,336,,,,,1000.0,,,MULTISEED,7,-0.19338902159892626,-0.0988649925865709,0.19338902159892626,0.8200102414154327,0.6645252388906617,0.9564877236787349,4,6,6,0.9565,0.8802,0.7032,0.7401,0.4815,0.8516,0.5849,0.7401,0.0001060890482631,0.0001602732756579,7.285169982674737e-05,8.742157583124937e-05,52.5,84,4,52.5,r-ewc_sl24_st24_sp336_la1000_seed7
yahoo-a1,vgru-kl,experts,16,16,336,,,,,,,,MULTISEED,123,-0.1350746404944643,-0.05850894680227168,0.1350746404944643,0.8602496336044656,0.7526867184714041,0.9835082458770615,4,6,6,0.9835,0.9219,0.7862,0.7495,0.6044,0.9231,0.7338,0.7495,5.56962814069704e-05,8.414276128596006e-05,3.824680746571782e-05,4.589595382024224e-05,27.5,33,4,27.5,r-experts_sl16_st16_sp336_seed123
yahoo-a1,vgru-kl,experts,16,16,336,,,,,,,,MULTISEED,7,-0.08981935549173348,-0.05233994430940351,0.08981935549173348,0.8733508532974151,0.7776172441798496,0.981810633144966,4,6,6,0.9818,0.9239,0.8678,0.7199,0.7091,0.9301,0.7513,0.7199,5.429660509428623e-05,8.202821024447783e-05,3.72856543405861e-05,4.4742555903891726e-05,26.8,31,4,26.9,r-experts_sl16_st16_sp336_seed7
yahoo-a1,vgru-kl,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.038411234462579304,-0.010509601438248436,0.038411234462579304,0.910874811664641,0.8654980670120632,0.985538909696213,4,6,6,0.9838,0.9287,0.9379,0.7931,0.8413,0.9234,0.9042,0.7931,7.466561659957379e-05,0.0001128005496076,5.127312453825855e-05,6.152742506936193e-05,36.9,29,4,36.9,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vgru-kl,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.01619539533477682,-0.01779250158753944,0.01619539533477682,0.9119671834515473,0.8914995405870493,0.9890553474823137,4,6,6,0.9891,0.9298,0.948,0.7811,0.9416,0.9251,0.9182,0.7811,7.874960079949493e-05,0.0001189703997115,5.407759068378558e-05,6.489280902780593e-05,38.9,32,4,38.9,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vgru-kl,lwf,24,24,336,,,,,,1.0,2.0,MULTISEED,123,-0.26834144116126385,-0.13492542816157735,0.2683414411612639,0.7874865931416002,0.5988237229322828,0.9722014148980441,4,6,6,0.9722,0.8966,0.5508,0.7303,0.3276,0.8343,0.5031,0.7303,0.0001247921379438,0.0001885288354647,8.56951494229078e-05,0.0001028336860418,61.7,105,4,986.6,r-lwf_sl24_st24_sp336_al1.0_te2.0_seed123
yahoo-a1,vgru-kl,lwf,24,24,336,,,,,,1.0,2.0,MULTISEED,7,-0.2287276138540988,-0.13188136943686274,0.2287276138540988,0.7934197498197595,0.6185922705662407,0.9564877236787349,4,6,6,0.9565,0.8724,0.6224,0.7225,0.3809,0.837,0.534,0.7225,0.0001139378754934,0.0001721308356122,7.82414861670178e-05,9.388934944523498e-05,56.3,98,4,56.3,r-lwf_sl24_st24_sp336_al1.0_te2.0_seed7
yahoo-a1,vgru-kl,naive,24,24,336,,,,,,,,MULTISEED,123,-0.0507229703276131,-0.021238639984879643,0.0507229703276131,0.9051351670727491,0.8519607735463077,0.983799417394923,4,6,6,0.9838,0.9277,0.9296,0.7794,0.8238,0.9227,0.8819,0.7794,6.438012025094895e-05,9.72618091009402e-05,4.421006423848061e-05,5.30517448624596e-05,31.8,37,4,31.8,r-naive_sl24_st24_sp336_seed123
yahoo-a1,vgru-kl,naive,24,24,336,,,,,,,,MULTISEED,7,-0.035342852652213076,-0.0313397801488142,0.035342852652213076,0.9005483540656137,0.8666507666147615,0.9890553474823137,4,6,6,0.9891,0.9276,0.9335,0.7521,0.9027,0.9129,0.8989,0.7521,6.697255749635021e-05,0.0001011783152442,4.5990302605787296e-05,5.518801263843974e-05,33.1,39,4,948.1,r-naive_sl24_st24_sp336_seed7
yahoo-a1,vgru-kl,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.061150790130307796,-0.012706686816428411,0.061150790130307796,0.9093302373870672,0.8348996660930758,0.985538909696213,4,6,6,0.9838,0.9287,0.9329,0.792,0.7697,0.9163,0.8616,0.792,7.419196708452843e-05,0.0001120849869691,5.0947873148834334e-05,6.113711382029578e-05,36.7,29,4,36.7,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vgru-kl,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.03138836205806045,-0.02491186762736508,0.03138836205806045,0.9057946029728255,0.8696977432326697,0.9890553474823137,4,6,6,0.9891,0.9298,0.9423,0.762,0.9077,0.9186,0.8904,0.762,8.402841134971013e-05,0.0001269453252322,5.77025783565154e-05,6.92427468757766e-05,41.5,36,4,41.6,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vgru-kl,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.04831083719638648,-0.011553635945547017,0.04831083719638648,0.9126867281361876,0.854047852463954,0.983799417394923,4,6,6,0.9838,0.93,0.9374,0.7995,0.8122,0.9304,0.8741,0.7995,7.698833050928849e-05,0.0001163095731385,5.286813987380205e-05,6.34414332647187e-05,38.1,31,4,38.1,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vgru-kl,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.02917510709434762,-0.029152434849932147,0.02917510709434762,0.9014825401306856,0.8671875394766719,0.9890553474823137,4,6,6,0.9891,0.9316,0.9186,0.7667,0.9191,0.9292,0.8537,0.7667,7.455641576924813e-05,0.0001126355752293,5.119813773069634e-05,6.143743749863158e-05,36.9,29,4,36.9,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vgru-kl,strb,24,24,336,1000.0,0.05,0.9,0.5,,,,MULTISEED,123,-0.055229539081101675,-0.014066811237710142,0.055229539081101675,0.9076325476600797,0.838310735966963,0.983799417394923,4,6,6,0.9838,0.929,0.9276,0.7901,0.7983,0.9276,0.8372,0.7901,8.738200223033955e-05,0.0001320117388202,6.0005502083287054e-05,7.200623673697313e-05,43.2,30,4,479.7,r-strb_sl24_st24_sp336_bu1000_no0.05_re0.9_re0.5_seed123
yahoo-a1,vgru-kl,strb,24,24,336,1000.0,0.05,0.9,0.5,,,,MULTISEED,7,-0.03575622967433698,-0.020516107634683072,0.03575622967433698,0.9064616211581811,0.8549031107411256,0.990661672908864,4,6,6,0.9891,0.9273,0.9373,0.7722,0.8708,0.9401,0.8365,0.7722,7.999521526080088e-05,0.000120852202906,5.49329958920781e-05,6.591920701398824e-05,39.6,28,4,39.6,r-strb_sl24_st24_sp336_bu1000_no0.05_re0.9_re0.5_seed7
yahoo-a1,vlstm,cumulative,24,12,336,,,,,,,,MULTISEED,123,-0.010744173405028387,-0.011867867397513035,0.010744173405028387,0.9146000586089738,0.9050278349845973,0.9856845609654599,4,6,6,0.9857,0.9279,0.9436,0.8012,0.9585,0.9196,0.9407,0.8012,0.0001755855784,0.0002652646646303,0.0001205751792818,0.0001446894853484,86.8,41,4,86.8,r-cumulative_sl24_st12_sp336_seed123
yahoo-a1,vlstm,cumulative,24,12,336,,,,,,,,MULTISEED,7,-0.009985057246417997,-0.011292008842057296,0.009985057246417997,0.9147063505426842,0.9053343215823801,0.985913441531419,4,6,6,0.9859,0.9282,0.9444,0.8003,0.9595,0.9206,0.941,0.8003,0.000180266746246,0.0002723367056831,0.0001237897344328,0.0001485469712503,89.1,41,4,89.1,r-cumulative_sl24_st12_sp336_seed7
yahoo-a1,vlstm,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,123,-0.004611152598987182,-0.004063837313997602,0.004611152598987182,0.915368611455131,0.9082798845846852,0.9867956720765709,4,6,6,0.9822,0.9288,0.9484,0.8021,0.9647,0.9221,0.9443,0.8021,0.0001122095619103,0.0001695197981501,7.705467280142733e-05,9.24651253487294e-05,55.5,37,4,55.5,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed123
yahoo-a1,vlstm,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,7,-0.006070706532652181,-0.005113347876997724,0.006070706532652181,0.915658905367471,0.9080613230243779,0.9866042446941323,4,6,6,0.9841,0.9298,0.9486,0.8001,0.9661,0.9222,0.9438,0.8001,0.0001135915977794,0.0001716076990169,7.800370526642331e-05,9.360399375048776e-05,56.2,38,4,56.2,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed7
yahoo-a1,vlstm,ewc,24,12,336,,,,,1000.0,,,MULTISEED,123,-0.036454981772582475,-0.02756231379421879,0.036454981772582475,0.9024500324945794,0.8740255709014506,0.9856845609654599,4,6,6,0.9857,0.9246,0.9262,0.7733,0.9004,0.9027,0.9197,0.7733,9.644604756026605e-05,0.0001457051808816,6.622983796470281e-05,7.94753429169456e-05,47.7,36,4,47.7,r-ewc_sl24_st12_sp336_la1000_seed123
yahoo-a1,vlstm,ewc,24,12,336,,,,,1000.0,,,MULTISEED,7,-0.032933288915875915,-0.02311409212856863,0.032933288915875915,0.9047385019011545,0.8740383226067464,0.985913441531419,4,6,6,0.9859,0.9256,0.9325,0.7749,0.9008,0.9021,0.9183,0.7749,8.539153872295112e-05,0.0001290046602232,5.863864959618594e-05,7.036601062708844e-05,42.2,28,4,42.2,r-ewc_sl24_st12_sp336_la1000_seed7
yahoo-a1,vlstm,experts,24,24,336,,,,,,,,MULTISEED,123,-0.04271687231721166,-0.02612867323873404,0.04271687231721166,0.8985209559313294,0.8585147452891512,0.9821847690387016,4,6,6,0.9822,0.9245,0.9272,0.7602,0.8691,0.8961,0.9087,0.7602,6.944372586322337e-05,0.0001049116152911,4.7687246817966096e-05,5.722436847320448e-05,34.3,45,4,34.3,r-experts_sl24_st24_sp336_seed123
yahoo-a1,vlstm,experts,24,24,336,,,,,,,,MULTISEED,7,-0.03645371047175897,-0.022717256522631124,0.03645371047175897,0.9013597193619971,0.8667124804748532,0.9841406575114441,4,6,6,0.9841,0.9245,0.9325,0.7643,0.8879,0.9,0.9147,0.7643,6.64728764678416e-05,0.0001004234256817,4.564717714028019e-05,5.477624854150539e-05,32.9,41,4,32.9,r-experts_sl24_st24_sp336_seed7
yahoo-a1,vlstm,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.009719301914005237,-0.008849305523840814,0.009719301914005237,0.9120361750627564,0.9016225482823039,0.9843528922180608,4,6,6,0.9822,0.9277,0.9463,0.792,0.9548,0.9179,0.9418,0.792,8.001652225203859e-05,0.0001208843922916,5.494759965287004e-05,6.593679263877371e-05,39.6,37,4,39.6,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vlstm,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.010580604982489231,-0.009661177667278142,0.010580604982489231,0.9118384807642701,0.9013480634902118,0.9843237619642113,4,6,6,0.9841,0.9283,0.9457,0.7892,0.9568,0.9173,0.9421,0.7892,9.315101527867106e-05,0.0001407272342809,6.396712476853282e-05,7.676010951244583e-05,46.1,47,4,46.1,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vlstm,lwf,24,12,336,,,,,,1.0,2.0,MULTISEED,123,-0.03241370453995825,-0.023598769489755794,0.03241370453995825,0.9047807901814042,0.8745363282544749,0.9856845609654599,4,6,6,0.9857,0.9269,0.9329,0.7737,0.9018,0.9038,0.9188,0.7737,9.09698393294812e-05,0.0001374320382179,6.246928738481882e-05,7.496275083317111e-05,45.0,34,4,45.0,r-lwf_sl24_st12_sp336_al1.0_te2.0_seed123
yahoo-a1,vlstm,lwf,24,12,336,,,,,,1.0,2.0,MULTISEED,7,-0.030604311799346934,-0.021645281342170548,0.030604311799346934,0.9058814470018934,0.8761366225987772,0.985913441531419,4,6,6,0.9859,0.9273,0.9348,0.7755,0.9048,0.9043,0.92,0.7755,9.617568350067612e-05,0.0001452967303001,6.604418842471205e-05,7.92525418754667e-05,47.6,37,4,47.6,r-lwf_sl24_st12_sp336_al1.0_te2.0_seed7
yahoo-a1,vlstm,naive,24,12,336,,,,,,,,MULTISEED,123,-0.037198473597569025,-0.027239681395397525,0.037198473597569025,0.9020944959645611,0.8721995458649489,0.9856845609654599,4,6,6,0.9857,0.9249,0.9246,0.7731,0.8969,0.901,0.9178,0.7731,8.113536646189703e-05,0.0001225746782297,5.571592829914557e-05,6.685874993059164e-05,40.1,31,4,40.1,r-naive_sl24_st12_sp336_seed123
yahoo-a1,vlstm,naive,24,12,336,,,,,,,,MULTISEED,7,-0.035844147471136255,-0.02456485339029363,0.035844147471136255,0.9031888590087295,0.870083926547296,0.985913441531419,4,6,6,0.9859,0.9255,0.9305,0.7709,0.8932,0.9009,0.9154,0.7709,7.576976992904942e-05,0.0001144686414025,5.2031353762140496e-05,6.243728764044742e-05,37.5,27,4,37.5,r-naive_sl24_st12_sp336_seed7
