dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,final_c0,final_c1,final_c2,final_c3,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c4,diag_c5,diag_c6,diag_c7,final_c4,final_c5,final_c6,final_c7
yahoo-a1,vgru,experts,12,12,336,B1,,,,,,,,-0.0418191927833056,-0.0306595956476378,0.0418191927833056,0.887263700579426,0.8487829699449518,0.9840241527633574,4,6,6,0.984,0.9143,0.9313,0.7194,0.8746,0.8867,0.9145,0.7194,7.609000467162023e-05,0.0001149524337639,5.2251164873208224e-05,6.270126889071739e-05,37.6,56,4,37.6,r-experts_sl12_st12_sp336,,,,,,,,
yahoo-a1,vgru,random-buffer,12,12,336,B1,50.0,,,0.5,,,,-0.0281839832678825,-0.024695308411594,0.0281839832678825,0.8918651990843675,0.8628255946798109,0.9840241527633574,4,6,6,0.984,0.9127,0.9419,0.7288,0.9038,0.8911,0.9276,0.7288,8.678653606027587e-05,0.0001311121425359,5.959651822858076e-05,7.151562430740644e-05,42.9,41,4,42.9,r-random-buffer_sl12_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vgru,random-buffer,12,12,336,B1,100.0,,,0.5,,,,-0.0301015100366284,-0.0211870073857112,0.0301015100366284,0.893694290804685,0.8615387643583867,0.9840241527633574,4,6,6,0.984,0.9169,0.9429,0.7309,0.8978,0.8895,0.9279,0.7309,8.736941184508409e-05,0.0001319927179852,5.999678993054355e-05,7.199592805467547e-05,43.2,41,4,43.2,r-random-buffer_sl12_st12_sp336_bu100_re0.5,,,,,,,,
yahoo-a1,vgru,random-buffer,12,12,336,B1,250.0,,,0.5,,,,-0.0303732160635861,-0.0231082958914849,0.0303732160635861,0.892255692703664,0.8594532250214153,0.9840241527633574,4,6,6,0.984,0.9168,0.9415,0.7267,0.8966,0.8899,0.9246,0.7267,2.602060446602043e-07,0.0001094581877418,4.9753790103649305e-05,5.970439763817315e-05,35.8,33,4,35.8,r-random-buffer_sl12_st12_sp336_bu250_re0.5,,,,,,,,
yahoo-a1,vgru,random-buffer,12,12,336,B1,500.0,,,0.5,,,,-0.0221591025668894,-0.0194152612881055,0.0221591025668894,0.8962385520129805,0.8741163803817038,0.9840241527633574,4,6,6,0.984,0.9172,0.9426,0.7412,0.9218,0.8996,0.9339,0.7412,7.80662033903405e-05,0.0001179379619328,5.3608254919527096e-05,6.43297070132879e-05,38.6,34,4,38.6,r-random-buffer_sl12_st12_sp336_bu500_re0.5,,,,,,,,
yahoo-a1,vgru,random-buffer,12,12,336,B1,50.0,,,0.3,,,,-0.0308927777984418,-0.0248845645749025,0.0308927777984418,0.8917630261589615,0.8605925322606632,0.9840241527633574,4,6,6,0.984,0.9145,0.9396,0.7289,0.8982,0.8901,0.9251,0.7289,2.8748427039212565e-07,0.0001209330370572,5.496965879574419e-05,6.596337826146434e-05,39.6,47,4,39.6,r-random-buffer_sl12_st12_sp336_bu50_re0.3,,,,,,,,
yahoo-a1,vgru,reservoir,12,12,336,B1,50.0,,,0.5,,,,-0.0201793767089379,-0.0204804373271306,0.0201793767089379,0.896841504083753,0.8777233635690367,0.9840241527633574,4,6,6,0.984,0.9152,0.942,0.7461,0.9289,0.901,0.9348,0.7461,2.852581890618364e-07,0.0001199966144291,5.454400561219599e-05,6.545260881694655e-05,39.3,37,4,39.3,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vgru,reservoir,12,12,336,B1,1000.0,,,0.5,,,,-0.0193669046894531,-0.0177174824909027,0.0193669046894531,0.8968820373984492,0.8768505246110696,0.9840241527633574,4,6,6,0.984,0.9163,0.9444,0.7428,0.9274,0.9004,0.9367,0.7428,8.937644548701493e-05,0.0001350248297951,6.137500625142517e-05,7.364982354377086e-05,44.2,46,4,44.2,r-reservoir_sl12_st12_sp336_bu1000_re0.5,,,,,,,,
yahoo-a1,vgru,reservoir,12,12,336,B1,50.0,,,,,,,-0.03521719794684,-0.0279325196030437,0.03521719794684,0.8900870562284013,0.8598213936150285,0.9840241527633574,4,6,6,0.984,0.9158,0.932,0.7285,0.8959,0.8908,0.9242,0.7285,6.861822028015172e-05,0.0001036644885986,4.712029207213264e-05,5.654419652651995e-05,33.9,47,4,33.9,r-reservoir_sl12_st12_sp336_bu50,,,,,,,,
yahoo-a1,vgru,reservoir,12,12,336,B1,50.0,,,0.3,,,,-0.0272802957185157,-0.0207006858867021,0.0272802957185157,0.8957882492121565,0.8692079882149286,0.9840241527633574,4,6,6,0.984,0.9147,0.9422,0.7422,0.91,0.8947,0.9299,0.7422,2.869292545881977e-07,0.0001206995642947,5.486351464189486e-05,6.583604965281362e-05,39.5,47,4,39.5,r-reservoir_sl12_st12_sp336_bu50_re0.3,,,,,,,,
yahoo-a1,vgru,ewc,12,12,336,B1,,,,,1000.0,,,-0.0368369314595251,-0.0301178398266557,0.0368369314595251,0.8880924195632733,0.8557399152999006,0.9840241527633574,4,6,6,0.984,0.9121,0.9314,0.7247,0.8902,0.887,0.921,0.7247,7.28182618349326e-05,0.0001100096715266,5.000448888879166e-05,6.000518263783305e-05,36.0,45,4,36.0,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,
yahoo-a1,vgru,ewc,12,12,336,B1,,,,,500.0,,,-0.0373174546767335,-0.0303030635439183,0.0373174546767335,0.8879482602974063,0.8550851311884216,0.9840241527633574,4,6,6,0.984,0.9121,0.9312,0.7245,0.8883,0.887,0.9206,0.7245,7.270026684489692e-05,0.000109831411434,4.992347858755643e-05,5.990793284649651e-05,35.9,45,4,36.0,r-ewc_sl12_st12_sp336_la500,,,,,,,,
yahoo-a1,vgru,ewc,12,12,336,B1,,,,,10000.0,,,-0.0325483299307676,-0.0280109888661627,0.0325483299307676,0.8904425868236145,0.8627866449066297,0.9840241527633574,4,6,6,0.984,0.9125,0.9356,0.7297,0.9058,0.8883,0.9273,0.7297,6.888269488900835e-05,0.0001040640417342,4.730190972137886e-05,5.676213201290618e-05,34.1,41,4,34.1,r-ewc_sl12_st12_sp336_la10000,,,,,,,,
yahoo-a1,vgru,lwf,12,12,336,B1,,,,,,0.5,2.0,-0.0342453531596289,-0.0263436027737213,0.0342453531596289,0.8907093107321258,0.8602017313046357,0.9840241527633574,4,6,6,0.984,0.9168,0.9333,0.7287,0.897,0.8911,0.924,0.7287,6.238002692926137e-05,9.424018233044384e-05,4.283651614678093e-05,5.140366618366291e-05,30.8,37,4,30.9,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,
yahoo-a1,vgru,lwf,12,12,336,B1,,,,,,2.0,2.0,-0.0262843368974153,-0.021890317547593,0.0262843368974153,0.8941875888664413,0.8689944148327278,0.9840241527633574,4,6,6,0.984,0.9174,0.9395,0.7358,0.9148,0.8956,0.9298,0.7358,2.1468427039758633e-07,9.030901340159797e-05,4.104961527757243e-05,4.925939812402551e-05,29.6,35,4,29.6,r-lwf_sl12_st12_sp336_al2.0_te2.0,,,,,,,,
yahoo-a1,vgru,cumulative,12,6,336,B3,,,,,,,,-0.0092094341278901,-0.012122339306171,0.0092094341278901,0.90257456206843,0.8942482425951408,0.9844547685918384,4,6,6,0.9845,0.9174,0.9468,0.7616,0.96,0.9089,0.9465,0.7616,8.739374206636421e-07,0.0003676302231584,0.0001671048473954,0.0002005253757629,120.3,49,4,120.3,r-cumulative_sl12_st6_sp336,,,,,,,,
yahoo-a1,vgru,random-buffer,12,6,336,B3,50.0,,,0.5,,,,-0.0291866046855311,-0.0203938586463826,0.0291866046855311,0.8946315488931522,0.8635790594860172,0.9844547685918384,4,6,6,0.9845,0.9178,0.9428,0.7335,0.9011,0.8929,0.9267,0.7335,0.0001545182990333,0.0002334374220582,0.000106108108796,0.0001273293132622,76.4,42,4,76.4,r-random-buffer_sl12_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vgru,reservoir,12,6,336,B3,50.0,,,0.5,,,,-0.0159640261197854,-0.0176804430524184,0.0159640261197854,0.8996172915635998,0.8864684952128388,0.9844547685918384,4,6,6,0.9845,0.9158,0.9435,0.7548,0.9438,0.9043,0.943,0.7548,0.0001502339369255,0.000226964852454,0.0001031659592583,0.0001237988931957,74.3,41,4,74.3,r-reservoir_sl12_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vgru,ewc,12,6,336,B3,,,,,1000.0,,,-0.0358843088309423,-0.0288902634726982,0.0358843088309423,0.8894181009075042,0.8578018860848546,0.9844547685918384,4,6,6,0.9845,0.9134,0.9345,0.7253,0.8924,0.8898,0.9237,0.7253,0.0001072903322541,0.0001620881069094,7.367655538255348e-05,8.841155152690286e-05,53.0,38,4,53.1,r-ewc_sl12_st6_sp336_la1000.0,,,,,,,,
yahoo-a1,vgru,naive,12,12,168,B5,,,,,,,,0.0009596847268375,-0.0024990177065197,-0.0009596847268375,0.955503750110577,0.9579404838289368,0.9999003735990036,8,28,28,0.9641,0.9916,0.9999,0.9926,0.986,0.969,0.9999,0.9928,7.824933810638382e-05,0.0001182146314034,5.373400897175694e-05,6.4480622431729e-05,38.7,67,8,38.7,r-naive_sl12_st12_sp168,0.9717,0.9097,0.9578,0.8567,0.9706,0.9208,0.9676,0.8567
yahoo-a1,vgru,experts,12,12,168,B5,,,,,,,,0.0015249533094655,-8.628795753675065e-05,-0.0015249533094655,0.9586508818189852,0.9613785229604042,0.999950186799502,8,28,28,0.9641,0.9909,0.9997,0.9926,0.9847,0.9802,1.0,0.9927,9.598148818785336e-05,0.0001450033511115,6.591072048629737e-05,7.909263062523678e-05,47.5,109,8,47.5,r-experts_sl12_st12_sp168,0.9701,0.9249,0.9628,0.864,0.9688,0.9289,0.9718,0.864
yahoo-a1,vgru,random-buffer,12,12,168,B5,50.0,,,0.5,,,,0.0029207146979957,0.0025951800675778,-0.0029207146979957,0.9599492291608376,0.9610070731850564,0.9997509339975094,8,28,28,0.9641,0.9924,0.9997,0.9919,0.9856,0.9782,0.9995,0.9937,0.0001031886544801,0.0001558915263642,7.085990462866094e-05,8.503162173554302e-05,51.0,69,8,51.0,r-random-buffer_sl12_st12_sp168_bu50_re0.5,0.9665,0.9342,0.9683,0.8625,0.9705,0.9278,0.9701,0.8625
yahoo-a1,vgru,ewc,12,12,168,B5,,,,,1000.0,,,0.0006798733223073,-0.002094931525377,-0.0006798733223073,0.9552831704050704,0.9559800244673786,0.9998007471980076,8,28,28,0.9641,0.9917,0.9997,0.9926,0.9858,0.9623,0.9995,0.9936,2.914172639863368e-07,0.0001225874888274,5.5721702023745624e-05,6.686578680373107e-05,40.1,59,8,40.1,r-ewc_sl12_st12_sp168_la1000.0,0.9708,0.9145,0.9583,0.8506,0.971,0.9192,0.9658,0.8506
yahoo-a1,vlstm,naive,12,12,336,B1,,,,,,,,-0.0430943905243129,-0.0336526377405465,0.0430943905243129,0.8855701110048068,0.8508100741900091,0.9843925685277244,4,6,6,0.9844,0.9127,0.9258,0.7194,0.8802,0.8854,0.9183,0.7194,4.980908304874524e-05,7.524871820829706e-05,3.420400272136451e-05,4.1044715486932554e-05,24.6,26,4,24.6,r-naive_sl12_st12_sp336,,,,,,,,
yahoo-a1,vlstm,random-buffer,12,12,336,B1,50.0,,,0.5,,,,-0.0268292104760431,-0.0225952029218905,0.0268292104760431,0.8931884236235769,0.8647249378586201,0.9843925685277244,4,6,6,0.9844,0.9158,0.9424,0.7301,0.9068,0.8934,0.9286,0.7301,7.393640814994401e-05,0.000111698903125,5.077229062509206e-05,6.09266124999461e-05,36.6,31,4,36.6,r-random-buffer_sl12_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vlstm,random-buffer,12,12,336,B1,100.0,,,0.5,,,,-0.0283417344218868,-0.0200936756203351,0.0283417344218868,0.8936204148822395,0.8614056017315096,0.9843925685277244,4,6,6,0.9844,0.9174,0.9431,0.7296,0.8981,0.891,0.9269,0.7296,6.962598380986399e-05,0.0001051869601886,4.781234525596827e-05,5.737461493272956e-05,34.4,28,4,34.4,r-random-buffer_sl12_st12_sp336_bu100_re0.5,,,,,,,,
yahoo-a1,vlstm,reservoir,12,12,336,B1,50.0,,,0.5,,,,-0.0221232239874609,-0.0193738918168476,0.0221232239874609,0.8969889881460983,0.8767650963465289,0.9843925685277244,4,6,6,0.9844,0.9174,0.9415,0.7446,0.9251,0.9023,0.935,0.7446,6.847796197831038e-05,0.000103452594366,4.7024010822254546e-05,5.642858354374766e-05,33.9,28,4,33.9,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vlstm,reservoir,12,12,336,B1,250.0,,,0.5,,,,-0.0202395333248354,-0.0197045120830432,0.0202395333248354,0.8964075681284438,0.8769901655601203,0.9843925685277244,4,6,6,0.9844,0.9152,0.9424,0.7437,0.929,0.8998,0.9355,0.7437,6.712754066489321e-05,0.0001014124549645,4.609664149271945e-05,5.53158134718736e-05,33.2,27,4,33.2,r-reservoir_sl12_st12_sp336_bu250_re0.5,,,,,,,,
yahoo-a1,vlstm,reservoir,12,12,336,B1,500.0,,,0.5,,,,-0.0152835804303635,-0.0167278138776592,0.0152835804303635,0.8986714155127573,0.8837822443069552,0.9843925685277244,4,6,6,0.9844,0.9164,0.9455,0.7484,0.9406,0.905,0.9411,0.7484,7.086051293952334e-05,0.0001070520162971,4.866006643601901e-05,5.83919498611552e-05,35.0,27,4,35.0,r-reservoir_sl12_st12_sp336_bu500_re0.5,,,,,,,,
yahoo-a1,vlstm,lwf,12,12,336,B1,,,,,,0.1,2.0,-0.0389293170238873,-0.0299141756177144,0.0389293170238873,0.8879732430553223,0.8535674074386627,0.9843925685277244,4,6,6,0.9844,0.9146,0.9305,0.7224,0.8833,0.8878,0.9208,0.7224,1.8731855864289893e-07,7.879736224512777e-05,3.581704363395046e-05,4.29803186111773e-05,25.8,27,4,25.8,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,
yahoo-a1,vlstm,lwf,12,12,336,B1,,,,,,0.5,2.0,-0.036786732449812,-0.0280422388425127,0.036786732449812,0.8893537489031593,0.8556066712329412,0.9843925685277244,4,6,6,0.9844,0.9152,0.9338,0.7241,0.8872,0.8887,0.9225,0.7241,5.237484597937303e-05,7.912492632012194e-05,3.59659381948101e-05,4.3158988125311835e-05,25.9,27,4,25.9,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,
yahoo-a1,vlstm,lwf,12,12,336,B1,,,,,,2.0,2.0,-0.0282397026666387,-0.022739646509416,0.0282397026666387,0.8933701144781083,0.8646985175485516,0.9843925685277244,4,6,6,0.9844,0.9159,0.9411,0.7321,0.905,0.8936,0.9281,0.7321,5.079753335039777e-05,7.674201247631573e-05,3.488281400447401e-05,4.185919847184171e-05,25.1,25,4,25.2,r-lwf_sl12_st12_sp336_al2.0_te2.0,,,,,,,,
yahoo-a1,vlstm,lwf,12,12,336,B1,,,,,,1.0,1.0,-0.0190564949675196,-0.0177462755752335,0.0190564949675196,0.8970476567161074,0.8767748708002583,0.9843925685277244,4,6,6,0.9844,0.9166,0.9448,0.7424,0.9276,0.9005,0.9366,0.7424,1.772806065398955e-07,7.457480066986237e-05,3.3897686226474534e-05,4.0677114443387835e-05,24.4,24,4,24.4,r-lwf_sl12_st12_sp336_al1.0_te1.0,,,,,,,,
yahoo-a1,vlstm,experts,12,6,336,B3,,,,,,,,-0.0389561700034887,-0.0312526393502777,0.0389561700034887,0.8888920547168468,0.853743515222906,0.9854930312005092,4,6,6,0.9855,0.9142,0.933,0.7229,0.8845,0.8876,0.92,0.7229,0.0001130591195765,0.0001708032613563,7.763799427128914e-05,9.316526708503564e-05,55.9,51,4,55.9,r-experts_sl12_st6_sp336,,,,,,,,
yahoo-a1,vlstm,lwf,12,6,336,B3,,,,,,1.0,2.0,-0.0337974057072559,-0.0267231534538484,0.0337974057072559,0.8920171096278532,0.8590436232528503,0.9854930312005092,4,6,6,0.9855,0.9155,0.9392,0.7279,0.8928,0.8904,0.9251,0.7279,3.435620726851138e-07,0.000144522706619,6.569226689753124e-05,7.883043972154458e-05,47.3,35,4,47.3,r-lwf_sl12_st6_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,vlstm,experts,12,12,168,B5,,,,,,,,-0.0001599229436111,-0.003346037225574,0.0001599229436111,0.9561790931495888,0.9589659493722208,0.9999003735990036,8,28,28,0.9685,0.9905,0.9998,0.993,0.9858,0.973,0.9998,0.9925,7.696165328804611e-05,0.0001162692707161,5.2849771064292224e-05,6.341949965183934e-05,38.1,64,8,38.1,r-experts_sl12_st12_sp168,0.9729,0.915,0.9527,0.857,0.9707,0.9241,0.9688,0.857
yahoo-a1,vlstm,reservoir,12,12,168,B5,50.0,,,0.5,,,,0.0012238945302068,0.0002411437277812,-0.0012238945302068,0.9583467632882507,0.9592343777982812,0.9998505603985056,8,28,28,0.9685,0.9922,0.9999,0.9919,0.9856,0.9749,0.9995,0.9923,3.551515151899463e-07,0.000149397917628,6.790827714204271e-05,8.1489640485961e-05,48.9,62,8,49.0,r-reservoir_sl12_st12_sp168_bu50_re0.5,0.9683,0.9236,0.963,0.8594,0.9709,0.9227,0.9685,0.8594
yahoo-a1,vlstm,lwf,12,12,168,B5,,,,,,1.0,2.0,0.000221059843892,-0.0017250482105786,-0.000221059843892,0.9563356546653838,0.9574094702694672,1.0,8,28,28,0.9685,0.9917,1.0,0.9918,0.9853,0.9676,0.9999,0.9925,2.7338511917918973e-07,0.0001150020928222,5.227374594736223e-05,6.272834687493742e-05,37.6,52,8,37.6,r-lwf_sl12_st12_sp168_al1.0_te2.0,0.9713,0.9138,0.9578,0.8557,0.9721,0.9197,0.9664,0.8557
yahoo-a1,vtcn,naive,12,12,336,B1,,,,,,,,-0.0487786192124387,-0.0378681377997933,0.0487786192124387,0.8867903988099227,0.8462984008085265,0.9890049425127868,4,6,6,0.989,0.9127,0.9281,0.7174,0.87,0.8836,0.9143,0.7174,2.2766801890531985e-05,3.4394784145859176e-05,1.5634020255593995e-05,1.8760763890265177e-05,11.3,46,4,11.3,r-naive_sl12_st12_sp336,,,,,,,,
yahoo-a1,vtcn,cumulative,12,12,336,B1,,,,,,,,-0.0131732263942822,-0.0183150688067672,0.0131732263942822,0.9041914465556488,0.8977053659785215,0.9890049425127868,4,6,6,0.989,0.9157,0.9437,0.7684,0.965,0.9115,0.9459,0.7684,4.523442502438447e-05,6.833758611141497e-05,3.106259444482728e-05,3.727499166658769e-05,22.4,58,4,22.4,r-cumulative_sl12_st12_sp336,,,,,,,,
yahoo-a1,vtcn,random-buffer,12,12,336,B1,100.0,,,0.5,,,,-0.0306098958090194,-0.0261865975902923,0.0306098958090194,0.8947375943195953,0.8644685750738081,0.9890049425127868,4,6,6,0.989,0.916,0.9414,0.7325,0.9049,0.893,0.9275,0.7325,3.1396505358610436e-05,4.743204732645407e-05,2.156008593802754e-05,2.5871961388426523e-05,15.5,51,4,15.5,r-random-buffer_sl12_st12_sp336_bu100_re0.5,,,,,,,,
yahoo-a1,vtcn,random-buffer,12,12,336,B1,500.0,,,0.5,,,,-0.0312143471071422,-0.0256449138359442,0.0312143471071422,0.8951299574748037,0.8636393991138654,0.9890049425127868,4,6,6,0.989,0.9154,0.9433,0.7328,0.901,0.8932,0.9275,0.7328,3.2101631822279076e-05,4.8497312119903247e-05,2.2044300522086103e-05,2.6453011597817144e-05,15.9,47,4,15.9,r-random-buffer_sl12_st12_sp336_bu500_re0.5,,,,,,,,
yahoo-a1,vtcn,reservoir,12,12,336,B1,500.0,,,0.5,,,,-0.0281004967618431,-0.0268484482013667,0.0281004967618431,0.8954018181155287,0.869190187670502,0.9890049425127868,4,6,6,0.989,0.9138,0.942,0.7368,0.9132,0.8967,0.93,0.7368,2.4695045671402325e-05,3.7307864733221423e-05,1.6958141261582366e-05,2.0349723471639057e-05,12.2,33,4,12.2,r-reservoir_sl12_st12_sp336_bu500_re0.5,,,,,,,,
yahoo-a1,vtcn,reservoir,12,12,336,B1,50.0,,,,,,,-0.0391547683660185,-0.0344288892150364,0.0391547683660185,0.8911348890697086,0.862904329904912,0.9890049425127868,4,6,6,0.989,0.9136,0.9296,0.7324,0.9001,0.8926,0.9265,0.7324,2.227038981775535e-05,3.364483313505641e-05,1.5293131538459823e-05,1.835170159659659e-05,11.0,44,4,11.0,r-reservoir_sl12_st12_sp336_bu50,,,,,,,,
yahoo-a1,vtcn,reservoir,12,12,336,B1,50.0,,,0.3,,,,-0.0297824028772797,-0.0257054547254435,0.0297824028772797,0.8961667011790785,0.8670034480973847,0.9890049425127868,4,6,6,0.989,0.9168,0.9413,0.7376,0.9069,0.8949,0.9287,0.7376,2.5269849699235155e-05,3.8176245832970986e-05,1.7352866319318612e-05,2.0823379513652377e-05,12.5,43,4,12.5,r-reservoir_sl12_st12_sp336_bu50_re0.3,,,,,,,,
yahoo-a1,vtcn,ewc,12,12,336,B1,,,,,1000.0,,,-0.0389416721769165,-0.0341235549355098,0.0389416721769165,0.8911733974133131,0.8596705752466631,0.9890049425127868,4,6,6,0.989,0.9118,0.9346,0.7293,0.8954,0.889,0.9251,0.7293,2.6436784634078077e-05,3.993918449204001e-05,1.8154197338865036e-05,2.1784987153174975e-05,13.1,46,4,13.1,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,
yahoo-a1,vtcn,lwf,12,12,336,B1,,,,,,0.1,2.0,-0.046375610063396,-0.0366180765309744,0.046375610063396,0.888127562932953,0.8467646885253379,0.9890049425127868,4,6,6,0.989,0.913,0.9324,0.7181,0.8691,0.8859,0.9139,0.7181,7.653494549795618e-08,3.219516458222643e-05,1.4634186805536349e-05,1.7560977776690077e-05,10.5,37,4,10.5,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,
yahoo-a1,vtcn,lwf,12,12,336,B1,,,,,,0.5,2.0,-0.0437330392320074,-0.0336885352860814,0.0437330392320074,0.8899383644180497,0.8497771756618845,0.9890049425127868,4,6,6,0.989,0.9145,0.9352,0.7211,0.8751,0.887,0.9159,0.7211,7.608258528296685e-08,3.2004874885444426e-05,1.4547706482052387e-05,1.7457168403392037e-05,10.5,36,4,10.5,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,
yahoo-a1,vtcn,lwf,12,12,336,B1,,,,,,1.0,1.0,-0.0212298479071535,-0.0187006785428305,0.0212298479071535,0.8965711889342727,0.871097653224529,0.9890049425127868,4,6,6,0.989,0.9125,0.9465,0.7383,0.9174,0.897,0.9317,0.7383,2.0522073780603894e-05,3.100357710771883e-05,1.409256342643251e-05,1.6911013681286323e-05,10.1,32,4,10.2,r-lwf_sl12_st12_sp336_al1.0_te1.0,,,,,,,,
yahoo-a1,vtcn,lwf,12,12,336,B1,,,,,,1.0,5.0,-0.0459758777646602,-0.0360970226540319,0.0459758777646602,0.8884163065450748,0.8471560501924014,0.9890049425127868,4,6,6,0.989,0.9134,0.9328,0.7184,0.8698,0.8861,0.9142,0.7184,2.1202808129705754e-05,3.2031991687448074e-05,1.4560034952592103e-05,1.747195673485597e-05,10.5,37,4,10.5,r-lwf_sl12_st12_sp336_al1.0_te5.0,,,,,,,,
yahoo-a1,vtcn,naive,12,6,336,B3,,,,,,,,-0.038947680541197,-0.0327835414520277,0.038947680541197,0.8899961915898954,0.8556746989229187,0.9882250494012048,4,6,6,0.9882,0.9101,0.9371,0.7246,0.8874,0.8889,0.9217,0.7246,2.985855198434272e-05,4.510859519695966e-05,2.050393686384066e-05,2.4604658333119004e-05,14.8,36,4,14.8,r-naive_sl12_st6_sp336,,,,,,,,
yahoo-a1,vtcn,random-buffer,12,6,336,B3,50.0,,,0.5,,,,-0.0266756936017601,-0.0218732431507175,0.0266756936017601,0.8963703476246808,0.8687423126417692,0.9882250494012048,4,6,6,0.9882,0.9159,0.9437,0.7376,0.9117,0.8965,0.9292,0.7376,1.739129495473887e-07,7.315816320543591e-05,3.325377320547381e-05,3.99043899999621e-05,23.9,45,4,24.0,r-random-buffer_sl12_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,vtcn,lwf,12,6,336,B3,,,,,,1.0,2.0,-0.0346797045030503,-0.0271046790325137,0.0346797045030503,0.8933293498435486,0.8594129775095454,0.9882250494012048,4,6,6,0.9882,0.9169,0.9391,0.7291,0.8932,0.8909,0.9245,0.7291,1.1798606895352273e-07,4.963198031505777e-05,2.2560035244613476e-05,2.7071945070444295e-05,16.2,38,4,16.3,r-lwf_sl12_st6_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,vtcn,naive,12,12,168,B5,,,,,,,,-0.0010995818979845,-0.0090692345390985,0.0010995818979845,0.955917772031153,0.9579921487730144,0.999950186799502,8,28,28,0.9732,0.9887,0.9999,0.9926,0.9857,0.9684,0.9997,0.9927,1.1288070749589648e-07,4.748436067136936e-05,2.1583843171053255e-05,2.59005175003161e-05,15.5,77,8,15.5,r-naive_sl12_st12_sp168,0.9736,0.9058,0.9554,0.8581,0.9713,0.9198,0.9683,0.8581
yahoo-a1,vtcn,experts,12,12,168,B5,,,,,,,,-0.0046004182998444,-0.0109306748654495,0.0046004182998444,0.952411043294592,0.9486771461742076,0.9998007471980076,8,28,28,0.9732,0.9934,0.9998,0.9924,0.9866,0.9533,0.9998,0.9932,3.7837764685970005e-05,5.716313407536493e-05,2.5983282061578296e-05,3.117985201378663e-05,18.7,142,8,18.7,r-experts_sl12_st12_sp168,0.9724,0.9086,0.9494,0.83,0.9735,0.8971,0.9559,0.83
yahoo-a1,vtcn,reservoir,12,12,168,B5,50.0,,,0.5,,,,0.0004627892586587,-0.0045356984858963,-0.0004627892586587,0.960108575938061,0.9621131746302608,0.999950186799502,8,28,28,0.9732,0.9931,0.9999,0.9904,0.9855,0.9817,0.9998,0.9926,3.6583938442859777e-05,5.5268924989892787e-05,2.5122300058137623e-05,3.0146624931755164e-05,18.1,73,8,18.1,r-reservoir_sl12_st12_sp168_bu50_re0.5,0.9676,0.9255,0.9628,0.8684,0.9693,0.9278,0.9719,0.8684
yahoo-a1,vtcn,ewc,12,12,168,B5,,,,,1000.0,,,-0.0018275786705737,-0.0073535256060922,0.0018275786705737,0.9567879977291504,0.9558786806378669,0.9999003735990036,8,28,28,0.9732,0.9917,0.9997,0.9927,0.9859,0.9618,0.9996,0.9927,3.5291756660163526e-05,5.331677054559502e-05,2.4234931308698537e-05,2.9081839236896484e-05,17.4,88,8,17.5,r-ewc_sl12_st12_sp168_la1000.0,0.971,0.9143,0.9591,0.8527,0.9719,0.9176,0.9648,0.8527
yahoo-a1,vtcn,lwf,12,12,168,B5,,,,,,1.0,2.0,-0.0010428390386332,-0.0079765666317002,0.0010428390386332,0.9565843248247172,0.9578086593259408,1.0,8,28,28,0.9732,0.9919,1.0,0.991,0.9864,0.9691,1.0,0.9904,1.1064341609525409e-07,4.654322241885692e-05,2.1156059085882995e-05,2.5387163332973915e-05,15.2,72,8,15.2,r-lwf_sl12_st12_sp168_al1.0_te2.0,0.9712,0.909,0.958,0.8584,0.9715,0.9192,0.9674,0.8584
yahoo-a1,gru,experts,12,12,336,B1,,,,,,,,-0.1848329670127698,-0.0973416612716671,0.1848329670127698,0.6977138963815053,0.5888118886755257,0.8391720223231951,4,6,6,0.7548,0.8392,0.5785,0.6184,0.3455,0.8168,0.5746,0.6184,0.0001236595226663,0.0003716535108233,0.0001689339445011,0.0002027195663221,121.6,118,4,60.7,r-experts_sl12_st12_sp336,,,,,,,,
