dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c5,diag_c6,diag_c7,diag_c8,diag_c9,final_c5,final_c6,final_c7,final_c8,final_c9
yahoo-a4,gru,naive,12,12,336,B1,,,,,,,,0.0057038820196952,0.0087992777476581,-0.0057038820196952,0.9457805899523956,0.9532274569076332,0.9758159802384518,5,10,10,0.9656,0.9436,0.9443,0.9098,0.9656,0.9758,0.9506,0.959,0.9152,0.9656,0.0001293370336599,0.000195395004366,8.88161913795759e-05,0.0001065788129864,63.9,58,5,64.0,r-naive_sl12_st12_sp336,,,,,,,,,,
yahoo-a4,gru,cumulative,12,12,336,B1,,,,,,,,0.00657828795808,0.018772962995313,-0.00657828795808,0.9545240969686268,0.960569255162768,0.9820924136792892,5,10,10,0.9656,0.9569,0.9588,0.9166,0.9748,0.9818,0.9589,0.9643,0.9231,0.9748,0.000472444804758,0.000713742630986,0.0003244292395273,0.0003893133914587,233.6,117,5,233.6,r-cumulative_sl12_st12_sp336,,,,,,,,,,
yahoo-a4,gru,experts,12,12,336,B1,,,,,,,,0.0026978576097638,-0.0001602960753518,-0.0026978576097638,0.9422824817822398,0.942704353742426,0.978672415821177,5,10,10,0.9656,0.9385,0.9266,0.9197,0.961,0.9662,0.9397,0.948,0.8987,0.961,0.0002030325904672,0.0003067300430369,0.0001394230935205,0.0001673069495164,100.4,120,5,100.4,r-experts_sl12_st12_sp336,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,50.0,,,0.5,,,,0.0058055633889444,0.0014936849196823,-0.0058055633889444,0.942420892506864,0.952712337156469,0.975833536695629,5,10,10,0.9656,0.934,0.937,0.9093,0.9662,0.9758,0.9502,0.9552,0.9161,0.9662,5.483536279622396e-07,0.0002306702537859,0.000104850402951,0.0001258198508348,75.5,54,5,75.5,r-random-buffer_sl12_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,100.0,,,0.5,,,,0.0059896465122972,0.0088652244027559,-0.0059896465122972,0.946482699058796,0.9535394579208972,0.9772661436012858,5,10,10,0.9656,0.9396,0.9475,0.9125,0.9672,0.9773,0.9501,0.9567,0.9164,0.9672,6.007516840150003e-07,0.0002527120025247,0.0001148693918981,0.0001378426106266,82.7,60,5,82.7,r-random-buffer_sl12_st12_sp336_bu100_re0.5,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,250.0,,,0.5,,,,0.0084192674977645,0.0125281261991683,-0.0084192674977645,0.9496504115693304,0.958612141183448,0.9816886151642144,5,10,10,0.9656,0.9444,0.9527,0.9156,0.9699,0.9817,0.956,0.9625,0.9229,0.9699,0.0001644666860852,0.0002484668770908,0.0001129398072319,0.0001355270698588,81.3,58,5,81.3,r-random-buffer_sl12_st12_sp336_bu250_re0.5,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,500.0,,,0.5,,,,0.0073245326728314,0.0156401998415405,-0.0073245326728314,0.9513019540758052,0.9588839103789406,0.9815955659411753,5,10,10,0.9656,0.949,0.9551,0.9161,0.9706,0.9816,0.9565,0.9622,0.9234,0.9706,0.0001694830557349,0.0002560453218863,0.000116384564873,0.0001396607570132,83.8,60,5,83.8,r-random-buffer_sl12_st12_sp336_bu500_re0.5,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,1000.0,,,0.5,,,,0.0063424904831282,0.0073856760024198,-0.0063424904831282,0.945872599758946,0.9530491174406288,0.9780438946542344,5,10,10,0.9656,0.9387,0.9491,0.9105,0.9655,0.978,0.9516,0.9565,0.9136,0.9655,0.000159717137915,0.0002412915309491,0.0001096782841428,0.0001316132468062,79.0,56,5,79.0,r-random-buffer_sl12_st12_sp336_bu1000_re0.5,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,50.0,,,,,,,0.0047238890478652,0.0071865098123479,-0.0047238890478652,0.9454327912984422,0.9529122315188966,0.9749855598139718,5,10,10,0.9656,0.9413,0.942,0.9106,0.9677,0.975,0.9501,0.9568,0.915,0.9677,0.0001243891359031,0.000187920002996,8.5418445428109e-05,0.0001025015575679,61.5,55,5,61.5,r-random-buffer_sl12_st12_sp336_bu50,,,,,,,,,,
yahoo-a4,gru,random-buffer,12,12,336,B1,50.0,,,0.3,,,,0.0049575144080087,0.0024693939864219,-0.0049575144080087,0.943572121719354,0.949090483545566,0.9738759917203748,5,10,10,0.9656,0.9352,0.9444,0.9095,0.9632,0.9739,0.9457,0.952,0.9107,0.9632,0.0001348842637443,0.0002037754427901,9.262546209502032e-05,0.0001111499806951,66.7,54,5,66.7,r-random-buffer_sl12_st12_sp336_bu50_re0.3,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,50.0,,,0.5,,,,0.0046805592908144,0.0099980835489175,-0.0046805592908144,0.9473052312565988,0.9515884338165342,0.9759581875415868,5,10,10,0.9656,0.9464,0.9476,0.9128,0.964,0.976,0.949,0.9554,0.9135,0.964,0.0001580827145333,0.0002388223374416,0.0001085559159135,0.000130266421528,78.2,56,5,78.2,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,100.0,,,0.5,,,,0.0056831854282465,0.0098148786998691,-0.0056831854282465,0.9465027578844843,0.9528054816980814,0.9776787203449492,5,10,10,0.9656,0.9452,0.9459,0.9114,0.9645,0.9777,0.951,0.9571,0.9137,0.9645,0.0001631372092028,0.0002464583793397,0.000112026834896,0.0001344315444437,80.7,58,5,80.6,r-reservoir_sl12_st12_sp336_bu100_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,250.0,,,0.5,,,,0.0056120001344283,0.0136644108747185,-0.0056120001344283,0.9500146074364773,0.9554574706910144,0.9788620255586904,5,10,10,0.9656,0.9493,0.9512,0.9158,0.9682,0.9789,0.9526,0.9589,0.9187,0.9682,6.087545014395271e-07,0.0002560784650266,0.000116399612387,0.0001396788526396,83.8,60,5,83.8,r-reservoir_sl12_st12_sp336_bu250_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,500.0,,,0.5,,,,0.0065018266201883,0.0120221074494258,-0.0065018266201883,0.9494157514375736,0.955823552948053,0.9796678669431224,5,10,10,0.9656,0.9463,0.9502,0.9161,0.9688,0.9797,0.9525,0.9586,0.9196,0.9688,5.997934604167525e-07,0.0002523089165063,0.0001146861751169,0.0001376227413893,82.6,59,5,82.6,r-reservoir_sl12_st12_sp336_bu500_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,1000.0,,,0.5,,,,0.0061210508537536,0.0093826664427742,-0.0061210508537536,0.947956834476622,0.95466112882377,0.9785863891810088,5,10,10,0.9656,0.9441,0.9502,0.9126,0.9672,0.9786,0.9514,0.9582,0.9179,0.9672,0.0001624530119825,0.0002454247332519,0.0001115570031843,0.0001338677300675,80.3,57,5,80.3,r-reservoir_sl12_st12_sp336_bu1000_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,50.0,,,,,,,0.0040106338723825,0.0082366196064777,-0.0040106338723825,0.9460945368940616,0.9516510101795717,0.9732773165306332,5,10,10,0.9656,0.9438,0.9434,0.9103,0.9674,0.9733,0.9476,0.9557,0.9143,0.9674,4.458978706043615e-07,0.0001875712491538,8.52599080432103e-05,0.0001023113411106,61.4,55,5,61.4,r-reservoir_sl12_st12_sp336_bu50,,,,,,,,,,
yahoo-a4,gru,reservoir,12,12,336,B1,50.0,,,0.3,,,,0.0069454266067496,0.0082311025278761,-0.0069454266067496,0.9458442718440182,0.9532188909363908,0.976948371726379,5,10,10,0.9656,0.9429,0.9483,0.9091,0.9633,0.9769,0.9521,0.9567,0.917,0.9633,0.0001416334656108,0.0002139717515414,9.72601620965482e-05,0.0001167115894448,70.0,58,5,70.0,r-reservoir_sl12_st12_sp336_bu50_re0.3,,,,,,,,,,
yahoo-a4,gru,ewc,12,12,336,B1,,,,,1000.0,,,0.0036583651876446,0.0062698419826553,-0.0036583651876446,0.9433887849002917,0.9476121624623686,0.9720114959681596,5,10,10,0.9656,0.9422,0.9429,0.9063,0.9598,0.9718,0.9465,0.9543,0.9057,0.9598,0.0001376614529788,0.0002079710616878,9.453255439810972e-05,0.0001134385072897,68.1,58,5,68.1,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,,,
yahoo-a4,gru,ewc,12,12,336,B1,,,,,100.0,,,0.0053653403519618,0.0084136515262099,-0.0053653403519618,0.9455054371168868,0.95138747282891,0.9751365453456956,5,10,10,0.9656,0.9434,0.9441,0.9109,0.9635,0.9751,0.9494,0.9574,0.9115,0.9635,0.000137823413914,0.0002082157430196,9.46437817707192e-05,0.0001135719612489,68.1,58,5,68.2,r-ewc_sl12_st12_sp336_la100,,,,,,,,,,
yahoo-a4,gru,ewc,12,12,336,B1,,,,,500.0,,,0.0044046102461416,0.0071834515577543,-0.0044046102461416,0.9442831657701346,0.9492241459302384,0.9731965568276184,5,10,10,0.9656,0.9427,0.9435,0.9083,0.9613,0.9732,0.9477,0.9556,0.9084,0.9613,0.0001379675382305,0.0002084334778065,9.4742765859054e-05,0.0001136907119474,68.2,58,5,68.2,r-ewc_sl12_st12_sp336_la500,,,,,,,,,,
yahoo-a4,gru,ewc,12,12,336,B1,,,,,5000.0,,,0.0023229361747208,0.000539270534276,-0.0023229361747208,0.9387071466894544,0.9424065438875668,0.967360790461928,5,10,10,0.9656,0.9369,0.9392,0.897,0.9548,0.9672,0.9419,0.9495,0.8986,0.9548,0.0001337613050202,0.0002020789408789,9.185433831040023e-05,0.0001102246025685,66.1,55,5,66.1,r-ewc_sl12_st12_sp336_la5000,,,,,,,,,,
yahoo-a4,gru,ewc,12,12,336,B1,,,,,10000.0,,,0.0005877079185795,-0.000909274122266,-0.0005877079185795,0.937376009621074,0.9390367270279422,0.965612167327082,5,10,10,0.9656,0.9366,0.9374,0.8956,0.9517,0.9628,0.9389,0.9447,0.8971,0.9517,0.0001338710932773,0.000202244802708,9.192971736128028e-05,0.0001103150853468,66.2,55,5,66.2,r-ewc_sl12_st12_sp336_la10000,,,,,,,,,,
yahoo-a4,gru,lwf,12,12,336,B1,,,,,,1.0,2.0,0.0064206844332547,0.0035786193722173,-0.0064206844332547,0.94298952869207,0.9501017374829892,0.9731228197074742,5,10,10,0.9656,0.937,0.9424,0.9069,0.963,0.9731,0.948,0.9565,0.9099,0.963,0.0001307332576289,0.0001975043398038,8.977494785924339e-05,0.0001077293919445,64.6,56,5,64.6,r-lwf_sl12_st12_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,gru,lwf,12,12,336,B1,,,,,,0.1,2.0,0.0066336314833371,0.0070329677222232,-0.0066336314833371,0.9452715243231962,0.9535593942477152,0.9761232182390522,5,10,10,0.9656,0.9396,0.9446,0.9105,0.9661,0.9761,0.9507,0.9591,0.9158,0.9661,4.840848370363383e-07,0.0002036349656845,9.25616208923101e-05,0.0001110733447922,66.6,59,5,66.7,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,,,
yahoo-a4,gru,lwf,12,12,336,B1,,,,,,0.5,2.0,0.0056047373359934,0.0056424767399987,-0.0056047373359934,0.9445318129207236,0.9509594317221628,0.97414109422375,5,10,10,0.9656,0.94,0.9441,0.9095,0.9634,0.9741,0.9489,0.9571,0.9113,0.9634,0.0001321339086856,0.0001996203634329,9.073678558925166e-05,0.0001088835778436,65.3,57,5,65.3,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,,,
yahoo-a4,gru,lwf,12,12,336,B1,,,,,,2.0,2.0,0.0052054694475087,0.002034079890026,-0.0052054694475087,0.9417749660796916,0.9491607441717188,0.9718271531677992,5,10,10,0.9656,0.9364,0.9414,0.9023,0.9631,0.9718,0.9458,0.9551,0.91,0.9631,0.0001305591971598,0.0001972413791871,8.965542488343393e-05,0.0001075859543036,64.6,56,5,64.6,r-lwf_sl12_st12_sp336_al2.0_te2.0,,,,,,,,,,
yahoo-a4,gru,lwf,12,12,336,B1,,,,,,1.0,1.0,0.0030454517548433,0.005037217441273,-0.0030454517548433,0.9426624035179254,0.947619851784431,0.9729911462786456,5,10,10,0.9656,0.9422,0.9437,0.9003,0.9616,0.973,0.9459,0.9522,0.9054,0.9616,0.0001350190741771,0.0002039791066934,9.2718028010697e-05,0.0001112610786827,66.8,59,5,66.8,r-lwf_sl12_st12_sp336_al1.0_te1.0,,,,,,,,,,
yahoo-a4,gru,lwf,12,12,336,B1,,,,,,1.0,5.0,0.0061532417319273,0.0059417755720937,-0.0061532417319273,0.9440832154952744,0.9519255052504976,0.974413219309996,5,10,10,0.9656,0.9392,0.9436,0.9073,0.9647,0.9744,0.9493,0.958,0.9133,0.9647,0.0001307768312017,0.0001975701682691,8.980488021107805e-05,0.000107765288058,64.7,56,5,64.7,r-lwf_sl12_st12_sp336_al1.0_te5.0,,,,,,,,,,
yahoo-a4,gru,naive,6,6,336,B2,,,,,,,,-0.0008312025856612,-0.0003453411739168,0.0008312025856612,0.975574650413841,0.9765997587058116,0.9919742500487536,5,10,10,0.9904,0.9821,0.978,0.9473,0.9801,0.9876,0.9784,0.9788,0.958,0.9801,0.0001012589696364,0.0001529762687014,6.953486168834691e-05,8.344140701306364e-05,50.1,38,5,50.1,r-naive_sl6_st6_sp336,,,,,,,,,,
yahoo-a4,gru,cumulative,6,6,336,B2,,,,,,,,-0.0003054522522544,-0.0052984581342157,0.0003054522522544,0.9739280940300408,0.9756779556320784,0.9903558310330338,5,10,10,0.9904,0.9753,0.9767,0.9481,0.9791,0.987,0.9767,0.9799,0.9557,0.9791,0.0004803176267028,0.0007256364407846,0.0003298355006425,0.0003958009401421,237.5,91,5,237.5,r-cumulative_sl6_st6_sp336,,,,,,,,,,
yahoo-a4,gru,experts,6,6,336,B2,,,,,,,,0.0006692013660653,0.0016705645546433,-0.0006692013660653,0.9782303834163624,0.9793097754295058,0.99114594118605,5,10,10,0.9904,0.9798,0.9817,0.9523,0.987,0.9911,0.9812,0.9828,0.9543,0.987,5.036340118724953e-07,0.0002118585150344,9.629958593803975e-05,0.0001155589290964,69.3,63,5,69.3,r-experts_sl6_st6_sp336,,,,,,,,,,
yahoo-a4,gru,random-buffer,6,6,336,B2,50.0,,,0.5,,,,-0.0043249160700672,-0.0039708170968368,0.0043249160700672,0.9727101407036068,0.9696433502980456,0.9903558310330338,5,10,10,0.9904,0.9766,0.9757,0.9449,0.976,0.9816,0.9693,0.9719,0.9494,0.976,0.0001862256456331,0.0002813390705806,0.0001278817717593,0.0001534572988213,92.1,52,5,92.1,r-random-buffer_sl6_st6_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,6,6,336,B2,50.0,,,0.5,,,,-0.0058839497539608,-0.0080923059800939,0.0058839497539608,0.9715482436253566,0.9689934894541776,0.9903558310330338,5,10,10,0.9904,0.974,0.9701,0.9458,0.9775,0.9812,0.9677,0.9713,0.9472,0.9775,0.0001678581710075,0.000253590538833,0.0001152687134848,0.0001383218253481,83.0,46,5,83.0,r-reservoir_sl6_st6_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,ewc,6,6,336,B2,,,,,1000.0,,,-0.0016346173947323,0.0016998352669733,0.0016346173947323,0.9770591229098936,0.9742111719781648,0.9918616643780948,5,10,10,0.9904,0.9818,0.9824,0.9505,0.9802,0.9891,0.9787,0.9775,0.9455,0.9802,4.063300716135455e-07,0.0001709266720606,7.769415463036341e-05,9.323251743024836e-05,55.9,36,5,55.9,r-ewc_sl6_st6_sp336_la1000.0,,,,,,,,,,
yahoo-a4,gru,lwf,6,6,336,B2,,,,,,1.0,2.0,-0.0006319702368298,0.0011394272092224,0.0006319702368298,0.9765877936510144,0.9763552907635856,0.9918375388772396,5,10,10,0.9904,0.9816,0.9815,0.9505,0.9789,0.9877,0.9785,0.9796,0.957,0.9789,0.0001128317623738,0.0001704597830782,7.748191689865456e-05,9.297786617962024e-05,55.8,40,5,55.8,r-lwf_sl6_st6_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,gru,naive,8,8,336,B2,,,,,,,,0.0001095797249866,0.0002493780601386,-0.0001095797249866,0.9800338476720292,0.980600715123091,0.9928908212560388,5,10,10,0.9909,0.9838,0.9841,0.9523,0.9892,0.9923,0.9817,0.9858,0.9541,0.9892,3.628264323337934e-07,0.0001526264457074,6.937584716555042e-05,8.32505985419266e-05,50.0,39,5,50.0,r-naive_sl8_st8_sp336,,,,,,,,,,
yahoo-a4,gru,cumulative,8,8,336,B2,,,,,,,,0.0002349747483953,0.004380488607686,-0.0002349747483953,0.982951332509458,0.983221819803198,0.9927826086956522,5,10,10,0.9909,0.985,0.9851,0.9644,0.9893,0.9924,0.9832,0.9864,0.9648,0.9893,0.0004274249908715,0.0006457292671258,0.0002935140265669,0.0003522152405589,211.3,84,5,211.3,r-cumulative_sl8_st8_sp336,,,,,,,,,,
yahoo-a4,gru,experts,8,8,336,B2,,,,,,,,-0.0006028813662992,-0.0012016488526345,0.0006028813662992,0.97921830423604,0.9778685219448864,0.9908676328502416,5,10,10,0.9909,0.9805,0.9803,0.9568,0.9877,0.9896,0.9781,0.9819,0.9521,0.9877,5.380054568000525e-07,0.0002263171955649,0.0001028716957733,0.0001234454997916,74.1,74,5,74.1,r-experts_sl8_st8_sp336,,,,,,,,,,
yahoo-a4,gru,random-buffer,8,8,336,B2,50.0,,,0.5,,,,-0.0013063555030533,-0.0010722281482733,0.0013063555030533,0.9782918113544726,0.9760865008466484,0.9916753623188406,5,10,10,0.9909,0.9803,0.9829,0.9506,0.9868,0.9905,0.9765,0.9808,0.9459,0.9868,0.0001532826652751,0.0002315706971401,0.0001052596972802,0.0001263109998599,75.8,45,5,75.8,r-random-buffer_sl8_st8_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,8,8,336,B2,50.0,,,0.5,,,,0.0003191937310618,-0.0003714907129291,-0.0003191937310618,0.9791688029567476,0.9797095837580454,0.9917584541062802,5,10,10,0.9909,0.9818,0.9817,0.954,0.9875,0.9917,0.9813,0.9819,0.9561,0.9875,0.00015954864399,0.0002410369799495,0.0001095625530074,0.0001314744269421,78.9,47,5,78.9,r-reservoir_sl8_st8_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,ewc,8,8,336,B2,,,,,1000.0,,,0.0003021318250686,0.0005903473018613,-0.0003021318250686,0.9801099399362692,0.9807443027139516,0.9927342995169082,5,10,10,0.9909,0.9836,0.9839,0.9536,0.9885,0.9923,0.9814,0.9849,0.9567,0.9885,4.110690839891206e-07,0.0001729201834219,7.860031516110111e-05,9.431986826083931e-05,56.6,39,5,56.6,r-ewc_sl8_st8_sp336_la1000.0,,,,,,,,,,
yahoo-a4,gru,lwf,8,8,336,B2,,,,,,1.0,2.0,0.0006901981959951,0.0004239847972948,-0.0006901981959951,0.9799268226467108,0.9812455312831188,0.9927033816425122,5,10,10,0.9909,0.9836,0.9839,0.9522,0.989,0.9923,0.9818,0.9853,0.9578,0.989,0.0001077165601612,0.0001627320276908,7.396930526334068e-05,8.87627224274911e-05,53.3,39,5,53.3,r-lwf_sl8_st8_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,gru,naive,10,10,336,B2,,,,,,,,-7.659686601231286e-05,0.0041259877678169,7.659686601231286e-05,0.9833469040374344,0.9821175473858712,0.9937713638872936,5,10,10,0.9929,0.9817,0.9871,0.9653,0.9897,0.9935,0.9835,0.9877,0.9562,0.9897,0.0001060815626013,0.0001602619667475,7.284653709502892e-05,8.741542965251332e-05,52.4,42,5,52.5,r-naive_sl10_st10_sp336,,,,,,,,,,
yahoo-a4,gru,cumulative,10,10,336,B2,,,,,,,,0.0013122861078361,0.0069822050332678,-0.0013122861078361,0.9860540734189612,0.986434452140626,0.9945780568365368,5,10,10,0.9929,0.9833,0.9896,0.9732,0.9913,0.9945,0.9874,0.99,0.9689,0.9913,0.0005031419307959,0.0007601180959743,0.0003455090535364,0.0004146090424379,248.8,107,5,248.7,r-cumulative_sl10_st10_sp336,,,,,,,,,,
yahoo-a4,gru,experts,10,10,336,B2,,,,,,,,-0.0016594529514158,0.00421847966845,0.0016594529514158,0.9832946496463773,0.9816835282483278,0.9936356759027432,5,10,10,0.9929,0.9838,0.9866,0.9649,0.9882,0.9916,0.9808,0.9859,0.9619,0.9882,0.0001733085392205,0.0002618246438734,0.0001190115070009,0.0001428131368725,85.7,94,5,85.7,r-experts_sl10_st10_sp336,,,,,,,,,,
yahoo-a4,gru,random-buffer,10,10,336,B2,50.0,,,0.5,,,,-0.0001549477543805,0.0055287254612131,0.0001549477543805,0.983696237971288,0.9828007828714668,0.9938141148961244,5,10,10,0.9929,0.9833,0.9878,0.9648,0.9897,0.9938,0.9846,0.9884,0.9575,0.9897,0.0001755469417261,0.0002652062945497,0.000120548623438,0.0001446576711116,86.8,56,5,86.8,r-random-buffer_sl10_st10_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,10,10,336,B2,50.0,,,0.5,,,,0.0007172108135364,0.0059120753220007,-0.0007172108135364,0.9838802421797632,0.9847156791702968,0.9939925538895054,5,10,10,0.9929,0.9838,0.9874,0.9649,0.9903,0.994,0.9851,0.9886,0.9655,0.9903,0.0001759502746279,0.0002658156268645,0.0001208255809589,0.0001449900459055,87.0,56,5,87.0,r-reservoir_sl10_st10_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,ewc,10,10,336,B2,,,,,1000.0,,,0.0009282102767361,0.0039890289095581,-0.0009282102767361,0.9829105250761916,0.9835371623765358,0.9934814005230492,5,10,10,0.9929,0.9811,0.9862,0.9652,0.9892,0.9935,0.9839,0.9886,0.9624,0.9892,0.0001171834045871,0.0001770339956236,8.047021527632347e-05,9.6563780347351e-05,57.9,42,5,57.9,r-ewc_sl10_st10_sp336_la1000.0,,,,,,,,,,
yahoo-a4,gru,lwf,10,10,336,B2,,,,,,1.0,2.0,-0.0001774832725716,0.0062694427065685,0.0001774832725716,0.9840737407093764,0.9834164982615468,0.993663556995459,5,10,10,0.9929,0.9842,0.9877,0.9649,0.9907,0.9935,0.9836,0.9882,0.9611,0.9907,0.0001179438296859,0.000178182802437,8.099239334308851e-05,9.719040909394002e-05,58.3,46,5,58.3,r-lwf_sl10_st10_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,gru,naive,16,16,336,B2,,,,,,,,0.002318770426064,0.0125030531585747,-0.002318770426064,0.9554684210690244,0.956063229527496,0.9802520254332888,5,10,10,0.9744,0.9561,0.9549,0.9142,0.9777,0.9778,0.953,0.9612,0.9106,0.9777,0.0001358307795102,0.0002052053847563,9.327540642310242e-05,0.0001119299783332,67.2,62,5,67.2,r-naive_sl16_st16_sp336,,,,,,,,,,
yahoo-a4,gru,cumulative,16,16,336,B2,,,,,,,,0.0118710637048923,0.0226106179742014,-0.0118710637048923,0.9650655341239978,0.9786298810515112,0.9911563557583838,5,10,10,0.9744,0.9581,0.9782,0.9264,0.9882,0.9912,0.9778,0.9852,0.9508,0.9882,0.0005389762706172,0.0008142545701743,0.0003701166227414,0.0004441379474328,266.5,130,5,266.5,r-cumulative_sl16_st16_sp336,,,,,,,,,,
yahoo-a4,gru,experts,16,16,336,B2,,,,,,,,0.0024667511779456,0.0222557527162807,-0.0024667511779456,0.96323589400184,0.9631203502791766,0.9866327812532047,5,10,10,0.9744,0.9663,0.9675,0.9269,0.9811,0.9832,0.9601,0.9663,0.925,0.9811,7.80780600226468e-07,0.0003284429062221,0.0001492926337943,0.0001791502724277,107.5,133,5,107.5,r-experts_sl16_st16_sp336,,,,,,,,,,
yahoo-a4,gru,random-buffer,16,16,336,B2,50.0,,,0.5,,,,0.0006661460980142,0.0102388732556031,-0.0006661460980142,0.9537212475913208,0.9530387482490852,0.9792056583940107,5,10,10,0.9744,0.9545,0.9575,0.9102,0.9721,0.9775,0.9519,0.9576,0.9061,0.9721,0.0001813884017474,0.00027403123876,0.0001245599436922,0.0001494712950677,89.7,63,5,89.7,r-random-buffer_sl16_st16_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,reservoir,16,16,336,B2,50.0,,,0.5,,,,0.0049998787685352,0.0122911560430087,-0.0049998787685352,0.9558375751017184,0.9589469291311296,0.9850576222951491,5,10,10,0.9744,0.9561,0.9568,0.9175,0.9744,0.9851,0.9584,0.9618,0.9151,0.9744,0.0001929275498739,0.0002914639247799,0.0001324839552663,0.0001589799695136,95.4,68,5,95.4,r-reservoir_sl16_st16_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,gru,ewc,16,16,336,B2,,,,,1000.0,,,0.0031363059469707,0.0119880345455476,-0.0031363059469707,0.954722538066732,0.9571098601801696,0.9807071069633884,5,10,10,0.9744,0.9546,0.9511,0.9188,0.9746,0.9791,0.9551,0.9605,0.9162,0.9746,0.0001385825441329,0.0002093625936024,9.516507471174311e-05,0.0001141975188907,68.5,55,5,68.5,r-ewc_sl16_st16_sp336_la1000.0,,,,,,,,,,
yahoo-a4,gru,lwf,16,16,336,B2,,,,,,1.0,2.0,0.0014653130177397,0.0128393612881518,-0.0014653130177397,0.9560180125468664,0.9558981445792392,0.9802456158342734,5,10,10,0.9744,0.9554,0.9549,0.9189,0.9765,0.9776,0.9533,0.9601,0.9119,0.9765,0.000136836804417,0.0002067252297342,9.39662662606376e-05,0.0001127589634736,67.7,56,5,67.7,r-lwf_sl16_st16_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,gru,naive,24,24,336,B2,,,,,,,,-0.0064749873650558,0.0144996572931343,0.0064749873650558,0.8919430431171358,0.8922436747679766,0.9135495281177656,5,10,10,0.9135,0.8883,0.898,0.8507,0.9091,0.906,0.8886,0.8983,0.8592,0.9091,0.0001668330816953,0.0002520418924401,0.0001145647818856,0.0001374771105544,82.5,78,5,82.5,r-naive_sl24_st24_sp336,,,,,,,,,,
yahoo-a4,gru,cumulative,24,24,336,B2,,,,,,,,-0.0196737338419662,0.005417469710963,0.0196737338419662,0.8840114593588393,0.8679228694246349,0.9135495281177656,5,10,10,0.9135,0.8856,0.8868,0.8456,0.8885,0.8615,0.8628,0.881,0.8458,0.8885,2.1142303229532976e-06,0.0008893714207196,0.0004042607162057,0.0004851107045138,291.1,160,5,291.1,r-cumulative_sl24_st24_sp336,,,,,,,,,,
yahoo-a4,gru,experts,24,24,336,B2,,,,,,,,-0.0187602084775888,-0.0009010181215891,0.0187602084775888,0.8785505332009984,0.8783314562923599,0.9135495281177656,5,10,10,0.9135,0.8727,0.8781,0.8329,0.8955,0.8864,0.8764,0.8823,0.8511,0.8955,1.0347657984216465e-06,0.00043528423477,0.0001978569619221,0.0002374272728478,142.5,195,5,142.5,r-experts_sl24_st24_sp336,,,,,,,,,,
yahoo-a4,gru,random-buffer,24,24,336,B2,50.0,,,0.5,,,,-0.0035637934589777,0.0172730972551931,0.0035637934589777,0.8950811017472061,0.8937621638205678,0.9142152305331724,5,10,10,0.9135,0.8926,0.9037,0.8569,0.9087,0.9091,0.8891,0.9003,0.8616,0.9087,0.0001960785029612,0.0002962242047619,0.0001346477050379,0.0001615764997239,96.9,73,5,97.0,r-random-buffer_sl24_st24_sp336_bu50_re0.5,,,,,,,,,,
