dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c5,diag_c6,diag_c7,diag_c8,diag_c9,final_c5,final_c6,final_c7,final_c8,final_c9
yahoo-a4,lstm,lwf,24,24,336,B2,,,,,,1.0,2.0,0.0272418923626294,0.0291938746850194,-0.0272418923626294,0.8604995880648003,0.8781569770064174,0.8932079901322746,5,10,10,0.8172,0.878,0.8749,0.8426,0.8898,0.8932,0.8807,0.882,0.8451,0.8898,5.247205992482346e-07,0.0002207287918292,0.0001003315234957,0.0001203972683334,72.2,54,5,72.2,r-lwf_sl24_st24_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,lstm,naive,8,4,336,B3,,,,,,,,0.0002933020522112,0.004852379934349,-0.0002933020522112,0.9832225584999932,0.9846366162482234,0.993400966183575,5,10,10,0.9927,0.9846,0.9855,0.9641,0.9892,0.9934,0.9851,0.9872,0.9683,0.9892,0.000165850271792,0.0002505571193638,0.0001138898913774,0.0001366672279864,82.0,40,5,82.0,r-naive_sl8_st4_sp336,,,,,,,,,,
yahoo-a4,lstm,cumulative,8,4,336,B3,,,,,,,,0.0009137875087639,0.0052664414847766,-0.0009137875087639,0.983234726329792,0.985096977809514,0.993903381642512,5,10,10,0.9927,0.985,0.9875,0.9617,0.9893,0.9939,0.9866,0.9874,0.9683,0.9893,0.0007750797960703,0.0011709462931964,0.0005322495250018,0.0006386967681945,383.2,86,5,383.3,r-cumulative_sl8_st4_sp336,,,,,,,,,,
yahoo-a4,lstm,experts,8,4,336,B3,,,,,,,,-0.0010680662401709,0.0068469602989292,0.0010680662401709,0.9830823998664264,0.9825581248289356,0.9930144927536232,5,10,10,0.9927,0.9867,0.9853,0.9602,0.9905,0.993,0.985,0.9876,0.9567,0.9905,0.0002643382915706,0.0003993471952614,0.0001815218956048,0.0002178252996566,130.7,78,5,130.7,r-experts_sl8_st4_sp336,,,,,,,,,,
yahoo-a4,lstm,random-buffer,8,4,336,B3,50.0,,,0.5,,,,0.0003111530674668,0.0061519628549334,-0.0003111530674668,0.9832454038338528,0.9836708749204182,0.9931884057971014,5,10,10,0.9927,0.9842,0.9859,0.9647,0.9887,0.993,0.9845,0.9868,0.9653,0.9887,0.0003340455098701,0.000504656879878,0.0002293900530694,0.0002752668268086,165.2,59,5,165.2,r-random-buffer_sl8_st4_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,lstm,reservoir,8,4,336,B3,50.0,,,0.5,,,,0.0001051937112517,0.0031664789054063,-0.0001051937112517,0.9819958909166424,0.9819787084280333,0.9934357487922706,5,10,10,0.9927,0.9837,0.9839,0.9616,0.9881,0.9932,0.9838,0.9849,0.9599,0.9881,0.0003262057524719,0.0004928130221081,0.0002240064412038,0.0002688065809042,161.3,57,5,161.3,r-reservoir_sl8_st4_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,lstm,ewc,8,4,336,B3,,,,,1000.0,,,-0.0005217836581293,0.0043448198065847,0.0005217836581293,0.9816549310346518,0.982002644760286,0.9932193236714976,5,10,10,0.9927,0.9846,0.9859,0.956,0.9891,0.9932,0.9837,0.9851,0.9589,0.9891,0.0001901490233493,0.0002872662855807,0.0001305759273165,0.0001566903582642,94.0,40,5,94.0,r-ewc_sl8_st4_sp336_la1000.0,,,,,,,,,,
yahoo-a4,lstm,lwf,8,4,336,B3,,,,,,1.0,2.0,-3.630796970353067e-05,0.0040310246168133,3.630796970353067e-05,0.982682257699002,0.9838497665250888,0.9930280193236716,5,10,10,0.9927,0.9846,0.9853,0.9618,0.989,0.993,0.9847,0.9863,0.9663,0.989,0.000189152604995,0.0002857609536338,0.0001298916696751,0.0001558692839586,93.5,43,5,93.5,r-lwf_sl8_st4_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,lstm,naive,12,6,336,B3,,,,,,,,0.0004785361890421,0.0065949283920836,-0.0004785361890421,0.9784206507113716,0.9781597537240584,0.991967920841446,5,10,10,0.9885,0.9784,0.9824,0.9516,0.9911,0.9913,0.9772,0.9842,0.9471,0.9911,0.0001901993440241,0.0002873423071826,0.0001306104793368,0.0001567318278457,94.0,54,5,94.1,r-naive_sl12_st6_sp336,,,,,,,,,,
yahoo-a4,lstm,cumulative,12,6,336,B3,,,,,,,,0.0025030675786368,0.0076106675688604,-0.0025030675786368,0.9781863847693286,0.9801961572788012,0.993800814970742,5,10,10,0.9885,0.9812,0.9814,0.9503,0.9895,0.9938,0.9832,0.9881,0.9464,0.9895,0.000744954643178,0.0011254349325725,0.0005115625638883,0.0006138723686841,368.3,106,5,368.3,r-cumulative_sl12_st6_sp336,,,,,,,,,,
yahoo-a4,lstm,experts,12,6,336,B3,,,,,,,,-0.0008264604673396,0.0044738271692301,0.0008264604673396,0.9766603260860568,0.9736753336067896,0.9916343481550796,5,10,10,0.9885,0.9769,0.9856,0.9443,0.988,0.991,0.9754,0.978,0.936,0.988,0.0003915459295465,0.000591525230232,0.0002688757648161,0.0003226494654159,193.6,142,5,193.6,r-experts_sl12_st6_sp336,,,,,,,,,,
yahoo-a4,lstm,random-buffer,12,6,336,B3,50.0,,,0.5,,,,0.0023625463319157,0.0040070857613843,-0.0023625463319157,0.9759315140556326,0.9778496636018386,0.9912007036628036,5,10,10,0.9885,0.974,0.9826,0.9453,0.9893,0.9911,0.9776,0.9838,0.9475,0.9893,0.0002975628671466,0.0004495409866762,0.0002043373277184,0.0002452036589578,147.1,62,5,147.1,r-random-buffer_sl12_st6_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,lstm,reservoir,12,6,336,B3,50.0,,,0.5,,,,0.002016131760093,0.0035343495046451,-0.002016131760093,0.97481209327952,0.9770096905753126,0.9909900261766776,5,10,10,0.9885,0.9742,0.981,0.9434,0.987,0.991,0.9781,0.9828,0.9462,0.987,0.0002907177778847,0.0004391998167238,0.0001996367549193,0.0002395630618045,143.7,61,5,143.8,r-reservoir_sl12_st6_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,lstm,ewc,12,6,336,B3,,,,,1000.0,,,0.0009817955499799,0.005713585023409,-0.0009817955499799,0.9777472867882866,0.9784218981370938,0.9919012063041728,5,10,10,0.9885,0.9786,0.9826,0.949,0.99,0.9913,0.9781,0.9842,0.9486,0.99,0.0002050551770746,0.0003097856513789,0.0001408120483205,0.0001689736030584,101.4,52,5,101.4,r-ewc_sl12_st6_sp336_la1000.0,,,,,,,,,,
yahoo-a4,lstm,lwf,12,6,336,B3,,,,,,1.0,2.0,0.0006878879586516,0.0079570872294755,-0.0006878879586516,0.978814745668511,0.9788464674350116,0.9913393996745034,5,10,10,0.9885,0.9787,0.9838,0.952,0.991,0.9913,0.978,0.9846,0.9493,0.991,0.000213914287748,0.0003231694898645,0.0001468956263891,0.0001762738634754,105.8,58,5,105.8,r-lwf_sl12_st6_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,lstm,naive,24,12,336,B3,,,,,,,,0.0148369072606553,0.0533838426315685,-0.0148369072606553,0.9112624476517868,0.9241030451591704,0.9533653457181424,5,10,10,0.9155,0.9075,0.9223,0.8739,0.9371,0.9534,0.9146,0.9299,0.8855,0.9371,0.0002012235656679,0.0003039970716786,0.0001381808402217,0.0001658162314568,99.5,59,5,99.5,r-naive_sl24_st12_sp336,,,,,,,,,,
yahoo-a4,lstm,cumulative,24,12,336,B3,,,,,,,,0.0176044173887205,0.0500579819917906,-0.0176044173887205,0.9066159995869296,0.922437414262298,0.959102593400604,5,10,10,0.9155,0.896,0.9203,0.8808,0.9205,0.9591,0.9161,0.9293,0.8871,0.9205,0.0007492584011473,0.0011319368043365,0.0005145179578749,0.0006174188464616,370.5,115,5,370.5,r-cumulative_sl24_st12_sp336,,,,,,,,,,
yahoo-a4,lstm,experts,24,12,336,B3,,,,,,,,0.0164777200193724,0.0575159618749849,-0.0164777200193724,0.911214496338508,0.9221306162596904,0.955826599424572,5,10,10,0.9155,0.9082,0.9222,0.8753,0.9349,0.9558,0.9123,0.9243,0.8834,0.9349,0.000298238962914,0.0004505623935516,0.0002048015645258,0.0002457608290257,147.5,111,5,147.5,r-experts_sl24_st12_sp336,,,,,,,,,,
yahoo-a4,lstm,random-buffer,24,12,336,B3,50.0,,,0.5,,,,0.0132290783151647,0.0563423320872271,-0.0132290783151647,0.91143816883118,0.9209083743848404,0.944770829459532,5,10,10,0.9155,0.9057,0.9265,0.8741,0.9354,0.9447,0.9134,0.9287,0.8824,0.9354,0.0002913443794571,0.0004401464505959,0.0002000670668436,0.0002400793837523,144.0,66,5,144.1,r-random-buffer_sl24_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,lstm,reservoir,24,12,336,B3,50.0,,,0.5,,,,0.0182787492911164,0.0605828358055605,-0.0182787492911164,0.9154870974921068,0.926830664940648,0.9558890533825206,5,10,10,0.9155,0.907,0.9289,0.8847,0.9413,0.9554,0.9189,0.9328,0.8857,0.9413,0.0002754374690545,0.0004161151987602,0.0001891437770249,0.0002269714217353,136.2,62,5,136.2,r-reservoir_sl24_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,lstm,ewc,24,12,336,B3,,,,,1000.0,,,0.01277939439777,0.0523820095585106,-0.01277939439777,0.9115149920187944,0.9200947050680852,0.9462725632665692,5,10,10,0.9155,0.9073,0.9247,0.8755,0.9346,0.9463,0.9127,0.9258,0.8812,0.9346,0.0002164408196357,0.000326986429957,0.0001486306043988,0.0001783558255581,107.0,59,5,107.0,r-ewc_sl24_st12_sp336_la1000.0,,,,,,,,,,
yahoo-a4,lstm,lwf,24,12,336,B3,,,,,,1.0,2.0,0.0131373766897949,0.0536090609947457,-0.0131373766897949,0.9109959299374086,0.9182351027361056,0.9461675270645646,5,10,10,0.9155,0.9062,0.9212,0.8782,0.9338,0.9453,0.9112,0.9245,0.8763,0.9338,0.0002134365242068,0.0003224477119902,0.000146567539698,0.0001758801722922,105.5,59,5,105.5,r-lwf_sl24_st12_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,lstm,naive,12,12,168,B5,,,,,,,,0.0146463926916983,0.0722837967897393,-0.0146463926916983,0.9321703721723752,0.94256072019229,0.982165690376569,10,45,45,0.9585,0.8999,0.965,0.9567,0.9101,0.9734,0.9462,0.9688,0.9515,0.9404,0.0001571016977988,0.0002373402733822,0.00010788222859,0.0001294580447922,77.7,77,10,77.7,r-naive_sl12_st12_sp168,0.9427,0.9075,0.9395,0.8933,0.9485,0.9465,0.9093,0.9414,0.8996,0.9485
yahoo-a4,lstm,cumulative,12,12,168,B5,,,,,,,,0.0119700950844303,0.0904181020088296,-0.0119700950844303,0.9468894958473308,0.9493516138751013,0.9970410041841004,10,45,45,0.9585,0.9124,0.9634,0.9716,0.9455,0.982,0.957,0.9581,0.9616,0.947,0.0007305165608046,0.0011036227022425,0.0005016478623826,0.0006019748398599,361.2,192,10,361.2,r-cumulative_sl12_st12_sp168,0.967,0.9173,0.9494,0.9175,0.9661,0.9565,0.899,0.952,0.9141,0.9661
yahoo-a4,lstm,experts,12,12,168,B5,,,,,,,,-0.0172237714051061,0.0525800515485778,0.0172237714051061,0.905997877163688,0.9010119174326072,0.9828217573221758,10,45,45,0.9585,0.9364,0.9511,0.9467,0.8752,0.9503,0.873,0.9169,0.9301,0.8881,0.0002121489796067,0.0003205025631365,0.0001456833318858,0.0001748192312506,104.9,178,10,104.9,r-experts_sl12_st12_sp168,0.8921,0.8602,0.905,0.8263,0.9085,0.9104,0.871,0.9162,0.8456,0.9085
yahoo-a4,lstm,random-buffer,12,12,168,B5,50.0,,,0.5,,,,-0.0007368152536508,0.0741952528908077,0.0007368152536508,0.92855288265207,0.9299708099622022,0.9741991631799164,10,45,45,0.9585,0.9166,0.9683,0.9448,0.9076,0.9495,0.9269,0.9448,0.9377,0.9283,0.0001924980145577,0.0002908150073539,0.00013218896638,0.0001586260409738,95.2,80,10,95.2,r-random-buffer_sl12_st12_sp168_bu50_re0.5,0.9287,0.8981,0.935,0.8817,0.9462,0.9329,0.9034,0.9383,0.8918,0.9462
yahoo-a4,lstm,reservoir,12,12,168,B5,50.0,,,0.5,,,,0.0126190326995587,0.0815242770934608,-0.0126190326995587,0.9378621134477504,0.9441474813521477,0.9909355648535564,10,45,45,0.9585,0.9149,0.9825,0.9673,0.93,0.9899,0.9578,0.9806,0.9607,0.939,0.0001904164095455,0.0002876702373763,0.000130759542652,0.0001569106947242,94.1,78,10,94.2,r-reservoir_sl12_st12_sp168_bu50_re0.5,0.9484,0.9036,0.9413,0.8878,0.9442,0.945,0.8943,0.9401,0.8899,0.9442
yahoo-a4,lstm,ewc,12,12,168,B5,,,,,1000.0,,,0.0144752649659184,0.071505676891514,-0.0144752649659184,0.931179169948118,0.939904314130004,0.982942259414226,10,45,45,0.9585,0.8975,0.965,0.9578,0.91,0.9742,0.9419,0.9676,0.9496,0.9384,5.983377643039212e-07,0.0002516965638662,0.0001144078292832,0.000137288734583,82.4,77,10,82.4,r-ewc_sl12_st12_sp168_la1000.0,0.9432,0.9078,0.9393,0.891,0.9416,0.944,0.9064,0.9385,0.8967,0.9416
yahoo-a4,lstm,lwf,12,12,168,B5,,,,,,1.0,2.0,0.0159930342036187,0.0705587590121446,-0.0159930342036187,0.9318794683470948,0.9424561012344213,0.983484518828452,10,45,45,0.9585,0.8925,0.9701,0.9539,0.9154,0.9751,0.9458,0.9696,0.951,0.941,0.0001653514072917,0.0002498034633655,0.000113547321006,0.0001362561423595,81.8,80,10,81.7,r-lwf_sl12_st12_sp168_al1.0_te2.0,0.9414,0.9036,0.9401,0.8972,0.946,0.947,0.9081,0.9426,0.8982,0.946
yahoo-a4,tcn,naive,12,12,336,B1,,,,,,,,-0.0061617236702052,0.0079647665178991,0.0061617236702052,0.9338564212049482,0.928277912289064,0.9649836461601394,5,10,10,0.965,0.933,0.9329,0.8968,0.9416,0.957,0.9278,0.9285,0.8866,0.9416,3.470611090149571e-05,5.2432010378041825e-05,2.383283663010742e-05,2.8599173747934404e-05,17.2,45,5,17.2,r-naive_sl12_st12_sp336,,,,,,,,,,
yahoo-a4,tcn,cumulative,12,12,336,B1,,,,,,,,-0.0051720461072531,-0.0011490382024116,0.0051720461072531,0.9250778425124576,0.9219029157323496,0.9649836461601394,5,10,10,0.965,0.9243,0.9298,0.881,0.9253,0.9517,0.9275,0.9248,0.8803,0.9253,7.577014230066356e-05,0.0001144692039603,5.203161770995292e-05,6.243758625040452e-05,37.5,63,5,37.5,r-cumulative_sl12_st12_sp336,,,,,,,,,,
yahoo-a4,tcn,experts,12,12,336,B1,,,,,,,,0.0050967563299624,0.0164817140540332,-0.0050967563299624,0.9415742069573227,0.941824706592208,0.9777524574650934,5,10,10,0.965,0.9278,0.9462,0.9077,0.9612,0.9732,0.9391,0.9387,0.8969,0.9612,4.121918407702543e-05,6.22715893876739e-05,2.8305380151141432e-05,3.396620923653245e-05,20.4,70,5,20.4,r-experts_sl12_st12_sp336,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,50.0,,,0.5,,,,-0.0049236863534434,0.0030303247315504,0.0049236863534434,0.9291149884176712,0.9250924067036528,0.9649836461601394,5,10,10,0.965,0.938,0.9146,0.8977,0.9303,0.9558,0.9241,0.9251,0.8902,0.9303,4.052788021470911e-05,6.12272069909765e-05,2.7830660186009484e-05,3.3396546804967025e-05,20.0,39,5,20.0,r-random-buffer_sl12_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,100.0,,,0.5,,,,-0.0031163341065814,-0.0013295985752809,0.0031163341065814,0.9283982634807196,0.928336386249748,0.9649836461601394,5,10,10,0.965,0.9251,0.9194,0.8949,0.9376,0.9558,0.9286,0.9307,0.889,0.9376,4.812666740364898e-05,7.270702072988368e-05,3.3048756423199345e-05,3.965826430668434e-05,23.8,52,5,23.8,r-random-buffer_sl12_st12_sp336_bu100_re0.5,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,250.0,,,0.5,,,,-0.0039671434038088,0.0034615345134191,0.0039671434038088,0.9310192339946838,0.9326744054364372,0.9649836461601394,5,10,10,0.965,0.9323,0.9242,0.8897,0.9439,0.9549,0.9311,0.9372,0.8962,0.9439,4.502228688221996e-05,6.801709992086723e-05,3.0916976794186565e-05,3.710012312668065e-05,22.3,46,5,22.3,r-random-buffer_sl12_st12_sp336_bu250_re0.5,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,500.0,,,0.5,,,,-0.0013402314711564,0.0034519470062401,0.0013402314711564,0.9306064055753572,0.9379003033107376,0.9649836461601394,5,10,10,0.965,0.927,0.9225,0.8903,0.9482,0.9571,0.9366,0.9448,0.9028,0.9482,4.29909092509601e-05,6.494821060203119e-05,2.95220615736778e-05,3.5426149028353395e-05,21.3,42,5,21.3,r-random-buffer_sl12_st12_sp336_bu500_re0.5,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,1000.0,,,0.5,,,,-0.0050921028583306,0.0040535599786505,0.0050921028583306,0.9302243071348149,0.9294018591115254,0.9649836461601394,5,10,10,0.965,0.933,0.9227,0.8894,0.941,0.9522,0.9304,0.931,0.8924,0.941,4.655174736769972e-05,7.032772147898665e-05,3.1967259604587326e-05,3.8360461874399335e-05,23.0,48,5,23.0,r-random-buffer_sl12_st12_sp336_bu1000_re0.5,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,50.0,,,,,,,0.0019448133006989,-0.0025843436392081,-0.0019448133006989,0.9282406452973682,0.935395267450908,0.9649906687430102,5,10,10,0.965,0.9214,0.9308,0.8783,0.9457,0.965,0.9355,0.9408,0.8899,0.9457,3.263021414474235e-05,4.9295864106776816e-05,2.2407323552761227e-05,2.688854055401559e-05,16.1,36,5,16.1,r-random-buffer_sl12_st12_sp336_bu50,,,,,,,,,,
yahoo-a4,tcn,random-buffer,12,12,336,B1,50.0,,,0.3,,,,-0.0023714102298438,0.0057796820836221,0.0023714102298438,0.9315111112497932,0.9304503548736228,0.9649836461601394,5,10,10,0.965,0.9323,0.9235,0.8978,0.939,0.9586,0.933,0.933,0.8886,0.939,3.7406241020997825e-05,5.6511212765472e-05,2.568703096088332e-05,3.0824181804588685e-05,18.5,41,5,18.5,r-random-buffer_sl12_st12_sp336_bu50_re0.3,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,50.0,,,0.5,,,,-0.0021364666018969,-0.0011622904248294,0.0021364666018969,0.9276129274986266,0.9282365422411072,0.9649836461601394,5,10,10,0.965,0.9281,0.92,0.8873,0.9376,0.9579,0.9284,0.9288,0.8884,0.9376,1.555190576548987e-07,6.542059479229566e-05,2.9736737847431663e-05,3.5683856944864e-05,21.4,45,5,21.4,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,100.0,,,0.5,,,,-0.0063171943972009,0.0015425125450096,0.0063171943972009,0.9285159292405932,0.9228637930690488,0.9649836461601394,5,10,10,0.965,0.9253,0.9242,0.8964,0.9317,0.9484,0.9259,0.9249,0.8834,0.9317,4.404848834708461e-05,6.654594070498003e-05,3.02482554967153e-05,3.6297685208264736e-05,21.8,44,5,21.8,r-reservoir_sl12_st12_sp336_bu100_re0.5,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,250.0,,,0.5,,,,-0.0032790524997766,0.003869263634361,0.0032790524997766,0.9307790819978392,0.9327802258036484,0.9649836461601394,5,10,10,0.965,0.9324,0.9242,0.8915,0.9408,0.9553,0.9343,0.9362,0.8973,0.9408,4.360173005170833e-05,6.587100378548105e-05,2.994147309024508e-05,3.592953069523598e-05,21.6,43,5,21.6,r-reservoir_sl12_st12_sp336_bu250_re0.5,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,500.0,,,0.5,,,,-0.0010101495033885,0.0023147581276859,0.0010101495033885,0.9313099321180112,0.9347382902329924,0.9649836461601394,5,10,10,0.965,0.9303,0.9238,0.8926,0.9449,0.9584,0.9349,0.9376,0.8979,0.9449,4.310168062103129e-05,6.5115557662082e-05,2.9598092245739988e-05,3.5517465416342014e-05,21.3,43,5,21.3,r-reservoir_sl12_st12_sp336_bu500_re0.5,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,1000.0,,,0.5,,,,-0.0045933241185368,0.0002699691981555,0.0045933241185368,0.9282189343790088,0.9288406749679056,0.9649836461601394,5,10,10,0.965,0.9244,0.9246,0.8878,0.9393,0.9494,0.9302,0.934,0.8912,0.9393,4.472871202833298e-05,6.757358379687907e-05,3.071537893524186e-05,3.685820486163721e-05,22.1,46,5,22.1,r-reservoir_sl12_st12_sp336_bu1000_re0.5,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,50.0,,,,,,,0.0010777581338654,-0.0035547917104516,-0.0010777581338654,0.9260648117333308,0.9324895778843938,0.9649836461601394,5,10,10,0.965,0.9199,0.9294,0.8759,0.9402,0.9626,0.9341,0.9379,0.8877,0.9402,3.31988284370096e-05,5.015489410751292e-05,2.279778396930649e-05,2.7357110138206436e-05,16.4,36,5,16.4,r-reservoir_sl12_st12_sp336_bu50,,,,,,,,,,
yahoo-a4,tcn,reservoir,12,12,336,B1,50.0,,,0.3,,,,0.0020644508288703,0.0081121806407344,-0.0020644508288703,0.9333877822741368,0.9353712511757954,0.966258244951202,5,10,10,0.965,0.9269,0.9309,0.9032,0.9409,0.9633,0.9358,0.9373,0.8995,0.9409,3.701734190525278e-05,5.592368619037896e-05,2.541995445563872e-05,3.0503731734740233e-05,18.3,40,5,18.3,r-reservoir_sl12_st12_sp336_bu50_re0.3,,,,,,,,,,
yahoo-a4,tcn,ewc,12,12,336,B1,,,,,1000.0,,,-0.0003345523803367,0.0081332572109325,0.0003345523803367,0.9345887698292844,0.933353520852094,0.972088744379739,5,10,10,0.965,0.9356,0.9349,0.8903,0.9472,0.9645,0.933,0.9333,0.8888,0.9472,3.812637477887469e-05,5.759914972198507e-05,2.6181540971932315e-05,3.1417608750052754e-05,18.9,40,5,18.8,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,,,
yahoo-a4,tcn,ewc,12,12,336,B1,,,,,100.0,,,-0.0032957440843812,0.0075387936209024,0.0032957440843812,0.9347450688548372,0.930119647517731,0.9653224857836588,5,10,10,0.965,0.9347,0.9296,0.9018,0.9427,0.9598,0.9302,0.9291,0.8887,0.9427,3.7143429753745224e-05,5.6114172511346013e-05,2.550655237282626e-05,3.060762013851975e-05,18.4,40,5,18.4,r-ewc_sl12_st12_sp336_la100,,,,,,,,,,
yahoo-a4,tcn,ewc,12,12,336,B1,,,,,500.0,,,-0.0035628077124304,0.0091694456341929,0.0035628077124304,0.9354272116598285,0.9301040461820442,0.9669517250097,5,10,10,0.965,0.9354,0.9422,0.8916,0.9429,0.9611,0.9318,0.9292,0.8856,0.9429,3.9601682198687646e-05,5.982795992102991e-05,2.7194637210858573e-05,3.263332271017134e-05,19.6,46,5,19.6,r-ewc_sl12_st12_sp336_la500,,,,,,,,,,
yahoo-a4,tcn,ewc,12,12,336,B1,,,,,5000.0,,,0.0009629561011872,0.008031123495044,-0.0009629561011872,0.9356832172792172,0.9377300773713504,0.9741077369551134,5,10,10,0.965,0.9349,0.9344,0.8905,0.9537,0.9701,0.9353,0.9376,0.8919,0.9537,1.3096327305715936e-07,5.509096665411361e-05,2.5041452487413257e-05,3.004951416670035e-05,18.0,40,5,18.0,r-ewc_sl12_st12_sp336_la5000,,,,,,,,,,
yahoo-a4,tcn,ewc,12,12,336,B1,,,,,10000.0,,,0.0023780706265206,0.0060757564912938,-0.0023780706265206,0.9330807332161346,0.9396359555954756,0.9726154380950542,5,10,10,0.965,0.9334,0.9236,0.8885,0.9549,0.9726,0.934,0.9385,0.8982,0.9549,3.616663113419771e-05,5.463848093925561e-05,2.483578489563014e-05,2.980269604362547e-05,17.9,38,5,17.9,r-ewc_sl12_st12_sp336_la10000,,,,,,,,,,
yahoo-a4,tcn,lwf,12,12,336,B1,,,,,,1.0,2.0,-0.0025933526609773,0.0030582654100559,0.0025933526609773,0.933945629423998,0.930254125313193,0.9649836461601394,5,10,10,0.965,0.9286,0.9367,0.8974,0.9421,0.9602,0.9288,0.9297,0.8905,0.9421,3.61548702924635e-05,5.462071333119337e-05,2.482771215145476e-05,2.9793001179738593e-05,17.9,42,5,17.9,r-lwf_sl12_st12_sp336_al1.0_te2.0,,,,,,,,,,
yahoo-a4,tcn,lwf,12,12,336,B1,,,,,,0.1,2.0,-0.0061614840167447,0.0042324214440745,0.0061614840167447,0.928770756457664,0.9289692101527006,0.9649836461601394,5,10,10,0.965,0.9327,0.9342,0.8712,0.9407,0.9568,0.9285,0.9299,0.8889,0.9407,3.613715274203151e-05,5.4593946667802e-05,2.4815539583667287e-05,2.9778407084134717e-05,17.9,44,5,17.9,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,,,
yahoo-a4,tcn,lwf,12,12,336,B1,,,,,,0.5,2.0,-0.001316963804991,-1.5683572394042943e-05,0.001316963804991,0.9267014929402412,0.9298133821462632,0.9649836461601394,5,10,10,0.965,0.9293,0.9257,0.8727,0.9409,0.9589,0.9301,0.9299,0.8894,0.9409,3.539193766632094e-05,5.3468118288631864e-05,2.4303806481960543e-05,2.9164311806671324e-05,17.5,40,5,17.5,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,,,
yahoo-a4,tcn,lwf,12,12,336,B1,,,,,,2.0,2.0,-0.0023658562031562,0.0083299554203985,0.0023658562031562,0.9294896600264084,0.929349058475801,0.9698625856096744,5,10,10,0.965,0.9351,0.9317,0.8731,0.9425,0.9587,0.9318,0.9296,0.8841,0.9425,3.4569776956675084e-05,5.222604483986894e-05,2.3739217477850616e-05,2.8486827362018328e-05,17.1,38,5,17.1,r-lwf_sl12_st12_sp336_al2.0_te2.0,,,,,,,,,,
yahoo-a4,tcn,lwf,12,12,336,B1,,,,,,1.0,1.0,-0.0016801295875539,0.0042403165993493,0.0016801295875539,0.9286216642298976,0.9295754358515118,0.9673994146677176,5,10,10,0.965,0.9312,0.9275,0.8771,0.9424,0.9601,0.9315,0.9292,0.8847,0.9424,3.501543673823317e-05,5.2899322187424536e-05,2.404525468720951e-05,2.8854067500215028e-05,17.3,41,5,17.3,r-lwf_sl12_st12_sp336_al1.0_te1.0,,,,,,,,,,
yahoo-a4,tcn,lwf,12,12,336,B1,,,,,,1.0,5.0,-0.0061057811459672,0.0043436377042659,0.0061057811459672,0.9288521607466412,0.9289795099617524,0.9649836461601394,5,10,10,0.965,0.933,0.9343,0.8712,0.9408,0.9568,0.9286,0.9297,0.889,0.9408,3.680323709182051e-05,5.560022886519114e-05,2.527295081009571e-05,3.0327278055095424e-05,18.2,44,5,18.2,r-lwf_sl12_st12_sp336_al1.0_te5.0,,,,,,,,,,
yahoo-a4,tcn,naive,6,6,336,B2,,,,,,,,0.0166159719694897,0.0480643868735418,-0.0166159719694897,0.9597116569911046,0.969299779124753,0.986377889414237,5,10,10,0.9399,0.9648,0.9708,0.9367,0.9864,0.9836,0.9716,0.9706,0.9343,0.9864,4.263054738910202e-05,6.440379648042533e-05,2.927456238345864e-05,3.512923409696669e-05,21.1,37,5,21.1,r-naive_sl6_st6_sp336,,,,,,,,,,
