model,regime,run_id,n_concepts,fwt_lopez_paz
tcn,cumulative,r-cumulative_sl6_st6_sp336,5,0.44699029825442615
tcn,cumulative,r-cumulative_sl8_st4_sp336,5,0.48235479033922934
tcn,cumulative,r-cumulative_sl8_st8_sp336,5,0.4713509025998741
vgru,cumulative,r-cumulative_sl10_st10_sp336,5,0.1788627953358409
vgru,cumulative,r-cumulative_sl12_st12_sp168,10,0.21336051416274676
vgru,cumulative,r-cumulative_sl12_st12_sp336,5,0.1895614892585008
vgru,cumulative,r-cumulative_sl12_st6_sp336,5,0.17932795194837067
vgru,cumulative,r-cumulative_sl16_st16_sp336,5,0.18101702503771877
vgru,cumulative,r-cumulative_sl24_st12_sp336,5,0.1802640168910501
vgru,cumulative,r-cumulative_sl24_st24_sp336,5,0.18669299235158068
vgru,cumulative,r-cumulative_sl6_st6_sp336,5,0.17901827399747663
vgru,cumulative,r-cumulative_sl8_st4_sp336,5,0.17867733623971332
vgru,cumulative,r-cumulative_sl8_st8_sp336,5,0.17923658112925406
vgru-kl,cumulative,r-cumulative_sl12_st12_sp336,5,0.27970582678793
vlstm,cumulative,r-cumulative_sl10_st10_sp336,5,0.17947705077730616
vlstm,cumulative,r-cumulative_sl12_st12_sp168,10,0.21263805198283242
vlstm,cumulative,r-cumulative_sl12_st12_sp336,5,0.1877227029857796
vlstm,cumulative,r-cumulative_sl12_st6_sp336,5,0.1791527923478575
vlstm,cumulative,r-cumulative_sl16_st16_sp336,5,0.18125788735408113
vlstm,cumulative,r-cumulative_sl24_st12_sp336,5,0.18176648011391427
vlstm,cumulative,r-cumulative_sl24_st24_sp336,5,0.18599352927778656
vlstm,cumulative,r-cumulative_sl6_st6_sp336,5,0.1792475790099941
vlstm,cumulative,r-cumulative_sl8_st4_sp336,5,0.17860301479555668
vlstm,cumulative,r-cumulative_sl8_st8_sp336,5,0.17971450257907495
vlstm-kl,cumulative,r-cumulative_sl12_st12_sp336,5,0.28091995776549694
vtcn,cumulative,r-cumulative_sl10_st10_sp336,5,0.18332751348980109
vtcn,cumulative,r-cumulative_sl12_st12_sp168,10,0.21714350239343969
vtcn,cumulative,r-cumulative_sl12_st12_sp336,5,0.1869475311926332
vtcn,cumulative,r-cumulative_sl12_st6_sp336,5,0.17966086184382518
vtcn,cumulative,r-cumulative_sl16_st16_sp336,5,0.18684349870151665
vtcn,cumulative,r-cumulative_sl24_st12_sp336,5,0.18181074702675998
vtcn,cumulative,r-cumulative_sl24_st24_sp336,5,0.18161202500311244
vtcn,cumulative,r-cumulative_sl6_st6_sp336,5,0.17721374143030305
vtcn,cumulative,r-cumulative_sl8_st4_sp336,5,0.17986208753181063
vtcn,cumulative,r-cumulative_sl8_st8_sp336,5,0.18074635152584367
vtcn-kl,cumulative,r-cumulative_sl12_st12_sp336,5,0.26710341196019777
gru,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.433267484787919
gru,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.4367162359076918
lstm,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.43601234602560157
lstm,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.43623589395646234
tcn,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.4198772191408573
tcn,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.4205595437993368
vgru,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.18783976360089932
vgru,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.1885229939815437
vgru-kl,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.29101089982919354
vgru-kl,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.2933405007321923
vlstm,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.18811004700678663
vlstm,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.1885661629821406
vlstm-kl,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.29207371931360604
vlstm-kl,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.2915560992044094
vtcn,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.18609545709340697
vtcn,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.18753551427006585
vtcn-kl,derpp,r-derpp_sl12_st12_sp336_bu100_re0.5_al0.5_te0.5,5,0.2841649775781678
vtcn-kl,derpp,r-derpp_sl12_st12_sp336_bu500_re0.5_al0.5_te0.5,5,0.27630681962398485
gru,ewc,r-ewc_sl10_st10_sp336_la1000.0,5,0.4786667945591917
gru,ewc,r-ewc_sl12_st12_sp168_la1000.0,10,0.39205153031495066
gru,ewc,r-ewc_sl12_st12_sp336_la100,5,0.4352847936203158
gru,ewc,r-ewc_sl12_st12_sp336_la1000.0,5,0.43369744503623764
gru,ewc,r-ewc_sl12_st12_sp336_la10000,5,0.4279511760763635
gru,ewc,r-ewc_sl12_st12_sp336_la500,5,0.4343702951135424
gru,ewc,r-ewc_sl12_st12_sp336_la5000,5,0.429180906398018
gru,ewc,r-ewc_sl12_st6_sp336_la1000.0,5,0.46465645920323434
gru,ewc,r-ewc_sl16_st16_sp336_la1000.0,5,0.4423477521029703
gru,ewc,r-ewc_sl24_st12_sp336_la1000.0,5,0.38738236869938997
gru,ewc,r-ewc_sl24_st24_sp336_la1000.0,5,0.3846194131733123
gru,ewc,r-ewc_sl6_st6_sp336_la1000.0,5,0.4740191924260011
gru,ewc,r-ewc_sl8_st4_sp336_la1000.0,5,0.48110971891200177
gru,ewc,r-ewc_sl8_st8_sp336_la1000.0,5,0.4759997818599008
lstm,ewc,r-ewc_sl10_st10_sp336_la1000.0,5,0.4811546746844119
lstm,ewc,r-ewc_sl12_st12_sp168_la1000.0,10,0.4227483100014354
lstm,ewc,r-ewc_sl12_st12_sp336_la100,5,0.4355307948746785
lstm,ewc,r-ewc_sl12_st12_sp336_la1000.0,5,0.4349651600399053
lstm,ewc,r-ewc_sl12_st12_sp336_la10000,5,0.4319398615986567
lstm,ewc,r-ewc_sl12_st12_sp336_la500,5,0.43526704742554
lstm,ewc,r-ewc_sl12_st12_sp336_la5000,5,0.4330444674670658
lstm,ewc,r-ewc_sl12_st6_sp336_la1000.0,5,0.47170525420323767
lstm,ewc,r-ewc_sl16_st16_sp336_la1000.0,5,0.4565377552502987
lstm,ewc,r-ewc_sl24_st12_sp336_la1000.0,5,0.39840942360643533
lstm,ewc,r-ewc_sl24_st24_sp336_la1000.0,5,0.36537068969677755
lstm,ewc,r-ewc_sl6_st6_sp336_la1000.0,5,0.47071656301099285
lstm,ewc,r-ewc_sl8_st4_sp336_la1000.0,5,0.4800418087624036
lstm,ewc,r-ewc_sl8_st8_sp336_la1000.0,5,0.472799282652938
tcn,ewc,r-ewc_sl10_st10_sp336_la1000.0,5,0.47555682357918616
tcn,ewc,r-ewc_sl12_st12_sp168_la1000.0,10,0.4182641850106012
tcn,ewc,r-ewc_sl12_st12_sp336_la100,5,0.4206633253078123
tcn,ewc,r-ewc_sl12_st12_sp336_la1000.0,5,0.4230047352237931
tcn,ewc,r-ewc_sl12_st12_sp336_la10000,5,0.4199447038607471
tcn,ewc,r-ewc_sl12_st12_sp336_la500,5,0.422950380502183
tcn,ewc,r-ewc_sl12_st12_sp336_la5000,5,0.4227369728993026
tcn,ewc,r-ewc_sl12_st6_sp336_la1000.0,5,0.45915022183936294
tcn,ewc,r-ewc_sl16_st16_sp336_la1000.0,5,0.43180558087499626
tcn,ewc,r-ewc_sl24_st12_sp336_la1000.0,5,0.35589600527359655
tcn,ewc,r-ewc_sl24_st24_sp336_la1000.0,5,0.3295929251625694
tcn,ewc,r-ewc_sl6_st6_sp336_la1000.0,5,0.44460577374739646
tcn,ewc,r-ewc_sl8_st4_sp336_la1000.0,5,0.48166498455064216
tcn,ewc,r-ewc_sl8_st8_sp336_la1000.0,5,0.47334464017252276
vgru,ewc,r-ewc_sl10_st10_sp336_la1000.0,5,0.18048620705011123
vgru,ewc,r-ewc_sl12_st12_sp168_la1000.0,10,0.2120939078631104
vgru,ewc,r-ewc_sl12_st12_sp336_la100,5,0.1865970900391288
vgru,ewc,r-ewc_sl12_st12_sp336_la1000.0,5,0.18552863840165484
vgru,ewc,r-ewc_sl12_st12_sp336_la10000,5,0.1856305490497009
vgru,ewc,r-ewc_sl12_st12_sp336_la500,5,0.18588417147290734
vgru,ewc,r-ewc_sl12_st12_sp336_la5000,5,0.18560466256395128
vgru,ewc,r-ewc_sl12_st6_sp336_la1000.0,5,0.18174135645883274
vgru,ewc,r-ewc_sl16_st16_sp336_la1000.0,5,0.18199740751326784
vgru,ewc,r-ewc_sl24_st12_sp336_la1000.0,5,0.18006805726798097
vgru,ewc,r-ewc_sl24_st24_sp336_la1000.0,5,0.18937712593531708
vgru,ewc,r-ewc_sl6_st6_sp336_la1000.0,5,0.18025779024739755
vgru,ewc,r-ewc_sl8_st4_sp336_la1000.0,5,0.1805272256483092
vgru,ewc,r-ewc_sl8_st8_sp336_la1000.0,5,0.18351105100817938
vgru-kl,ewc,r-ewc_sl12_st12_sp336_la1000,5,0.3436725672237393
vlstm,ewc,r-ewc_sl10_st10_sp336_la1000.0,5,0.18100525543412654
vlstm,ewc,r-ewc_sl12_st12_sp168_la1000.0,10,0.21360014966348204
vlstm,ewc,r-ewc_sl12_st12_sp336_la100,5,0.1878203245258748
vlstm,ewc,r-ewc_sl12_st12_sp336_la1000.0,5,0.1882957195446743
vlstm,ewc,r-ewc_sl12_st12_sp336_la10000,5,0.18875282823977524
vlstm,ewc,r-ewc_sl12_st12_sp336_la500,5,0.18803639366538205
vlstm,ewc,r-ewc_sl12_st12_sp336_la5000,5,0.18832584616288284
vlstm,ewc,r-ewc_sl12_st6_sp336_la1000.0,5,0.1820493856291036
vlstm,ewc,r-ewc_sl16_st16_sp336_la1000.0,5,0.18309756622035805
vlstm,ewc,r-ewc_sl24_st12_sp336_la1000.0,5,0.18144807734038482
vlstm,ewc,r-ewc_sl24_st24_sp336_la1000.0,5,0.1864879663953187
vlstm,ewc,r-ewc_sl6_st6_sp336_la1000.0,5,0.181552977913174
vlstm,ewc,r-ewc_sl8_st4_sp336_la1000.0,5,0.1798130300103811
vlstm,ewc,r-ewc_sl8_st8_sp336_la1000.0,5,0.18057484743232638
vlstm-kl,ewc,r-ewc_sl12_st12_sp336_la1000,5,0.3914654903798419
vtcn,ewc,r-ewc_sl10_st10_sp336_la1000.0,5,0.18294141440169476
vtcn,ewc,r-ewc_sl12_st12_sp168_la1000.0,10,0.21542400517197866
vtcn,ewc,r-ewc_sl12_st12_sp336_la100,5,0.18617731244515778
vtcn,ewc,r-ewc_sl12_st12_sp336_la1000.0,5,0.18617172844055127
vtcn,ewc,r-ewc_sl12_st12_sp336_la10000,5,0.18572069102930147
vtcn,ewc,r-ewc_sl12_st12_sp336_la500,5,0.18575851044776087
vtcn,ewc,r-ewc_sl12_st12_sp336_la5000,5,0.18330606460964413
vtcn,ewc,r-ewc_sl12_st6_sp336_la1000.0,5,0.18159804467331186
vtcn,ewc,r-ewc_sl16_st16_sp336_la1000.0,5,0.18384805463621387
vtcn,ewc,r-ewc_sl24_st12_sp336_la1000.0,5,0.17849837910306238
vtcn,ewc,r-ewc_sl24_st24_sp336_la1000.0,5,0.18607040698824137
vtcn,ewc,r-ewc_sl6_st6_sp336_la1000.0,5,0.17899007296311625
vtcn,ewc,r-ewc_sl8_st4_sp336_la1000.0,5,0.18095896735852135
vtcn,ewc,r-ewc_sl8_st8_sp336_la1000.0,5,0.18479806807212684
vtcn-kl,ewc,r-ewc_sl12_st12_sp336_la1000,5,0.35616185542236034
gru,experts,r-experts_sl10_st10_sp336,5,0.47823539233448253
gru,experts,r-experts_sl12_st12_sp168,10,0.3883686401218082
gru,experts,r-experts_sl12_st12_sp336,5,0.42748656218283043
gru,experts,r-experts_sl12_st6_sp336,5,0.466609052791916
gru,experts,r-experts_sl16_st16_sp336,5,0.45197272426799195
gru,experts,r-experts_sl24_st12_sp336,5,0.3849287632056386
gru,experts,r-experts_sl24_st24_sp336,5,0.3758934968788643
gru,experts,r-experts_sl6_st6_sp336,5,0.47557508267546217
gru,experts,r-experts_sl8_st4_sp336,5,0.48110604130186346
gru,experts,r-experts_sl8_st8_sp336,5,0.4722645404301717
lstm,experts,r-experts_sl10_st10_sp336,5,0.48107723457595886
lstm,experts,r-experts_sl12_st12_sp168,10,0.39724981734589015
lstm,experts,r-experts_sl12_st12_sp336,5,0.4266639488424476
lstm,experts,r-experts_sl12_st6_sp336,5,0.4721705236834792
lstm,experts,r-experts_sl16_st16_sp336,5,0.45215751861663583
lstm,experts,r-experts_sl24_st12_sp336,5,0.4044184642448836
lstm,experts,r-experts_sl24_st24_sp336,5,0.3776152694465469
lstm,experts,r-experts_sl6_st6_sp336,5,0.47404666656175276
lstm,experts,r-experts_sl8_st4_sp336,5,0.48102289462753167
lstm,experts,r-experts_sl8_st8_sp336,5,0.47183813012150505
tcn,experts,r-experts_sl10_st10_sp336,5,0.466212851093594
tcn,experts,r-experts_sl12_st12_sp168,10,0.41657573237257695
tcn,experts,r-experts_sl12_st12_sp336,5,0.4296267785685939
tcn,experts,r-experts_sl12_st6_sp336,5,0.4569457408766212
tcn,experts,r-experts_sl16_st16_sp336,5,0.435963180784056
tcn,experts,r-experts_sl24_st12_sp336,5,0.36038202814478204
tcn,experts,r-experts_sl24_st24_sp336,5,0.3238030001176623
tcn,experts,r-experts_sl6_st6_sp336,5,0.4517651721005497
tcn,experts,r-experts_sl8_st4_sp336,5,0.48081307545395935
tcn,experts,r-experts_sl8_st8_sp336,5,0.46676764692589134
vgru,experts,r-experts_sl10_st10_sp336,5,0.18036167305599593
vgru,experts,r-experts_sl12_st12_sp168,10,0.21353392456886416
vgru,experts,r-experts_sl12_st12_sp336,5,0.18956467657669185
vgru,experts,r-experts_sl12_st6_sp336,5,0.18212809572766303
vgru,experts,r-experts_sl16_st16_sp336,5,0.18166010045364178
vgru,experts,r-experts_sl24_st12_sp336,5,0.17818647950990862
vgru,experts,r-experts_sl24_st24_sp336,5,0.18494732394163388
vgru,experts,r-experts_sl6_st6_sp336,5,0.1809163403833118
vgru,experts,r-experts_sl8_st4_sp336,5,0.18087333881323792
vgru,experts,r-experts_sl8_st8_sp336,5,0.18087680447649834
vgru-kl,experts,r-experts_sl12_st12_sp336,5,0.2653033190906836
vlstm,experts,r-experts_sl10_st10_sp336,5,0.18149516452227385
vlstm,experts,r-experts_sl12_st12_sp168,10,0.21344400390803664
vlstm,experts,r-experts_sl12_st12_sp336,5,0.18943879736566183
vlstm,experts,r-experts_sl12_st6_sp336,5,0.18168212303235204
vlstm,experts,r-experts_sl16_st16_sp336,5,0.18340439332966402
vlstm,experts,r-experts_sl24_st12_sp336,5,0.18243624382877124
vlstm,experts,r-experts_sl24_st24_sp336,5,0.18730682928994333
vlstm,experts,r-experts_sl6_st6_sp336,5,0.18094605214388532
vlstm,experts,r-experts_sl8_st4_sp336,5,0.17978031632842367
vlstm,experts,r-experts_sl8_st8_sp336,5,0.18065845556494456
vlstm-kl,experts,r-experts_sl12_st12_sp336,5,0.270530718463025
vtcn,experts,r-experts_sl10_st10_sp336,5,0.18392745103961783
vtcn,experts,r-experts_sl12_st12_sp168,10,0.21564791692747873
vtcn,experts,r-experts_sl12_st12_sp336,5,0.18054277415696007
vtcn,experts,r-experts_sl12_st6_sp336,5,0.1827095257209641
vtcn,experts,r-experts_sl16_st16_sp336,5,0.18531930840092756
vtcn,experts,r-experts_sl24_st12_sp336,5,0.17720303714699087
vtcn,experts,r-experts_sl24_st24_sp336,5,0.18283069170065197
vtcn,experts,r-experts_sl6_st6_sp336,5,0.17847653737206476
vtcn,experts,r-experts_sl8_st4_sp336,5,0.18412241998889825
vtcn,experts,r-experts_sl8_st8_sp336,5,0.17490085381588097
vtcn-kl,experts,r-experts_sl12_st12_sp336,5,0.2835793690294425
gru,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.4376109582817844
gru,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.4415481871614188
lstm,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.4337958776218955
lstm,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.44024072288154364
tcn,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.4201054349830736
tcn,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.41941365357294125
vgru,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.1862730535707926
vgru,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.18632794453031376
vgru-kl,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.2857875906901751
vgru-kl,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.2834300423251623
vlstm,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.1877027725467996
vlstm,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.18588654668324398
vlstm-kl,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.2862826018441552
vlstm-kl,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.289715617429899
vtcn,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.1848995356116381
vtcn,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.18537150424003387
vtcn-kl,gdumb,r-gdumb_sl12_st12_sp336_bu100_re0.5,5,0.2826071935608242
vtcn-kl,gdumb,r-gdumb_sl12_st12_sp336_bu500_re0.5,5,0.2883445667726939
gru,lwf,r-lwf_sl10_st10_sp336_al1.0_te2.0,5,0.4801139836620625
gru,lwf,r-lwf_sl12_st12_sp168_al1.0_te2.0,10,0.40228010129411784
gru,lwf,r-lwf_sl12_st12_sp336_al0.1_te2.0,5,0.4345745562571527
gru,lwf,r-lwf_sl12_st12_sp336_al0.5_te2.0,5,0.4335962439350368
gru,lwf,r-lwf_sl12_st12_sp336_al1.0_te1.0,5,0.4326272423605325
gru,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.4327106382310022
gru,lwf,r-lwf_sl12_st12_sp336_al1.0_te5.0,5,0.4338579967866192
gru,lwf,r-lwf_sl12_st12_sp336_al2.0_te2.0,5,0.4312332378143032
gru,lwf,r-lwf_sl12_st6_sp336_al1.0_te2.0,5,0.47184593044456713
gru,lwf,r-lwf_sl16_st16_sp336_al1.0_te2.0,5,0.4435084375505767
gru,lwf,r-lwf_sl24_st12_sp336_al1.0_te2.0,5,0.38513531782079397
gru,lwf,r-lwf_sl24_st24_sp336_al1.0_te2.0,5,0.3852046825008315
gru,lwf,r-lwf_sl6_st6_sp336_al1.0_te2.0,5,0.47303451924970596
gru,lwf,r-lwf_sl8_st4_sp336_al1.0_te2.0,5,0.48091672140216646
gru,lwf,r-lwf_sl8_st8_sp336_al1.0_te2.0,5,0.47575351972743185
lstm,lwf,r-lwf_sl10_st10_sp336_al1.0_te2.0,5,0.48220102067550497
lstm,lwf,r-lwf_sl12_st12_sp168_al1.0_te2.0,10,0.42363435824013806
lstm,lwf,r-lwf_sl12_st12_sp336_al0.1_te2.0,5,0.4356283150810557
lstm,lwf,r-lwf_sl12_st12_sp336_al0.5_te2.0,5,0.4362787192939588
lstm,lwf,r-lwf_sl12_st12_sp336_al1.0_te1.0,5,0.4307708294510558
lstm,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.4347649141859921
lstm,lwf,r-lwf_sl12_st12_sp336_al1.0_te5.0,5,0.4356891943182618
lstm,lwf,r-lwf_sl12_st12_sp336_al2.0_te2.0,5,0.4327138863856041
lstm,lwf,r-lwf_sl12_st6_sp336_al1.0_te2.0,5,0.4724260532709171
lstm,lwf,r-lwf_sl16_st16_sp336_al1.0_te2.0,5,0.4577726166283528
lstm,lwf,r-lwf_sl24_st12_sp336_al1.0_te2.0,5,0.39870432164884684
lstm,lwf,r-lwf_sl24_st24_sp336_al1.0_te2.0,5,0.36449356686267514
lstm,lwf,r-lwf_sl6_st6_sp336_al1.0_te2.0,5,0.47128546802092774
lstm,lwf,r-lwf_sl8_st4_sp336_al1.0_te2.0,5,0.4770864656598609
lstm,lwf,r-lwf_sl8_st8_sp336_al1.0_te2.0,5,0.4747072336773509
tcn,lwf,r-lwf_sl10_st10_sp336_al1.0_te2.0,5,0.47478786378560656
tcn,lwf,r-lwf_sl12_st12_sp168_al1.0_te2.0,10,0.407067253051693
tcn,lwf,r-lwf_sl12_st12_sp336_al0.1_te2.0,5,0.4189462581660164
tcn,lwf,r-lwf_sl12_st12_sp336_al0.5_te2.0,5,0.4172552580613024
tcn,lwf,r-lwf_sl12_st12_sp336_al1.0_te1.0,5,0.4186847074264769
tcn,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.42013598381197104
tcn,lwf,r-lwf_sl12_st12_sp336_al1.0_te5.0,5,0.4189713620511614
tcn,lwf,r-lwf_sl12_st12_sp336_al2.0_te2.0,5,0.4229576056297717
tcn,lwf,r-lwf_sl12_st6_sp336_al1.0_te2.0,5,0.4591901944698986
tcn,lwf,r-lwf_sl16_st16_sp336_al1.0_te2.0,5,0.4384202649932021
tcn,lwf,r-lwf_sl24_st12_sp336_al1.0_te2.0,5,0.3607036619130707
tcn,lwf,r-lwf_sl24_st24_sp336_al1.0_te2.0,5,0.32617677519054367
tcn,lwf,r-lwf_sl6_st6_sp336_al1.0_te2.0,5,0.45376621079600854
tcn,lwf,r-lwf_sl8_st4_sp336_al1.0_te2.0,5,0.48189142367067395
tcn,lwf,r-lwf_sl8_st8_sp336_al1.0_te2.0,5,0.47513708295480783
vgru,lwf,r-lwf_sl10_st10_sp336_al1.0_te2.0,5,0.17977563793695164
vgru,lwf,r-lwf_sl12_st12_sp168_al1.0_te2.0,10,0.212485757967026
vgru,lwf,r-lwf_sl12_st12_sp336_al0.1_te2.0,5,0.18817063855374636
vgru,lwf,r-lwf_sl12_st12_sp336_al0.5_te2.0,5,0.18851282906539368
vgru,lwf,r-lwf_sl12_st12_sp336_al1.0_te1.0,5,0.18766915337859766
vgru,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.18821440027207154
vgru,lwf,r-lwf_sl12_st12_sp336_al1.0_te5.0,5,0.18825728618013637
vgru,lwf,r-lwf_sl12_st12_sp336_al2.0_te2.0,5,0.18783298383928448
vgru,lwf,r-lwf_sl12_st6_sp336_al1.0_te2.0,5,0.18049747554115503
vgru,lwf,r-lwf_sl16_st16_sp336_al1.0_te2.0,5,0.18287199064721976
vgru,lwf,r-lwf_sl24_st12_sp336_al1.0_te2.0,5,0.17908981004856295
vgru,lwf,r-lwf_sl24_st24_sp336_al1.0_te2.0,5,0.1882672584250067
vgru,lwf,r-lwf_sl6_st6_sp336_al1.0_te2.0,5,0.18039604258128264
vgru,lwf,r-lwf_sl8_st4_sp336_al1.0_te2.0,5,0.17985051603204796
vgru,lwf,r-lwf_sl8_st8_sp336_al1.0_te2.0,5,0.1805822475100674
vgru-kl,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.34071331668936433
vlstm,lwf,r-lwf_sl10_st10_sp336_al1.0_te2.0,5,0.17995045197396478
vlstm,lwf,r-lwf_sl12_st12_sp168_al1.0_te2.0,10,0.21372057378378478
vlstm,lwf,r-lwf_sl12_st12_sp336_al0.1_te2.0,5,0.1887487927017986
vlstm,lwf,r-lwf_sl12_st12_sp336_al0.5_te2.0,5,0.18910433846066152
vlstm,lwf,r-lwf_sl12_st12_sp336_al1.0_te1.0,5,0.1886890582701946
vlstm,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.1889282854647946
vlstm,lwf,r-lwf_sl12_st12_sp336_al1.0_te5.0,5,0.18882384311213588
vlstm,lwf,r-lwf_sl12_st12_sp336_al2.0_te2.0,5,0.18839251487438843
vlstm,lwf,r-lwf_sl12_st6_sp336_al1.0_te2.0,5,0.18102245328109973
vlstm,lwf,r-lwf_sl16_st16_sp336_al1.0_te2.0,5,0.18279393913565475
vlstm,lwf,r-lwf_sl24_st12_sp336_al1.0_te2.0,5,0.18108328605003834
vlstm,lwf,r-lwf_sl24_st24_sp336_al1.0_te2.0,5,0.18684210964096545
vlstm,lwf,r-lwf_sl6_st6_sp336_al1.0_te2.0,5,0.18034973377734104
vlstm,lwf,r-lwf_sl8_st4_sp336_al1.0_te2.0,5,0.17973132070306272
vlstm,lwf,r-lwf_sl8_st8_sp336_al1.0_te2.0,5,0.1810589965341655
vlstm-kl,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.3852296638785197
vtcn,lwf,r-lwf_sl10_st10_sp336_al1.0_te2.0,5,0.18110481091568115
vtcn,lwf,r-lwf_sl12_st12_sp168_al1.0_te2.0,10,0.21281954916529988
vtcn,lwf,r-lwf_sl12_st12_sp336_al0.1_te2.0,5,0.18777287607100715
vtcn,lwf,r-lwf_sl12_st12_sp336_al0.5_te2.0,5,0.1859319678960423
vtcn,lwf,r-lwf_sl12_st12_sp336_al1.0_te1.0,5,0.18565826228494847
vtcn,lwf,r-lwf_sl12_st12_sp336_al1.0_te2.0,5,0.18656577645129563
vtcn,lwf,r-lwf_sl12_st12_sp336_al1.0_te5.0,5,0.18770564408899743
