timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-05-02T22:48:51,yahoo-a1-lstm-gdumb,b0a7e248-bc3b-4789-aae3-9916cb061fce,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,89.75797287467867,0.00018153904585486877,2.0225395030738506e-06,5.0,0.0,6.0,0.0001246636874424035,0,0.0001495951358322054,0.0002742588232746089,Poland,POL,silesia,,,macOS-14.3.1-arm64-arm-64bit,3.11.4,2.8.2,8,Apple M1 Pro,,,19.1034,50.8047,16.0,machine,N,1.0
