timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-05-12T02:14:00,smd-vgru-kl-random-buffer-seed123,1e06be6c-17c0-42b4-8736-41ca1547d81b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,117.51210120832548,0.00023767168969588564,2.0225294863423573e-06,5.0,0.0,6.0,0.00016320986788163685,0,0.00019585094812481354,0.0003590608160064503,Poland,POL,mazovia,,,macOS-14.3.1-arm64-arm-64bit,3.11.4,2.8.2,8,Apple M1 Pro,,,21.0093,52.2299,16.0,machine,N,1.0
