timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-05-02T17:57:08,yahoo-a1-vtcn-kl-strb,44a48f9f-d2de-4058-ab8a-95dd4ae93f8f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,76.3427247912623,0.0001544063639429462,2.0225419562260446e-06,5.0,0.0,6.0,0.00010603145469148232,0,0.00012723686222452672,0.00023326831691600905,Poland,POL,silesia,,,macOS-14.3.1-arm64-arm-64bit,3.11.4,2.8.2,8,Apple M1 Pro,,,19.1034,50.8047,16.0,machine,N,1.0
